"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Indiana","Putnam",2003,58,56,2,0,0,0,0,60,40,18,0,0,0,0,58
"Indiana","Shelby",2003,183,99,63,17,4,0,0,179,105,49,0,0,183,0,0
"Indiana","Spencer",2003,53,26,26,1,0,0,0,107,77,51,0,0,0,53,0
"Indiana","St. Joseph",2003,365,183,153,24,5,0,0,179,94,50,0,47,129,189,0
"Indiana","Tippecanoe",2003,117,60,55,2,0,0,0,114,81,49,0,0,0,117,0
"Indiana","Vanderburgh",2003,365,191,149,22,3,0,0,159,93,48,2,73,115,175,0
"Indiana","Vigo",2003,242,139,92,9,2,0,0,161,84,48,0,0,158,83,1
"Indiana","Wabash",2003,348,276,62,7,3,0,0,195,71,37,0,0,348,0,0
"Indiana","Warrick",2003,183,95,64,21,3,0,0,190,105,50,0,0,183,0,0
"Indiana","Washington",2003,120,77,42,1,0,0,0,104,74,42,0,0,0,120,0
"Indiana","Whitley",2003,62,57,5,0,0,0,0,59,48,30,0,0,0,0,62
"Iowa","Black Hawk",2003,117,76,41,0,0,0,0,100,66,40,0,0,0,110,7
"Iowa","Bremer",2003,211,143,65,3,0,0,0,101,74,44,0,0,211,0,0
"Iowa","Cerro Gordo",2003,363,264,99,0,0,0,0,93,63,37,0,0,0,77,286
"Iowa","Clinton",2003,363,278,71,14,0,0,0,133,80,37,0,0,190,70,103
"Iowa","Delaware",2003,56,56,0,0,0,0,0,35,27,14,0,0,0,0,56
"Iowa","Emmet",2003,118,86,32,0,0,0,0,82,65,31,0,0,0,111,7
"Iowa","Harrison",2003,214,135,69,10,0,0,0,126,90,45,0,0,214,0,0
"Iowa","Johnson",2003,121,75,45,1,0,0,0,109,69,39,0,0,0,121,0
"Iowa","Lee",2003,115,115,0,0,0,0,0,48,34,21,0,0,0,0,115
"Iowa","Linn",2003,365,214,142,9,0,0,0,134,77,44,4,0,149,212,0
"Iowa","Montgomery",2003,264,206,56,2,0,0,0,119,66,40,0,0,181,83,0
"Iowa","Muscatine",2003,359,288,67,4,0,0,0,122,62,26,0,0,0,102,257
"Iowa","Palo Alto",2003,362,324,38,0,0,0,0,84,51,28,0,0,186,0,176
"Iowa","Polk",2003,365,232,130,3,0,0,0,127,66,41,4,41,48,216,56
"Iowa","Pottawattamie",2003,122,85,37,0,0,0,0,89,66,40,0,0,0,118,4
"Iowa","Scott",2003,365,172,175,18,0,0,0,140,87,52,0,1,129,168,67
"Iowa","Story",2003,214,200,14,0,0,0,0,100,48,34,0,0,214,0,0
"Iowa","Van Buren",2003,361,260,97,4,0,0,0,150,77,38,0,0,183,71,107
"Iowa","Warren",2003,214,205,8,1,0,0,0,108,47,33,0,0,214,0,0
"Iowa","Woodbury",2003,121,77,44,0,0,0,0,91,67,39,0,0,0,105,16
"Iowa","Wright",2003,119,75,44,0,0,0,0,90,68,38,0,0,0,119,0
"Kansas","Brown",2003,114,85,29,0,0,0,0,95,61,34,0,0,0,114,0
"Kansas","Chase",2003,119,95,22,1,1,0,0,153,56,32,0,0,0,119,0
"Kansas","Douglas",2003,261,186,57,16,2,0,0,185,84,39,0,0,261,0,0
"Kansas","Ford",2003,54,51,3,0,0,0,0,77,41,24,0,0,0,0,54
"Kansas","Johnson",2003,285,158,97,27,2,1,0,201,101,46,0,0,210,75,0
"Kansas","Leavenworth",2003,223,144,50,28,1,0,0,172,105,44,0,0,223,0,0
"Kansas","Linn",2003,363,235,113,15,0,0,0,147,84,42,1,11,299,52,0
"Kansas","Montgomery",2003,365,359,6,0,0,0,0,62,36,19,0,0,0,0,365
"Kansas","Neosho",2003,58,57,1,0,0,0,0,51,38,21,0,0,0,0,58
"Kansas","Riley",2003,365,260,91,14,0,0,0,140,84,40,0,0,365,0,0
"Kansas","Sedgwick",2003,365,243,108,13,1,0,0,159,84,43,6,27,233,62,37
"Kansas","Shawnee",2003,122,82,38,1,1,0,0,155,63,43,0,0,0,118,4
"Kansas","Sherman",2003,56,54,2,0,0,0,0,86,43,19,0,0,0,0,56
"Kansas","Sumner",2003,364,243,103,18,0,0,0,133,85,43,0,17,298,49,0
"Kansas","Trego",2003,365,335,29,1,0,0,0,101,47,26,0,0,310,55,0
"Kansas","Wyandotte",2003,364,220,120,22,2,0,0,177,87,45,0,115,165,80,4
"Kentucky","Bell",2003,265,174,82,9,0,0,0,147,77,44,0,0,221,44,0
"Kentucky","Boone",2003,237,181,45,10,1,0,0,159,80,40,0,0,237,0,0
"Kentucky","Boyd",2003,362,219,117,20,5,1,0,201,90,44,1,85,194,79,3
"Kentucky","Bullitt",2003,362,254,101,7,0,0,0,119,72,37,0,113,156,93,0
"Kentucky","Campbell",2003,355,248,90,14,3,0,0,169,80,40,0,83,193,70,9
"Kentucky","Carter",2003,283,185,90,7,1,0,0,169,77,45,0,0,208,75,0
"Kentucky","Christian",2003,283,146,108,28,1,0,0,151,101,49,0,0,216,67,0
"Kentucky","Daviess",2003,365,263,96,6,0,0,0,126,71,38,0,90,174,89,12
"Kentucky","Edmonson",2003,363,257,93,12,1,0,0,161,80,41,0,0,302,61,0
"Kentucky","Fayette",2003,365,238,118,9,0,0,0,150,77,43,4,96,168,97,0
"Kentucky","Franklin",2003,116,66,49,1,0,0,0,103,72,48,0,0,0,116,0
"Kentucky","Graves",2003,245,160,74,10,1,0,0,154,84,44,0,0,245,0,0
"Kentucky","Greenup",2003,244,164,67,12,1,0,0,172,84,44,0,0,244,0,0
"Kentucky","Hancock",2003,242,149,75,18,0,0,0,133,93,46,0,0,242,0,0
"Kentucky","Hardin",2003,282,163,110,9,0,0,0,143,84,46,0,0,208,73,1
"Kentucky","Harlan",2003,61,61,0,0,0,0,0,48,31,21,0,0,0,0,61
"Kentucky","Henderson",2003,322,215,90,17,0,0,0,143,84,44,0,0,203,76,43
"Kentucky","Jefferson",2003,365,113,227,23,2,0,0,177,90,59,1,11,70,283,0
"Kentucky","Jessamine",2003,244,176,64,3,1,0,0,161,74,43,0,0,244,0,0
"Kentucky","Kenton",2003,319,212,92,13,2,0,0,172,84,43,0,79,149,91,0
"Kentucky","Laurel",2003,61,27,33,1,0,0,0,113,77,52,0,0,0,61,0
"Kentucky","Livingston",2003,241,139,82,19,1,0,0,154,97,48,0,0,241,0,0
"Kentucky","Madison",2003,116,68,48,0,0,0,0,91,74,45,0,0,0,112,4
"Kentucky","Marshall",2003,59,59,0,0,0,0,0,40,30,18,0,0,0,0,59
"Kentucky","McCracken",2003,365,256,97,12,0,0,0,150,77,41,0,90,179,77,19
"Kentucky","McLean",2003,242,151,76,14,1,0,0,154,90,45,0,0,242,0,0
"Kentucky","Morgan",2003,340,270,63,6,1,0,0,161,67,39,0,0,340,0,0
"Kentucky","Oldham",2003,245,169,60,15,1,0,0,156,84,43,0,0,245,0,0
"Kentucky","Perry",2003,265,187,73,5,0,0,0,147,67,43,0,0,211,53,1
"Kentucky","Pike",2003,357,288,65,3,1,0,0,154,61,35,0,0,182,95,80
"Kentucky","Pulaski",2003,265,207,53,5,0,0,0,122,71,42,0,0,243,0,22
"Kentucky","Scott",2003,245,214,31,0,0,0,0,100,58,37,0,0,245,0,0
"Kentucky","Simpson",2003,245,160,77,8,0,0,0,147,87,44,0,0,245,0,0
"Kentucky","Trigg",2003,362,252,96,14,0,0,0,150,80,43,0,0,308,54,0
"Kentucky","Warren",2003,362,231,118,13,0,0,0,129,84,44,0,85,194,76,7
"Kentucky","Washington",2003,355,270,77,8,0,0,0,140,71,40,0,0,355,0,0
"Louisiana","Ascension",2003,330,289,27,13,1,0,0,156,61,32,0,0,330,0,0
"Louisiana","Beauregard",2003,361,317,35,9,0,0,0,147,54,33,0,0,361,0,0
"Louisiana","Bossier",2003,365,194,156,14,1,0,0,166,76,48,0,0,139,226,0
"Louisiana","Caddo",2003,362,251,97,13,1,0,0,151,72,41,0,0,288,73,1
"Louisiana","Calcasieu",2003,365,188,159,15,3,0,0,187,80,49,0,3,153,209,0
"Louisiana","Concordia",2003,58,34,24,0,0,0,0,83,66,45,0,0,0,58,0
"Louisiana","East Baton Rouge",2003,365,150,181,19,12,3,0,215,100,54,0,30,140,195,0
"Louisiana","Grant",2003,361,310,45,5,1,0,0,151,61,36,0,0,361,0,0
"Louisiana","Iberville",2003,365,237,94,24,10,0,0,200,97,43,0,11,289,65,0
"Louisiana","Jefferson",2003,365,212,137,12,4,0,0,192,77,46,0,11,164,190,0
"Louisiana","Lafayette",2003,362,252,91,17,2,0,0,156,87,41,0,0,294,68,0
"Louisiana","Lafourche",2003,362,228,107,27,0,0,0,147,90,43,0,0,188,174,0
"Louisiana","Livingston",2003,365,224,123,16,2,0,0,182,77,45,0,0,188,177,0
"Louisiana","Orleans",2003,365,206,153,6,0,0,0,143,70,47,1,35,53,275,1
"Louisiana","Ouachita",2003,362,249,97,15,1,0,0,154,77,42,0,0,302,60,0
"Louisiana","Plaquemines",2003,113,92,21,0,0,0,0,76,59,33,0,0,0,113,0
"Louisiana","Pointe Coupee",2003,341,289,35,15,1,1,0,204,67,36,0,0,341,0,0
"Louisiana","Rapides",2003,69,47,21,1,0,0,0,121,65,41,0,0,0,69,0
"Louisiana","St. Bernard",2003,362,284,64,11,3,0,0,195,74,38,0,0,307,55,0
"Louisiana","St. Charles",2003,364,302,47,13,2,0,0,177,67,32,0,0,353,0,11
"Louisiana","St. James",2003,357,304,39,13,1,0,0,161,71,32,0,0,357,0,0
"Louisiana","St. John the Baptist",2003,362,308,40,12,2,0,0,154,67,33,0,0,362,0,0
"Louisiana","St. Mary",2003,342,288,41,13,0,0,0,133,67,33,0,0,342,0,0
"Louisiana","Tangipahoa",2003,121,78,43,0,0,0,0,85,62,42,0,0,0,121,0
"Louisiana","Terrebonne",2003,120,82,38,0,0,0,0,100,66,40,0,0,0,120,0
"Louisiana","West Baton Rouge",2003,365,187,155,18,3,2,0,207,82,50,0,26,124,214,1
"Louisiana","Winn",2003,120,86,34,0,0,0,0,71,61,38,0,0,0,120,0
"Maine","Androscoggin",2003,56,54,2,0,0,0,0,57,38,18,0,0,0,0,56
"Maine","Aroostook",2003,365,347,18,0,0,0,0,74,45,33,0,0,331,15,19
"Maine","Cumberland",2003,365,324,33,8,0,0,0,147,52,36,0,104,240,14,7
"Maine","Franklin",2003,61,61,0,0,0,0,0,44,23,12,0,0,0,0,61
"Maine","Hancock",2003,365,312,37,12,4,0,0,195,61,39,0,0,361,4,0
"Maine","Kennebec",2003,287,267,18,1,1,0,0,151,47,35,0,0,268,0,19
"Maine","Knox",2003,203,169,23,10,0,1,0,202,74,38,0,0,172,0,31
"Maine","MOBILE MONITORS",2003,137,107,21,8,1,0,0,159,84,37,0,0,137,0,0
"Maine","Oxford",2003,210,201,8,1,0,0,0,101,45,30,0,0,178,0,32
"Maine","Penobscot",2003,354,310,39,4,0,1,0,205,54,37,0,0,320,33,1
"Maine","Sagadahoc",2003,166,143,18,4,1,0,0,156,61,37,0,0,166,0,0
"Maine","Washington",2003,120,114,6,0,0,0,0,97,41,16,0,0,0,120,0
"Maine","York",2003,358,314,33,9,2,0,0,169,58,33,0,175,183,0,0
"Maryland","Anne Arundel",2003,350,222,100,23,3,2,0,218,97,43,0,1,238,84,27
"Maryland","Baltimore",2003,365,158,185,19,2,1,0,204,90,54,0,38,86,241,0
"Maryland","Baltimore (City)",2003,365,109,233,22,1,0,0,155,90,57,1,43,5,315,1
"Maryland","Carroll",2003,213,156,48,7,2,0,0,182,84,42,0,0,213,0,0
"Maryland","Cecil",2003,230,143,69,13,3,2,0,212,97,44,0,0,175,55,0
"Maryland","Charles",2003,203,140,49,9,2,3,0,217,97,44,0,0,203,0,0
"Maryland","Dorchester",2003,347,270,51,19,4,3,0,227,87,36,0,0,347,0,0
"Maryland","Frederick",2003,214,158,46,7,2,1,0,205,80,41,0,0,214,0,0
"Maryland","Harford",2003,323,216,78,24,3,2,0,226,97,41,0,0,271,52,0
"Maryland","Kent",2003,214,149,45,16,2,2,0,204,100,44,0,0,214,0,0
"Maryland","Montgomery",2003,249,170,68,8,2,1,0,210,87,43,0,0,164,85,0
"Maryland","Prince George's",2003,353,245,84,20,2,2,0,221,91,39,0,0,284,69,0
"Maryland","Washington",2003,263,165,87,9,2,0,0,190,84,45,0,0,178,85,0
"Massachusetts","Barnstable",2003,231,165,42,16,7,1,0,205,101,42,0,0,167,64,0
"Massachusetts","Berkshire",2003,201,122,65,12,2,0,0,197,93,45,0,0,135,66,0
"Massachusetts","Bristol",2003,289,196,73,13,6,1,0,213,90,43,0,0,182,107,0
"Massachusetts","Dukes",2003,100,81,19,0,0,0,0,88,63,24,0,0,0,100,0
"Massachusetts","Essex",2003,365,293,53,15,4,0,0,187,71,38,0,54,269,42,0
"Massachusetts","Hampden",2003,365,183,159,20,3,0,0,185,87,50,0,23,134,207,1
"Massachusetts","Hampshire",2003,365,297,62,6,0,0,0,147,67,38,0,20,323,22,0
"Massachusetts","Middlesex",2003,365,338,23,4,0,0,0,143,46,19,185,0,180,0,0
"Massachusetts","Norfolk",2003,197,145,41,6,4,1,0,204,90,40,0,3,176,18,0
"Massachusetts","Plymouth",2003,115,78,35,2,0,0,0,115,67,35,0,0,0,115,0
"Massachusetts","Suffolk",2003,365,107,241,15,2,0,0,192,88,58,0,47,53,265,0
"Massachusetts","Worcester",2003,301,165,118,17,1,0,0,159,87,49,1,11,119,170,0
"Michigan","Allegan",2003,355,196,132,20,6,1,0,201,94,47,0,0,125,230,0
"Michigan","Bay",2003,113,75,38,0,0,0,0,97,68,38,0,0,0,113,0
"Michigan","Benzie",2003,183,128,38,11,6,0,0,182,100,44,0,0,183,0,0
"Michigan","Berrien",2003,241,143,74,18,6,0,0,190,100,46,0,0,170,71,0
"Michigan","Cass",2003,100,53,36,6,5,0,0,190,101,49,0,0,100,0,0
"Michigan","Chippewa",2003,126,104,21,1,0,0,0,121,62,32,0,0,0,126,0
"Michigan","Clinton",2003,183,123,48,8,4,0,0,177,90,45,0,0,183,0,0
"Michigan","Genesee",2003,250,154,76,15,5,0,0,192,94,44,7,0,166,76,1
"Michigan","Huron",2003,177,134,32,6,5,0,0,166,87,41,0,0,177,0,0
"Michigan","Ingham",2003,242,145,83,11,3,0,0,172,87,45,0,0,161,81,0
"Michigan","Kalamazoo",2003,238,139,81,15,3,0,0,164,93,48,0,0,158,80,0
"Michigan","Kent",2003,365,187,158,15,4,1,0,201,89,50,0,49,99,217,0
"Michigan","Keweenaw",2003,113,109,4,0,0,0,0,59,37,13,0,0,0,113,0
"Michigan","Leelanau",2003,151,105,36,10,0,0,0,136,90,44,0,0,151,0,0
"Michigan","Lenawee",2003,180,118,46,11,4,1,0,206,100,46,0,0,180,0,0
"Michigan","Macomb",2003,364,272,75,12,2,3,0,215,80,34,125,0,163,76,0
"Michigan","Mason",2003,183,131,35,13,4,0,0,187,93,43,0,0,183,0,0
"Michigan","Missaukee",2003,352,291,50,10,1,0,0,174,64,31,121,0,170,61,0
"Michigan","Monroe",2003,119,58,57,3,1,0,0,155,83,51,0,0,0,119,0
"Michigan","Muskegon",2003,243,154,70,14,3,2,0,203,97,44,0,0,163,80,0
"Michigan","Oakland",2003,364,284,62,11,6,1,0,201,79,31,124,0,148,92,0
"Michigan","Ottawa",2003,242,157,67,14,4,0,0,192,90,44,0,0,163,79,0
"Michigan","Saginaw",2003,113,75,38,0,0,0,0,95,68,38,0,0,0,113,0
"Michigan","Schoolcraft",2003,358,307,42,7,1,1,0,214,58,37,0,0,320,38,0
"Michigan","St. Clair",2003,235,155,65,9,5,1,0,219,85,39,0,0,146,89,0
"Michigan","Tuscola",2003,333,292,32,6,3,0,0,169,61,33,0,0,333,0,0
"Michigan","Washtenaw",2003,358,253,83,17,4,1,0,201,87,39,0,0,281,77,0
"Michigan","Wayne",2003,365,104,228,26,7,0,0,195,99,61,2,31,49,234,49
"Michigan","Wexford",2003,357,295,46,15,1,0,0,172,67,36,0,0,357,0,0
"Minnesota","Anoka",2003,365,237,120,8,0,0,0,150,77,43,23,42,141,159,0
"Minnesota","Carlton",2003,357,329,28,0,0,0,0,97,48,16,0,106,166,71,14
"Minnesota","Cass",2003,55,51,4,0,0,0,0,71,45,24,0,0,0,55,0
"Minnesota","Dakota",2003,365,243,116,6,0,0,0,147,69,42,0,57,109,199,0
"Minnesota","Goodhue",2003,122,84,33,5,0,0,0,147,87,45,0,0,122,0,0
"Minnesota","Hennepin",2003,365,230,131,4,0,0,0,116,68,43,41,0,0,321,3
"Minnesota","Kandiyohi",2003,118,99,17,2,0,0,0,128,55,28,0,0,0,0,118
"Minnesota","Lake",2003,219,202,17,0,0,0,0,84,50,35,0,0,172,47,0
"Minnesota","Mille Lacs",2003,238,195,39,2,2,0,0,156,64,39,0,0,168,70,0
"Minnesota","Olmsted",2003,310,166,134,10,0,0,0,136,80,48,0,0,104,206,0
"Minnesota","Ramsey",2003,365,195,162,7,1,0,0,151,74,48,3,0,0,313,49
"Minnesota","Rock",2003,118,90,28,0,0,0,0,82,58,28,0,0,0,118,0
"Minnesota","Saint Louis",2003,365,260,103,2,0,0,0,142,67,40,0,0,244,113,8
"Minnesota","Scott",2003,238,184,52,2,0,0,0,126,64,40,0,0,162,76,0
"Minnesota","Stearns",2003,365,254,109,2,0,0,0,113,70,38,79,0,80,206,0
"Minnesota","Washington",2003,209,150,53,6,0,0,0,133,84,43,0,0,177,0,32
"Minnesota","Winona",2003,113,87,26,0,0,0,0,91,66,29,0,0,0,113,0
"Minnesota","Wright",2003,255,149,98,8,0,0,0,112,78,46,0,0,121,134,0
"Mississippi","Adams",2003,272,178,73,18,3,0,0,161,90,44,0,0,207,65,0
"Mississippi","Bolivar",2003,312,165,138,9,0,0,0,133,78,49,0,0,128,184,0
"Mississippi","DeSoto",2003,270,159,94,16,1,0,0,151,90,47,0,0,199,71,0
"Mississippi","Forrest",2003,118,46,70,2,0,0,0,108,77,54,0,0,0,118,0
"Mississippi","Grenada",2003,56,24,32,0,0,0,0,81,71,52,0,0,0,56,0
"Mississippi","Hancock",2003,364,272,75,12,5,0,0,174,77,35,0,86,205,73,0
"Mississippi","Harrison",2003,364,189,152,20,3,0,0,182,87,49,0,0,120,244,0
"Mississippi","Hinds",2003,365,154,208,3,0,0,0,112,74,53,0,0,61,304,0
"Mississippi","Jackson",2003,277,177,82,15,3,0,0,177,87,44,0,0,208,65,4
"Mississippi","Jones",2003,117,45,72,0,0,0,0,93,75,54,0,0,0,117,0
"Mississippi","Lauderdale",2003,267,192,71,4,0,0,0,115,71,43,0,0,187,80,0
"Mississippi","Lee",2003,322,210,104,8,0,0,0,129,77,44,0,0,204,118,0
"Mississippi","Lowndes",2003,103,51,52,0,0,0,0,95,71,51,0,0,0,103,0
"Mississippi","Madison",2003,240,178,54,8,0,0,0,133,74,42,0,0,240,0,0
"Mississippi","Pearl River",2003,113,62,51,0,0,0,0,85,65,48,0,0,0,113,0
"Mississippi","Rankin",2003,100,44,56,0,0,0,0,90,73,53,0,0,0,100,0
"Mississippi","Scott",2003,97,56,41,0,0,0,0,92,70,43,0,0,0,97,0
"Mississippi","Warren",2003,268,186,78,4,0,0,0,126,71,43,0,0,189,79,0
"Mississippi","Yalobusha",2003,363,294,60,9,0,0,0,140,67,37,0,0,363,0,0
"Missouri","Boone",2003,115,66,48,1,0,0,0,113,71,45,0,0,0,115,0
"Missouri","Buchanan",2003,121,65,55,1,0,0,0,104,67,46,0,0,0,98,23
"Missouri","Cass",2003,321,197,103,20,1,0,0,179,93,44,0,0,259,62,0
"Missouri","Cedar",2003,262,146,103,13,0,0,0,140,80,48,0,1,187,74,0
"Missouri","Clay",2003,365,224,100,30,11,0,0,190,105,44,0,112,186,67,0
"Missouri","Cooper",2003,51,27,24,0,0,0,0,88,73,50,0,0,0,51,0
"Missouri","Greene",2003,365,253,106,6,0,0,0,150,71,40,10,116,172,67,0
"Missouri","Jackson",2003,347,186,158,2,1,0,0,159,69,48,6,83,0,257,1
"Missouri","Jasper",2003,338,234,101,3,0,0,0,115,65,32,0,0,0,106,232
"Missouri","Jefferson",2003,358,155,180,20,2,1,0,202,90,55,0,0,101,257,0
"Missouri","Maries",2003,115,69,46,0,0,0,0,97,62,43,0,0,0,115,0
"Missouri","Mercer",2003,113,75,38,0,0,0,0,100,64,37,0,0,0,113,0
"Missouri","Monroe",2003,259,158,89,11,1,0,0,182,90,46,0,0,188,70,1
"Missouri","Platte",2003,343,286,48,8,1,0,0,166,77,33,0,144,199,0,0
"Missouri","Saint Charles",2003,364,230,101,24,9,0,0,179,100,43,0,106,193,65,0
"Missouri","Saint Louis",2003,365,159,171,29,3,3,0,202,100,54,0,57,121,187,0
"Missouri","Sainte Genevieve",2003,356,240,96,17,3,0,0,182,87,42,0,8,284,64,0
"Missouri","St. Louis City",2003,365,101,234,26,2,2,0,212,98,61,0,33,63,191,78
"Missouri","Stoddard",2003,118,60,57,1,0,0,0,106,72,50,0,0,0,118,0
"Missouri","Taney",2003,121,87,34,0,0,0,0,95,58,34,0,0,0,121,0
"Montana","Big Horn",2003,54,54,0,0,0,0,0,42,18,7,0,0,0,0,54
"Montana","Cascade",2003,353,338,12,2,1,0,0,154,30,11,268,0,0,85,0
"Montana","Fergus",2003,106,106,0,0,0,0,0,44,25,10,0,0,0,106,0
"Montana","Flathead",2003,365,291,64,6,4,0,0,165,62,38,35,0,201,66,63
"Montana","Gallatin",2003,358,341,17,0,0,0,0,94,32,8,202,0,0,96,60
"Montana","Glacier",2003,42,38,3,1,0,0,0,121,38,16,0,0,0,0,42
"Montana","Lake",2003,358,315,37,3,3,0,0,178,53,21,0,0,0,113,245
"Montana","Lewis and Clark",2003,346,313,29,2,2,0,0,159,50,18,0,0,0,74,272
"Montana","Lincoln",2003,354,288,58,8,0,0,0,129,72,23,0,0,0,95,259
"Montana","Madison",2003,46,45,1,0,0,0,0,54,25,9,0,0,0,0,46
"Montana","Missoula",2003,364,312,42,6,3,1,0,264,62,24,53,85,0,110,116
"Montana","Musselshell",2003,296,296,0,0,0,0,0,23,5,3,0,296,0,0,0
"Montana","Powell",2003,107,104,3,0,0,0,0,66,22,8,0,0,0,107,0
"Montana","Ravalli",2003,340,310,25,3,2,0,0,160,46,17,0,0,0,80,260
"Montana","Roosevelt",2003,119,118,1,0,0,0,0,51,26,14,0,0,0,119,0
"Montana","Rosebud",2003,363,326,35,2,0,0,0,120,51,20,0,71,0,86,206
"Montana","Sanders",2003,123,108,14,1,0,0,0,104,51,21,0,0,0,113,10
"Montana","Sheridan",2003,107,107,0,0,0,0,0,35,25,15,0,0,0,107,0
"Montana","Silver Bow",2003,365,340,22,3,0,0,0,123,40,20,164,0,0,62,139
"Montana","Sweet Grass",2003,86,86,0,0,0,0,0,32,15,6,0,0,0,0,86
"Montana","Yellowstone",2003,365,345,20,0,0,0,0,100,43,16,279,0,0,80,6
"Nebraska","Cass",2003,352,298,53,1,0,0,0,146,54,25,0,0,0,71,281
"Nebraska","Dawson",2003,58,48,10,0,0,0,0,91,58,33,0,0,0,0,58
"Nebraska","Douglas",2003,365,215,144,5,1,0,0,177,71,46,7,0,99,200,59
"Nebraska","Garden",2003,119,116,3,0,0,0,0,54,36,15,0,0,0,119,0
"Nebraska","Hall",2003,111,84,27,0,0,0,0,91,58,33,0,0,0,111,0
"Nebraska","Lancaster",2003,365,328,36,1,0,0,0,117,51,32,112,0,180,73,0
"Nebraska","Lincoln",2003,82,69,13,0,0,0,0,98,55,26,0,0,0,82,0
"Nebraska","Sarpy",2003,89,63,26,0,0,0,0,88,65,34,0,0,0,89,0
"Nebraska","Scotts Bluff",2003,107,99,8,0,0,0,0,74,48,23,0,0,0,107,0
"Nebraska","Thomas",2003,115,107,8,0,0,0,0,67,42,17,0,0,0,115,0
"Nebraska","Thurston",2003,44,35,9,0,0,0,0,72,55,25,0,0,0,44,0
"Nebraska","Washington",2003,86,63,23,0,0,0,0,84,59,33,0,0,0,86,0
"Nevada","Carson City",2003,365,311,54,0,0,0,0,87,58,37,154,0,211,0,0
"Nevada","Clark",2003,365,57,240,57,11,0,0,200,122,68,1,25,202,106,31
"Nevada","Douglas",2003,365,268,97,0,0,0,0,87,66,44,43,0,322,0,0
"Nevada","Elko",2003,353,350,2,1,0,0,0,104,32,16,0,0,0,24,329
"Nevada","Mineral",2003,71,70,1,0,0,0,0,55,35,21,0,0,0,71,0
"Nevada","Nye",2003,116,108,5,2,0,1,0,208,46,22,0,0,0,0,116
"Nevada","Washoe",2003,365,252,104,8,1,0,0,161,80,45,19,0,314,22,10
"Nevada","White Pine",2003,359,257,97,5,0,0,0,129,77,44,0,0,357,2,0
"New Hampshire","Belknap",2003,209,164,39,6,0,0,0,147,67,39,0,0,176,33,0
"New Hampshire","Cheshire",2003,213,169,40,4,0,0,0,136,71,39,0,0,172,41,0
"New Hampshire","Coos",2003,245,168,63,14,0,0,0,129,80,45,0,0,175,70,0
"New Hampshire","Grafton",2003,345,309,31,5,0,0,0,140,51,35,0,0,323,22,0
"New Hampshire","Hillsborough",2003,365,272,78,15,0,0,0,150,77,39,29,99,168,66,3
"New Hampshire","Merrimack",2003,242,194,45,3,0,0,0,119,64,35,0,0,156,86,0
"New Hampshire","Rockingham",2003,363,296,57,10,0,0,0,136,67,35,0,135,162,66,0
"New Hampshire","Strafford",2003,183,155,24,4,0,0,0,129,61,38,0,0,183,0,0
"New Hampshire","Sullivan",2003,208,165,38,5,0,0,0,147,67,41,0,0,172,36,0
"New Jersey","Atlantic",2003,365,278,66,18,1,2,0,205,75,38,0,0,311,54,0
"New Jersey","Bergen",2003,365,263,82,17,3,0,0,182,74,42,1,157,147,54,6
"New Jersey","Burlington",2003,361,361,0,0,0,0,0,30,16,9,361,0,0,0,0
"New Jersey","Camden",2003,365,222,108,27,6,2,0,226,100,45,1,52,238,73,1
"New Jersey","Cumberland",2003,358,279,54,22,2,1,0,216,84,36,0,0,358,0,0
"New Jersey","Essex",2003,354,223,128,3,0,0,0,127,70,45,0,285,8,60,1
"New Jersey","Gloucester",2003,365,252,84,25,2,2,0,219,90,40,0,0,303,62,0
"New Jersey","Hudson",2003,364,240,109,13,2,0,0,192,76,43,6,202,85,69,2
"New Jersey","Hunterdon",2003,359,286,54,13,4,2,0,210,84,33,0,0,359,0,0
"New Jersey","Mercer",2003,365,264,77,17,5,2,0,204,87,41,0,95,216,54,0
"New Jersey","Middlesex",2003,365,254,84,22,3,2,0,213,90,41,5,121,181,58,0
"New Jersey","Monmouth",2003,365,292,48,16,6,3,0,226,90,31,139,0,226,0,0
"New Jersey","Morris",2003,365,261,84,16,2,2,0,204,83,39,4,59,253,49,0
"New Jersey","Ocean",2003,265,165,67,24,7,2,0,212,108,44,0,0,206,59,0
"New Jersey","Passaic",2003,253,170,69,13,1,0,0,156,84,42,0,0,169,84,0
"New Jersey","Union",2003,365,142,211,10,2,0,0,153,85,56,2,116,0,247,0
"New Jersey","Warren",2003,110,62,46,1,1,0,0,155,80,44,0,0,0,110,0
"New Mexico","Bernalillo",2003,365,107,202,52,4,0,0,168,108,63,0,14,210,36,105
"New Mexico","Catron",2003,91,90,1,0,0,0,0,53,26,10,0,0,0,91,0
"New Mexico","Chaves",2003,123,102,20,1,0,0,0,140,56,32,0,0,0,113,10
"New Mexico","Dona Ana",2003,365,100,207,49,4,2,3,1005,112,64,0,11,180,84,90
"New Mexico","Eddy",2003,365,303,61,0,1,0,0,152,61,36,0,113,231,21,0
"New Mexico","Grant",2003,116,110,6,0,0,0,0,73,40,23,0,0,0,86,30
"New Mexico","Lea",2003,118,105,12,0,0,1,0,245,51,26,0,0,0,98,20
