Unnamed: 0,County_Name,State_Name,Civilian employed population 16 years and over_2015,"Agriculture, forestry, fishing and hunting, and mining_2015",Construction_2015,Manufacturing_2015,Wholesale trade_2015,Retail trade_2015,"Transportation and warehousing, and utilities_2015",Information_2015,"Finance and insurance, and real estate and rental and leasing_2015","Professional, scientific, and management, and administrative and waste management services_2015","Educational services, and health care and social assistance_2015","Arts, entertainment, and recreation, and accommodation and food services_2015","Other services, except public administration_2015",Public administration_2015,2015_Median_AQI,2015_Binning
324,Passaic County, New Jersey,"229,788",59,"15,677","28,979","7,556","30,035","16,380","5,433","12,036","25,018","53,644","15,228","12,617","7,126",39,2
377,Johnston County, North Carolina,"87,561","1,453","9,266","8,471","4,395","11,509","2,848",768,"3,309","7,233","18,168","9,429","3,999","6,713",39,2
128,Clayton County, Georgia,"121,425",559,"8,487","8,900","4,146","14,836","15,766","1,989","4,983","11,933","24,263","12,552","6,540","6,471",39,2
545,Webb County, Texas,"106,380","3,158","6,185","1,799","4,159","14,176","15,310",661,"3,709","7,693","26,692","10,200","6,221","6,417",39,2
214,Fayette County, Kentucky,"162,221","2,821","7,937","14,908","3,224","20,467","3,748","3,213","7,130","19,449","46,100","18,338","8,870","6,016",39,2
145,Richmond County, Georgia,"79,370",531,"5,847","7,600","1,016","12,245","4,659","1,163","2,704","9,465","18,128","7,924","3,036","5,052",39,2
402,Delaware County, Ohio,"99,464",642,"3,687","8,092","4,250","10,999","3,432","2,680","12,717","14,784","22,394","7,726","3,519","4,542",39,2
384,Pitt County, North Carolina,"81,798","1,063","5,243","9,105","1,393","9,598","2,547","1,531","3,707","4,752","24,554","10,210","4,117","3,978",39,2
11,Shelby County, Alabama,"102,381","1,008","6,062","8,467","3,677","11,811","6,704","2,183","10,766","14,113","20,882","7,630","5,245","3,833",39,2
85,Litchfield County, Connecticut,"96,620",981,"7,233","13,357","2,236","10,925","4,135","2,265","6,246","8,268","24,494","7,610","5,112","3,758",39,2
251,Clinton County, Michigan,"37,811","1,194","2,158","4,228",686,"4,032","1,062",301,"3,487","4,094","9,178","3,180","1,096","3,115",39,2
209,Boone County, Kentucky,"65,245",250,"3,338","10,033","2,399","8,343","5,867","1,195","4,806","6,508","10,156","6,405","3,000","2,945",39,2
557,Frederick County, Virginia,"41,728",590,"3,382","4,617",748,"5,249","1,969","1,499","1,624","3,756","10,624","2,816","1,947","2,907",39,2
275,DeSoto County, Mississippi,"83,395",696,"5,041","7,622","4,451","9,696","10,420",794,"5,946","7,518","15,926","8,973","3,420","2,892",39,2
89,Tolland County, Connecticut,"83,087","1,023","5,595","10,603","1,535","8,069","3,127","1,089","7,277","7,399","22,351","8,687","3,514","2,818",39,2
602,Racine County, Wisconsin,"95,117","1,050","5,524","20,337","3,223","10,460","5,308","1,188","4,679","8,632","20,776","7,207","4,393","2,340",39,2
369,Catawba County, North Carolina,"67,277",241,"3,915","19,735","2,557","7,733","2,564",785,"2,705","5,058","12,142","6,267","1,641","1,934",39,2
490,Pickens County, South Carolina,"52,412",785,"4,313","10,284","1,132","4,918","2,645",500,"2,695","3,811","13,902","3,786","2,260","1,381",39,2
210,Bullitt County, Kentucky,"37,153",449,"1,476","6,198","1,532","5,504","4,118","1,250","2,525","2,516","6,611","1,779","1,939","1,256",39,2
553,Arlington County, Virginia,"144,965",207,"8,197","3,060","1,174","5,385","2,560","4,144","13,321","40,474","21,912","9,482","9,479","25,570",38,2
290,Jackson County, Missouri,"337,144",738,"21,632","29,678","9,462","38,900","19,817","7,450","23,910","42,912","79,006","32,474","15,837","15,328",38,2
117,Pinellas County, Florida,"445,914","1,959","26,502","31,107","10,582","61,450","16,165","8,627","43,517","65,152","92,828","49,461","24,413","14,151",38,2
315,Essex County, New Jersey,"371,110",157,"19,928","23,467","9,103","33,791","28,343","11,750","26,375","52,232","100,043","33,403","18,630","13,888",38,2
7,Madison County, Alabama,"163,650","1,566","7,007","16,218","3,026","18,800","3,833","3,787","6,048","29,894","36,961","14,607","8,453","13,450",38,2
547,Davis County, Utah,"157,340","1,264","9,348","17,416","4,707","19,747","8,227","2,917","11,378","18,986","31,449","12,876","6,969","12,056",38,2
277,Harrison County, Mississippi,"80,369",868,"6,755","5,554","2,285","10,541","4,192","1,093","3,144","5,986","16,124","12,973","3,915","6,939",38,2
534,McLennan County, Texas,"111,145","1,190","8,862","11,532","3,204","13,129","4,961","1,572","7,913","9,490","26,875","9,810","5,815","6,792",38,2
306,Hillsborough County, New Hampshire,"221,277","1,332","13,142","30,421","6,985","25,254","8,157","5,660","16,089","29,426","51,812","15,274","11,429","6,296",38,2
121,Santa Rosa County, Florida,"72,424",676,"6,888","4,045",897,"7,762","4,138","1,567","5,580","7,736","13,485","7,478","6,037","6,135",38,2
143,Muscogee County, Georgia,"77,398",196,"4,646","9,067","1,165","9,125","2,561","1,186","9,033","6,286","15,889","8,543","3,723","5,978",38,2
0,Baldwin County, Alabama,"87,864",813,"6,714","7,626","2,533","14,823","4,118","1,765","4,878","9,505","16,638","11,135","3,530","3,786",38,2
223,Cumberland County, Maine,"156,642","1,909","9,251","11,972","4,390","18,749","5,443","4,117","13,568","18,582","42,830","13,829","8,285","3,717",38,2
289,Greene County, Missouri,"138,696",896,"8,023","12,685","3,542","17,116","6,115","3,201","9,558","14,523","37,646","14,109","7,633","3,649",38,2
336,Chautauqua County, New York,"57,550","1,330","3,168","11,306",918,"6,604","2,124",503,"1,510","3,447","14,999","5,667","2,445","3,529",38,2
600,Outagamie County, Wisconsin,"100,284","1,096","8,258","21,636","2,779","10,950","3,969","1,176","6,659","8,501","18,074","10,173","3,567","3,446",38,2
186,Madison County, Indiana,"56,603",468,"3,084","7,093","1,401","6,699","3,528",848,"2,500","5,275","14,165","5,260","2,984","3,298",38,2
590,Brown County, Wisconsin,"135,838","1,580","8,968","27,755","3,111","17,677","8,082","1,943","10,035","11,488","25,338","11,461","5,109","3,291",38,2
285,Boone County, Missouri,"90,460",752,"3,815","5,842","1,735","11,263","3,115","2,032","7,976","7,807","31,814","8,330","2,691","3,288",38,2
476,Washington County, Rhode Island,"65,560",431,"4,431","6,967","1,602","6,652","1,351",820,"3,600","6,438","17,712","9,068","3,466","3,022",38,2
512,Wilson County, Tennessee,"60,648",285,"3,868","5,091","2,730","6,710","4,517",870,"4,881","7,000","11,688","5,965","4,094","2,949",38,2
10,Morgan County, Alabama,"50,762",155,"5,110","9,165","1,047","6,707","2,523",515,"1,958","4,719","9,679","3,618","2,744","2,822",38,2
477,Aiken County, South Carolina,"70,130",697,"5,553","9,519","1,059","10,559","4,966",550,"2,893","7,357","14,048","6,078","4,117","2,734",38,2
478,Anderson County, South Carolina,"86,601",679,"4,572","20,465","1,403","10,379","3,753","1,799","3,926","6,445","19,778","6,363","4,446","2,593",38,2
494,Minnehaha County, South Dakota,"98,816",805,"7,542","11,927","3,952","10,920","4,462","1,626","9,809","7,164","26,202","8,640","3,365","2,402",38,2
509,Sullivan County, Tennessee,"66,359",373,"4,977","10,561","2,461","7,921","1,684","1,349","3,095","5,457","17,159","6,273","2,812","2,237",38,2
393,Cass County, North Dakota,"97,937","2,177","7,688","9,844","4,281","10,599","4,040",888,"7,609","10,196","23,596","9,862","4,949","2,208",38,2
562,Roanoke County, Virginia,"45,490",290,"2,100","4,211","1,141","4,825","2,754",324,"5,352","6,158","10,582","3,470","2,284","1,999",38,2
220,Warren County, Kentucky,"56,640",673,"4,018","8,887","1,243","6,618","2,806","1,185","2,741","4,409","13,333","6,885","2,005","1,837",38,2
592,Dodge County, Wisconsin,"43,795","2,072","3,148","12,147","1,099","4,813","1,826",703,"1,311","2,658","8,372","2,720","1,332","1,594",38,2
191,Tippecanoe County, Indiana,"94,641",976,"4,826","17,145","2,112","11,217","2,698","1,435","4,084","6,023","30,673","8,883","2,978","1,591",38,2
286,Buchanan County, Missouri,"43,442",383,"2,789","7,415",937,"4,356","2,279",749,"2,294","4,230","10,648","4,602","1,260","1,500",38,2
453,Clearfield County, Pennsylvania,"32,548","1,766","2,323","3,673",387,"5,237","3,032",463,"1,276","1,599","7,203","2,717","1,557","1,315",38,2
304,Cheshire County, New Hampshire,"39,915",528,"2,702","4,976","2,080","4,928","1,991",677,"1,604","2,746","11,465","3,390","1,676","1,152",38,2
597,Manitowoc County, Wisconsin,"41,087","1,375","2,314","12,116",963,"5,017","1,938",484,"1,978","2,423","7,268","2,706","1,438","1,067",38,2
333,Albany County, New York,"159,252",884,"7,836","7,174","2,924","15,502","5,955","3,637","12,026","15,761","43,298","15,517","9,658","19,080",37,2
240,Essex County, Massachusetts,"397,040",766,"21,995","40,313","9,951","41,958","14,093","9,514","25,932","53,476","103,669","39,131","21,274","14,968",37,2
247,Worcester County, Massachusetts,"407,572","1,780","21,859","51,742","10,245","49,774","14,331","7,326","26,091","43,403","114,039","35,158","17,877","13,947",37,2
96,Brevard County, Florida,"241,881","1,734","14,811","23,135","4,722","32,561","9,928","4,166","10,700","33,393","53,964","27,101","13,225","12,441",37,2
244,Norfolk County, Massachusetts,"370,381",598,"19,160","25,546","7,170","38,030","14,122","9,445","40,848","56,469","105,673","27,923","13,601","11,796",37,2
343,Monroe County, New York,"367,870","1,215","17,015","38,895","8,558","42,923","13,919","9,598","18,694","43,895","112,195","31,032","18,474","11,457",37,2
239,Bristol County, Massachusetts,"277,429","1,466","20,444","32,340","9,710","36,608","9,840","4,684","15,291","22,601","74,625","27,385","11,222","11,213",37,2
300,Lancaster County, Nebraska,"167,273","1,874","11,706","15,579","3,852","18,841","7,083","2,711","12,632","16,862","45,204","14,337","7,189","9,403",37,2
116,Pasco County, Florida,"203,112","1,427","15,593","10,309","6,030","27,812","10,156","4,945","16,088","25,437","47,450","19,760","9,818","8,287",37,2
95,Bay County, Florida,"82,156","1,128","5,895","5,167",795,"12,366","3,489","1,887","4,390","9,012","16,988","11,099","2,974","6,966",37,2
266,Anoka County, Minnesota,"187,249","1,132","13,011","28,397","4,796","19,391","10,256","3,353","15,806","17,242","44,684","13,453","9,324","6,404",37,2
310,Atlantic County, New Jersey,"128,434",571,"8,405","5,071","2,586","15,182","4,942","1,772","5,854","10,615","30,032","32,801","4,981","5,622",37,2
424,Canadian County, Oklahoma,"65,288","3,227","4,241","6,349","1,967","9,400","3,586",749,"3,513","5,657","12,383","6,851","2,402","4,963",37,2
474,Kent County, Rhode Island,"88,620",54,"4,917","11,746","3,006","9,976","3,606",944,"5,707","7,849","22,254","10,190","3,461","4,910",37,2
178,Hamilton County, Indiana,"165,516","1,461","9,291","18,840","5,570","17,277","5,306","3,456","18,418","23,704","37,047","13,206","7,396","4,544",37,2
133,Douglas County, Georgia,"65,067",810,"4,940","5,776","2,077","8,329","6,032","1,975","2,697","7,040","13,673","5,553","2,920","3,245",37,2
483,Florence County, South Carolina,"59,710",320,"2,644","9,164","2,208","6,957","3,926",492,"2,978","3,533","16,253","4,432","3,830","2,973",37,2
532,Kaufman County, Texas,"51,435",625,"3,167","4,860","1,553","6,953","3,503","1,514","3,010","5,010","11,398","4,887","2,047","2,908",37,2
225,Penobscot County, Maine,"68,454","1,226","4,177","4,068",851,"11,344","3,297","1,031","3,175","4,411","23,825","5,335","3,096","2,618",37,2
31,Washington County, Arkansas,"106,239","1,757","6,703","16,526","3,302","13,049","4,501","1,497","5,180","10,882","27,543","7,351","5,335","2,613",37,2
165,McLean County, Illinois,"91,757","1,010","3,287","5,747","1,808","11,839","3,084","1,089","18,944","8,472","20,511","10,377","2,986","2,603",37,2
538,Parker County, Texas,"60,416","3,435","5,962","7,235","1,817","8,980","4,176",820,"3,419","4,294","11,131","3,551","3,302","2,294",37,2
222,Aroostook County, Maine,"29,939","1,912","1,681","3,076",377,"3,361","2,101",537,"1,293","1,323","8,925","2,230","1,483","1,640",37,2
560,Loudoun County, Virginia,"203,967","1,150","10,533","7,904","2,956","17,673","8,776","8,955","15,290","54,248","31,973","17,780","9,691","17,038",36,2
320,Middlesex County, New Jersey,"403,939",464,"22,871","35,860","17,021","43,087","27,646","12,798","34,899","61,013","88,555","28,974","17,772","12,979",36,2
349,Orange County, New York,"171,199","1,037","8,895","14,316","6,756","21,803","9,835","4,725","9,294","14,437","45,706","14,793","8,021","11,581",36,2
442,Washington County, Oregon,"288,228","4,684","13,032","50,740","9,647","31,156","9,969","6,766","20,527","40,341","56,039","23,784","10,548","10,995",36,2
245,Plymouth County, Massachusetts,"256,734","1,155","16,947","18,583","7,664","31,949","14,409","5,039","21,834","30,460","61,991","24,625","11,623","10,455",36,2
124,Volusia County, Florida,"209,562","1,302","16,068","13,143","4,513","27,721","10,894","4,458","15,112","23,894","44,849","26,223","12,250","9,135",36,2
197,Polk County, Iowa,"248,032","3,146","17,282","22,384","5,767","27,193","10,429","4,924","35,833","25,663","55,244","21,592","9,969","8,606",36,2
107,Lee County, Florida,"277,323","2,496","31,198","11,454","5,469","45,736","9,959","5,171","20,866","36,685","52,707","33,454","13,908","8,220",36,2
88,New London County, Connecticut,"131,346",713,"6,839","14,987","2,050","16,784","6,027","2,650","7,027","12,351","32,086","18,641","3,568","7,623",36,2
322,Morris County, New Jersey,"263,313",345,"12,708","25,528","9,627","29,467","9,987","9,491","26,678","44,379","58,386","18,508","11,304","6,905",36,2
126,Chatham County, Georgia,"133,525",426,"7,380","10,747","2,255","18,706","9,600","1,658","7,161","13,712","31,423","16,639","7,171","6,647",36,2
207,Shawnee County, Kansas,"83,877",309,"5,184","7,652","1,115","9,306","4,486","1,589","7,344","6,735","23,041","6,667","4,245","6,204",36,2
140,Henry County, Georgia,"97,169",50,"4,749","8,258","3,383","10,442","10,549","2,628","5,944","13,499","20,001","8,175","3,322","6,169",36,2
45,Marin County, California,"130,101",944,"5,781","6,118","4,279","13,600","2,569","5,394","14,174","27,296","25,880","10,565","8,573","4,928",36,2
38,Humboldt County, California,"59,202","2,545","4,281","2,317","1,478","9,322","1,940",634,"2,386","4,423","16,634","6,257","2,353","4,632",36,2
365,Buncombe County, North Carolina,"117,832",992,"7,331","10,199","2,142","15,544","3,081","1,229","5,962","13,292","30,706","15,749","7,488","4,117",36,2
511,Williamson County, Tennessee,"105,778",704,"4,927","8,589","3,122","10,017","2,266","4,090","11,256","15,422","25,768","9,566","6,223","3,828",36,2
552,Chittenden County, Vermont,"92,236",800,"5,075","8,813","1,976","9,446","2,864","3,050","5,348","9,775","27,541","10,257","3,889","3,402",36,2
242,Hampshire County, Massachusetts,"85,358",833,"1,974","4,675","1,795","9,798","2,941","1,825","4,163","6,179","37,429","7,534","3,198","3,014",36,2
169,Rock Island County, Illinois,"69,021",466,"3,856","13,651","1,639","8,845","4,486","1,350","2,687","5,025","15,084","5,929","2,992","3,011",36,2
346,Niagara County, New York,"99,673",617,"5,744","14,118","2,948","12,786","5,297",973,"5,150","7,987","25,642","9,537","5,993","2,881",36,2
556,Fauquier County, Virginia,"35,202",798,"4,291","1,084",848,"3,357","1,334","1,050","2,044","5,592","7,489","2,543","2,224","2,548",36,2
417,Portage County, Ohio,"79,799",756,"4,391","15,413","1,387","8,920","3,612","1,340","2,648","6,402","18,458","9,097","4,858","2,517",36,2
318,Hunterdon County, New Jersey,"65,982",935,"3,777","7,025","3,438","6,178","1,660","2,610","6,152","9,740","14,155","5,044","2,865","2,403",36,2
221,Androscoggin County, Maine,"54,658",828,"3,569","5,873","1,533","7,060","2,408","1,128","4,096","5,021","15,228","3,858","2,063","1,993",36,2
598,Marathon County, Wisconsin,"71,878","2,818","3,301","15,934","2,508","8,488","3,655",465,"5,982","3,826","16,272","4,700","2,031","1,898",36,2
269,Olmsted County, Minnesota,"79,896","1,762","3,184","7,134","1,316","8,129","2,459","1,524","2,685","5,968","35,455","5,110","3,347","1,823",36,2
601,Ozaukee County, Wisconsin,"46,736",811,"1,605","8,986","1,622","5,424","1,009",681,"4,395","5,564","9,926","2,759","2,387","1,567",36,2
175,Delaware County, Indiana,"52,858",497,"2,569","5,817","1,273","6,252","2,013",420,"1,854","4,667","16,007","7,775","2,189","1,525",36,2
195,Johnson County, Iowa,"83,017",994,"3,839","6,252",709,"8,939","2,410","1,043","4,969","6,348","35,003","8,327","2,715","1,469",36,2
427,Creek County, Oklahoma,"30,759","1,112","2,393","4,494","1,018","4,076","1,847",243,"1,240","2,554","6,214","2,676","1,593","1,299",36,2
563,Rockingham County, Virginia,"37,880","1,983","2,563","4,011","1,404","5,305","2,022",770,"1,801","3,414","9,079","3,209","1,242","1,077",36,2
203,Johnson County, Kansas,"312,737","1,587","13,614","25,071","11,991","33,291","11,444","11,848","32,163","52,417","71,250","23,428","13,345","11,288",35,2
487,Lexington County, South Carolina,"137,043","1,454","10,678","14,050","4,469","14,833","6,603","2,027","9,682","14,556","31,462","10,145","7,868","9,216",35,2
481,Charleston County, South Carolina,"196,142","1,031","11,907","10,645","5,503","19,005","8,859","4,272","14,584","29,290","43,935","28,520","9,912","8,679",35,2
348,Onondaga County, New York,"224,008","1,628","11,950","16,032","6,966","25,998","11,470","5,198","13,794","22,699","68,329","22,674","8,862","8,408",35,2
224,Kennebec County, Maine,"57,796",970,"4,263","4,564","1,309","8,377","1,920",688,"2,536","4,057","16,729","4,106","2,612","5,665",35,2
162,Kane County, Illinois,"265,968","2,343","18,361","42,970","10,126","27,595","14,526","6,064","16,830","33,220","53,522","23,156","11,876","5,379",35,2
110,Marion County, Florida,"111,085","2,900","7,522","7,431","2,874","18,650","4,930","1,603","6,864","10,600","27,039","11,517","4,897","4,258",35,2
172,Winnebago County, Illinois,"131,245",656,"6,661","27,816","3,188","16,032","5,363","1,770","5,709","11,442","29,660","12,460","6,254","4,234",35,2
531,Johnson County, Texas,"71,448","2,303","6,754","7,893","2,904","9,435","5,728",980,"3,529","5,267","15,686","3,809","3,188","3,972",35,2
180,Hendricks County, Indiana,"85,188",329,"3,279","11,070","2,451","7,073","8,613","1,489","4,431","8,445","20,915","8,205","5,633","3,255",35,2
577,Skagit County, Washington,"54,890","2,592","4,848","6,893","2,466","5,654","2,437",609,"1,327","5,721","11,069","6,108","2,872","2,294",35,2
90,Windham County, Connecticut,"60,849","1,283","4,277","6,991","1,509","8,451","2,684",955,"2,799","4,109","16,701","6,655","2,172","2,263",35,2
326,Warren County, New Jersey,"55,817",892,"4,121","4,406","1,724","9,058","2,609","1,180","4,437","8,098","9,647","5,071","3,023","1,551",35,2
305,Grafton County, New Hampshire,"46,901",973,"3,497","4,453",673,"4,251","1,215",473,"1,900","3,833","16,542","5,512","2,081","1,498",35,2
291,Jasper County, Missouri,"58,582",484,"3,175","8,293",792,"8,816","5,223",816,"2,190","3,147","14,302","6,292","3,988","1,064",35,2
170,Sangamon County, Illinois,"93,156","1,279","4,631","5,125","2,066","8,819","3,816","1,647","8,926","8,568","23,711","9,244","4,142","11,182",34,2
463,Luzerne County, Pennsylvania,"148,579",854,"6,785","19,681","5,339","20,848","9,466","1,909","7,395","13,179","36,653","13,447","5,351","7,672",34,2
411,Lorain County, Ohio,"138,855","1,210","8,914","22,973","3,940","15,795","5,172","1,806","8,980","12,204","31,620","13,252","6,212","6,777",34,2
106,Lake County, Florida,"129,511","1,474","9,361","7,753","2,724","15,653","5,308","1,298","9,889","13,841","29,065","21,783","4,746","6,616",34,2
123,Seminole County, Florida,"218,095",462,"11,998","11,372","4,983","25,440","9,627","6,168","23,973","35,009","50,940","22,838","8,850","6,435",34,2
109,Manatee County, Florida,"148,415","1,283","13,676","10,821","4,291","21,196","5,318","1,544","9,429","17,108","29,936","19,731","8,142","5,940",34,2
237,Barnstable County, Massachusetts,"104,949","1,470","9,439","4,019","1,804","16,724","3,945","1,414","6,609","12,992","21,877","11,447","7,702","5,507",34,2
458,Franklin County, Pennsylvania,"72,851","1,851","4,271","11,913","2,050","8,569","4,714","1,063","4,860","5,216","15,357","4,978","3,609","4,400",34,2
94,Alachua County, Florida,"121,517","2,321","4,113","3,648","1,411","11,846","4,131","2,353","6,775","12,737","48,243","13,431","6,111","4,397",34,2
462,Lehigh County, Pennsylvania,"175,761",560,"8,694","25,651","5,450","20,964","11,673","2,751","9,437","20,592","42,474","16,442","7,198","3,875",34,2
392,Burleigh County, North Dakota,"51,848","2,221","4,900","2,093","1,770","5,953","3,243",489,"2,760","4,414","13,868","4,006","2,516","3,615",34,2
394,Allen County, Ohio,"49,872",422,"2,296","10,720","1,817","3,790","2,371",293,"2,521","3,140","12,168","5,247","2,703","2,384",34,2
238,Berkshire County, Massachusetts,"63,926",470,"4,632","5,108",975,"7,539","1,700","1,673","3,469","6,643","18,884","7,025","3,796","2,012",34,2
464,Lycoming County, Pennsylvania,"55,739","1,614","3,653","8,444","1,630","6,341","2,899",873,"1,681","4,011","15,597","5,110","2,086","1,800",34,2
358,Steuben County, New York,"41,292","1,511","2,193","7,768",721,"4,625","1,635",773,"1,407","3,079","10,515","3,536","1,752","1,777",34,2
470,Somerset County, Pennsylvania,"32,286","1,600","2,398","3,895",799,"3,576","2,062",226,"1,827","2,562","8,324","2,356","1,235","1,426",34,2
270,Ramsey County, Minnesota,"278,389",937,"10,581","34,371","8,313","29,059","10,363","5,781","21,435","31,363","77,856","24,845","12,937","10,548",33,2
568,Clark County, Washington,"214,884","1,318","19,088","24,291","6,918","24,593","16,178","4,754","14,409","21,891","42,172","19,740","10,927","8,605",33,2
586,Kanawha County, West Virginia,"81,128","1,412","3,805","3,530","1,648","9,131","3,443","2,261","4,219","8,215","23,638","8,453","3,336","8,037",33,2
515,Brazoria County, Texas,"163,024","2,817","15,430","22,546","2,518","13,545","9,744","2,730","6,871","18,489","43,089","10,684","8,005","6,556",33,2
480,Berkeley County, South Carolina,"92,066",171,"8,075","11,055","2,560","10,734","5,218","1,658","5,051","11,044","17,197","8,256","4,506","6,541",33,2
338,Dutchess County, New York,"139,698","1,036","9,686","11,381","3,105","14,824","7,984","3,678","8,712","14,926","38,981","12,686","6,279","6,420",33,2
504,Montgomery County, Tennessee,"76,546",709,"4,376","10,478","1,364","10,498","3,801","1,149","3,316","8,260","17,487","6,442","3,194","5,472",33,2
301,Sarpy County, Nebraska,"91,817",882,"6,458","6,438","3,664","10,067","5,816","1,983","8,976","9,796","22,275","6,471","4,601","4,390",33,2
314,Cumberland County, New Jersey,"66,220","3,141","4,600","8,844","1,513","8,058","3,852",480,"2,713","4,803","17,267","4,512","2,071","4,366",33,2
307,Merrimack County, New Hampshire,"76,518",675,"5,770","7,801","2,201","9,799","2,265","1,333","4,865","7,531","20,703","6,586","3,027","3,962",33,2
493,York County, South Carolina,"122,708",456,"6,487","15,675","5,215","16,239","8,679","3,257","11,343","12,561","21,987","10,690","6,253","3,866",33,2
541,Smith County, Texas,"98,334","3,616","6,539","6,710","2,321","14,235","3,764","2,647","5,729","7,785","27,200","8,564","6,517","2,707",33,2
381,New Hanover County, North Carolina,"105,493",418,"7,608","7,493","2,903","14,203","4,704","3,376","5,648","10,805","28,266","12,108","5,629","2,332",33,2
433,Deschutes County, Oregon,"82,207","2,049","7,443","6,228","1,301","8,318","2,515","2,990","4,365","10,947","17,485","9,842","6,665","2,059",33,2
272,Stearns County, Minnesota,"85,722","2,506","6,691","12,074","2,145","11,045","3,596","1,304","4,004","6,873","22,866","6,666","3,942","2,010",33,2
4,Houston County, Alabama,"43,651","1,168","2,502","4,209","1,433","6,533","3,101",503,"1,440","3,232","10,681","4,610","2,325","1,914",33,2
258,Monroe County, Michigan,"69,299","1,328","4,048","15,503","1,392","6,406","4,340",485,"2,197","5,697","16,748","6,086","3,166","1,903",33,2
593,Eau Claire County, Wisconsin,"55,400",821,"2,270","7,472","1,386","8,352","2,344",788,"3,802","3,947","16,079","4,572","1,933","1,634",33,2
524,Gregg County, Texas,"55,799","2,948","2,244","7,866",730,"9,333","2,395",306,"2,783","4,481","13,262","4,872","3,163","1,416",33,2
461,Lawrence County, Pennsylvania,"37,488",682,"2,286","5,954",836,"5,190","2,600",424,"1,867","2,338","9,486","2,754","1,931","1,140",33,2
249,Bay County, Michigan,"47,249",430,"3,089","6,775","1,401","7,226","2,125",814,"2,128","3,201","11,915","4,599","2,519","1,027",33,2
356,Saratoga County, New York,"115,673",830,"7,723","11,198","2,396","15,238","4,010","2,327","8,240","13,792","28,023","9,376","4,292","8,228",32,2
432,Clackamas County, Oregon,"199,068","3,721","13,826","23,882","8,429","23,624","9,168","3,350","12,685","23,933","42,253","17,385","9,112","7,700",32,2
114,Osceola County, Florida,"143,825",311,"9,975","4,942","3,734","22,090","7,301",691,"6,813","17,399","22,798","36,303","4,896","6,572",32,2
340,Jefferson County, New York,"45,588",736,"2,989","2,495","1,216","5,787","1,943",590,"2,114","2,424","11,565","4,642","3,433","5,654",32,2
120,St. Lucie County, Florida,"120,654","1,595","10,518","4,014","2,747","17,130","3,521","1,944","5,526","18,157","27,814","14,893","7,976","4,819",32,2
350,Oswego County, New York,"52,656",392,"4,375","6,170","1,107","6,519","4,404","1,019","2,026","3,495","12,637","5,863","2,119","2,530",32,2
274,Wright County, Minnesota,"70,261","1,601","7,653","11,069","2,692","6,893","3,472","1,472","6,557","6,746","12,992","3,327","3,568","2,219",32,2
544,Victoria County, Texas,"42,035","1,730","3,444","3,943","1,252","7,232","2,365",454,"1,478","2,036","11,073","3,377","1,584","2,067",32,2
271,Scott County, Minnesota,"77,608",846,"6,342","11,481","3,031","8,594","4,077","1,291","6,292","7,184","15,384","7,563","3,938","1,585",32,2
198,Pottawattamie County, Iowa,"47,487","1,211","3,736","5,842","2,156","5,858","3,221",914,"3,288","3,567","10,315","3,542","2,277","1,560",32,2
580,Thurston County, Washington,"121,109","2,526","8,227","6,735","2,038","13,036","5,184","1,919","5,654","11,861","24,798","12,024","6,835","20,272",31,2
267,Dakota County, Minnesota,"228,936","1,534","11,255","26,995","7,508","24,977","15,750","5,114","23,124","27,048","45,348","21,582","9,584","9,117",31,2
362,Wayne County, New York,"42,559","1,649","3,086","7,516",743,"4,889","1,485",655,"2,144","3,758","11,079","2,075","2,081","1,399",31,2
581,Whatcom County, Washington,"102,163","3,917","5,869","10,417","2,154","12,605","7,283","2,125","4,779","8,323","24,361","9,912","5,139","5,279",30,1
565,Benton County, Washington,"85,716","5,206","7,559","5,276","1,022","9,738","4,475","1,068","3,669","13,796","19,391","6,602","4,029","3,885",30,1
156,Kootenai County, Idaho,"69,862","1,131","6,062","5,679","2,136","8,283","2,580",981,"4,592","6,694","16,863","8,466","3,402","2,993",30,1
298,Yellowstone County, Montana,"80,152","2,458","7,905","4,018","2,384","9,444","3,763","2,451","5,529","8,128","18,195","8,360","4,245","3,272",28,1
201,Woodbury County, Iowa,"52,168",968,"3,155","9,956","1,628","6,595","2,974",601,"3,467","3,259","9,510","6,480","1,887","1,688",28,1
347,Oneida County, New York,"100,357",903,"5,278","10,969","1,847","12,463","3,903","1,065","5,615","7,956","30,664","8,340","4,385","6,969",27,1
155,Canyon County, Idaho,"87,152","5,253","6,306","10,913","2,483","11,953","3,124","1,429","3,908","7,897","18,530","6,524","4,962","3,870",27,1
294,Cascade County, Montana,"37,292","1,824","2,946","1,527",705,"3,889","1,981",618,"2,173","2,402","9,562","4,935","2,578","2,152",26,1
151,Maui County, Hawaii,"83,147","1,893","6,446","1,521","2,528","8,896","4,593","1,799","5,876","9,255","13,884","18,736","3,008","4,712",25,1
575,Lewis County, Washington,"30,058","1,811","2,122","2,962",667,"3,873","2,589",177,848,"2,087","5,927","2,583","1,418","2,994",23,1
438,Linn County, Oregon,"49,437","2,639","2,948","7,393","1,010","6,649","2,415",304,"1,723","3,727","13,264","2,621","1,755","2,989",23,1
296,Gallatin County, Montana,"56,194","1,730","6,190","2,305","2,048","7,861","2,024",440,"2,281","4,602","15,018","7,157","2,261","2,277",22,1
