Unnamed: 0,County_Name,State_Name,Civilian employed population 16 years and over_2019,"Agriculture, forestry, fishing and hunting, and mining_2019",Construction_2019,Manufacturing_2019,Wholesale trade_2019,Retail trade_2019,"Transportation and warehousing, and utilities_2019",Information_2019,"Finance and insurance, and real estate and rental and leasing_2019","Professional, scientific, and management, and administrative and waste management services_2019","Educational services, and health care and social assistance_2019","Arts, entertainment, and recreation, and accommodation and food services_2019","Other services, except public administration_2019",Public administration_2019,2019_Median_AQI,2019_Binning
290,Jackson County, Missouri,"360,710","1,565","25,639","30,684","11,480","39,037","19,817","7,160","30,133","47,008","77,513","36,715","18,665","15,294",38,2
323,Ocean County, New Jersey,"265,895",786,"20,331","13,453","7,137","37,349","13,918","3,325","18,120","28,931","70,599","24,970","12,120","14,856",38,2
591,Dane County, Wisconsin,"314,495","2,611","12,924","28,290","6,627","27,000","8,350","9,718","24,423","43,935","91,391","30,109","15,028","14,089",38,2
152,Ada County, Idaho,"244,950","3,130","18,329","23,055","7,564","30,455","10,910","5,315","16,309","28,978","53,863","25,242","9,851","11,949",38,2
454,Cumberland County, Pennsylvania,"132,911","1,348","8,012","12,387","2,692","13,820","11,013","1,863","9,914","14,764","29,375","10,735","7,132","9,856",38,2
110,Marion County, Florida,"136,306","1,652","10,960","8,628","3,117","19,759","7,021","1,497","6,646","15,493","31,065","14,260","8,382","7,826",38,2
411,Lorain County, Ohio,"144,045",509,"8,830","22,480","3,305","17,023","7,371","1,874","6,646","13,166","35,534","14,429","5,335","7,543",38,2
437,Lane County, Oregon,"183,052","4,673","12,912","18,970","6,481","22,404","7,775","2,521","9,448","16,617","46,203","20,290","7,684","7,074",38,2
95,Bay County, Florida,"83,287",975,"7,839","4,005","1,651","10,192","5,764",794,"5,543","9,025","15,584","9,841","5,082","6,992",38,2
126,Chatham County, Georgia,"138,435",739,"9,137","11,856","1,375","16,061","12,091","2,326","6,296","14,269","31,067","22,678","4,776","5,764",38,2
534,McLennan County, Texas,"114,666",711,"8,897","13,893","2,512","11,098","7,170","1,584","7,064","10,712","31,275","9,480","5,020","5,250",38,2
472,Westmoreland County, Pennsylvania,"171,479","1,845","11,212","24,317","5,570","19,913","11,751","1,528","9,370","14,145","42,105","14,043","10,448","5,232",38,2
226,York County, Maine,"109,268","1,760","7,864","11,684","2,360","13,976","4,567","1,031","6,764","9,943","27,301","10,844","5,962","5,212",38,2
285,Boone County, Missouri,"97,478","1,139","5,076","5,747","1,391","10,902","4,579","1,608","7,156","6,903","31,677","13,731","2,551","5,018",38,2
365,Buncombe County, North Carolina,"129,187",859,"10,988","12,249","2,263","12,282","5,129","1,393","6,475","13,534","31,750","22,055","5,531","4,679",38,2
242,Hampshire County, Massachusetts,"83,845",877,"3,934","6,753",859,"8,016","1,909","1,879","4,032","6,188","34,699","7,049","3,577","4,073",38,2
252,Genesee County, Michigan,"173,534",936,"12,141","31,349","4,321","22,644","6,266","1,404","7,443","14,957","42,863","17,588","7,587","4,035",38,2
557,Frederick County, Virginia,"42,214",704,"3,880","3,694","1,078","4,213","2,534",708,"2,760","6,038","8,187","2,649","1,797","3,972",38,2
462,Lehigh County, Pennsylvania,"180,750","1,258","7,927","21,742","5,208","21,281","17,040","2,967","8,597","18,342","47,762","18,029","6,704","3,893",38,2
254,Kalamazoo County, Michigan,"135,583","1,622","6,962","23,613","3,615","14,084","3,275","1,657","8,031","11,890","34,398","15,575","7,196","3,665",38,2
531,Johnson County, Texas,"84,483","1,276","8,891","8,748","1,977","13,148","6,371",627,"4,300","7,574","18,019","5,894","4,325","3,333",38,2
384,Pitt County, North Carolina,"86,219","1,658","5,406","7,113","2,403","10,206","2,877","2,049","3,144","6,354","26,840","10,756","4,279","3,134",38,2
336,Chautauqua County, New York,"55,381","1,179","3,583","10,105","1,358","5,439","1,894",540,"1,856","3,856","15,362","5,240","1,939","3,030",38,2
414,Medina County, Ohio,"92,579",701,"5,584","14,458","3,278","8,581","3,268","1,265","7,605","11,190","21,707","7,985","4,032","2,925",38,2
603,Rock County, Wisconsin,"81,370","1,171","4,947","16,984","2,493","9,513","3,297","1,611","3,282","5,808","18,251","8,430","2,796","2,787",38,2
423,Wood County, Ohio,"71,571",453,"3,756","12,982","1,944","6,340","4,451",442,"3,460","4,663","19,999","8,117","2,473","2,491",38,2
259,Muskegon County, Michigan,"76,075",809,"3,421","22,067","1,649","7,710","3,260",462,"2,807","4,941","14,822","8,394","3,359","2,374",38,2
248,Allegan County, Michigan,"56,551","1,944","4,021","13,650","2,220","5,885","2,231",146,"2,093","3,804","10,534","6,048","3,011",964,38,2
605,Sheboygan County, Wisconsin,"60,390","1,046","3,617","20,580","1,039","6,063","1,716",393,"3,236","2,501","11,661","4,008","3,568",962,38,2
333,Albany County, New York,"161,176",793,"8,315","8,051","2,941","14,596","6,162","3,034","12,277","20,646","41,975","14,245","7,668","20,473",37,2
560,Loudoun County, Virginia,"226,459","1,525","10,859","10,939","2,772","16,771","8,354","8,239","19,001","65,851","37,449","17,406","9,651","17,642",37,2
354,Richmond County, New York,"227,121",730,"17,678","6,096","4,043","21,219","15,655","4,531","21,207","25,920","69,993","15,314","7,979","16,756",37,2
321,Monmouth County, New Jersey,"325,993","1,819","24,318","18,467","9,690","32,476","13,881","10,634","30,843","46,019","84,157","26,767","13,241","13,681",37,2
245,Plymouth County, Massachusetts,"271,697","2,140","20,527","17,318","7,535","36,188","14,557","4,457","22,442","30,622","67,136","23,108","12,905","12,762",37,2
579,Spokane County, Washington,"238,754","2,440","17,343","15,340","8,323","25,746","13,696","2,946","16,886","24,373","67,976","23,448","10,414","9,823",37,2
559,Henrico County, Virginia,"174,326","1,008","9,784","10,229","5,067","20,278","9,316","1,930","19,087","20,136","41,377","16,455","9,921","9,738",37,2
348,Onondaga County, New York,"225,435","1,127","12,879","16,491","6,168","22,525","13,155","5,065","14,531","22,944","70,865","19,938","10,246","9,501",37,2
124,Volusia County, Florida,"242,595","2,068","21,578","11,754","6,783","33,919","10,077","3,438","18,591","27,227","52,614","29,700","15,796","9,050",37,2
266,Anoka County, Minnesota,"196,729",957,"13,475","33,418","4,849","21,088","11,723","2,231","14,996","17,889","47,219","12,537","7,839","8,508",37,2
306,Hillsborough County, New Hampshire,"231,821","1,351","16,270","33,415","4,953","29,735","10,298","4,908","14,397","28,462","53,431","17,683","9,168","7,750",37,2
140,Henry County, Georgia,"117,500",219,"7,185","8,323","2,608","14,363","15,470","1,701","5,781","11,879","24,928","9,947","7,901","7,195",37,2
123,Seminole County, Florida,"243,631",437,"15,533","12,770","6,895","27,272","14,003","6,432","21,385","40,909","49,878","28,467","13,161","6,489",37,2
310,Atlantic County, New Jersey,"128,756",292,"9,480","6,203","2,610","13,077","6,752","1,538","5,384","10,984","31,651","28,982","5,414","6,389",37,2
484,Greenville County, South Carolina,"259,705","1,038","20,880","46,966","7,956","25,027","8,908","3,888","16,205","29,589","54,578","25,874","12,850","5,946",37,2
122,Sarasota County, Florida,"178,123","1,002","15,819","7,280","3,171","23,618","7,912","3,232","12,543","26,135","37,465","20,923","13,137","5,886",37,2
299,Douglas County, Nebraska,"300,759","2,989","23,225","24,225","6,195","28,880","14,811","7,258","34,532","38,207","75,197","25,572","13,971","5,697",37,2
0,Baldwin County, Alabama,"96,012","1,295","8,529","8,791","1,543","15,006","3,785","1,715","7,520","7,842","21,683","9,347","3,268","5,688",37,2
88,New London County, Connecticut,"135,915",772,"7,820","17,503","1,692","16,012","4,830",920,"6,169","11,675","34,717","21,207","6,990","5,608",37,2
316,Gloucester County, New Jersey,"154,166",414,"11,971","11,655","5,684","17,331","12,322","2,989","9,816","17,591","43,312","11,218","4,504","5,359",37,2
308,Rockingham County, New Hampshire,"175,623",798,"11,998","22,993","4,638","20,348","8,493","4,060","13,424","24,499","37,733","14,681","6,635","5,323",37,2
565,Benton County, Washington,"94,926","4,977","8,227","7,136","2,230","8,109","6,968",700,"3,146","13,529","21,771","9,340","4,190","4,603",37,2
552,Chittenden County, Vermont,"93,429",722,"4,106","11,333","1,764","9,353","1,984","2,097","4,242","10,013","29,366","10,322","3,578","4,549",37,2
459,Lackawanna County, Pennsylvania,"99,057",556,"5,944","8,818","3,893","11,680","5,990","2,294","6,467","9,581","25,990","8,943","4,523","4,378",37,2
477,Aiken County, South Carolina,"72,280","1,456","4,070","11,311",520,"7,427","3,497",790,"3,049","10,395","14,245","6,635","4,514","4,371",37,2
409,Lake County, Ohio,"117,813","1,040","6,693","23,746","3,090","14,526","4,214","1,145","10,266","9,384","23,804","10,716","5,068","4,121",37,2
424,Canadian County, Oklahoma,"73,990","4,169","4,210","4,108","2,279","13,466","4,409",794,"4,012","9,001","13,736","6,049","3,637","4,120",37,2
538,Parker County, Texas,"66,074","2,155","6,057","7,053","1,910","8,736","4,040",881,"3,738","5,942","12,376","4,771","4,353","4,062",37,2
85,Litchfield County, Connecticut,"96,654",797,"7,233","11,364","1,133","10,575","3,612","1,656","6,209","11,220","24,938","8,676","5,540","3,701",37,2
492,Spartanburg County, South Carolina,"146,410","1,386","7,885","29,924","4,768","13,716","12,162","1,530","6,018","12,930","30,824","13,905","8,013","3,349",37,2
263,St. Clair County, Michigan,"72,830",642,"5,562","15,178","1,322","7,210","3,679",908,"2,691","6,291","16,553","5,924","3,739","3,131",37,2
556,Fauquier County, Virginia,"37,506",839,"3,944","1,457",607,"4,078","2,002",798,"1,573","7,064","7,585","3,186","1,332","3,041",37,2
417,Portage County, Ohio,"83,619",396,"6,493","12,937","2,725","10,023","3,150","1,064","4,249","5,470","18,840","10,322","5,099","2,851",37,2
287,Cass County, Missouri,"52,876",363,"5,237","4,987","1,539","6,874","3,875",504,"4,240","5,611","11,321","4,009","1,583","2,733",37,2
185,LaPorte County, Indiana,"50,522",421,"4,127","10,472","1,005","5,589","2,674",593,"1,765","4,421","10,767","4,687","1,470","2,531",37,2
295,Flathead County, Montana,"50,886","2,041","4,528","3,656",989,"6,519","1,928",895,"3,932","5,101","10,890","5,310","2,663","2,434",37,2
139,Hall County, Georgia,"94,125","1,961","11,087","17,422","4,014","9,726","4,182","1,321","5,550","7,978","15,717","7,998","5,003","2,166",37,2
562,Roanoke County, Virginia,"45,266",188,"2,721","3,526","1,483","4,744","3,418",709,"3,670","3,310","12,583","4,523","2,357","2,034",37,2
238,Berkshire County, Massachusetts,"64,358",449,"3,597","4,992","1,358","8,416","2,125","1,647","2,688","7,156","21,208","5,788","2,941","1,993",37,2
176,Elkhart County, Indiana,"99,878","1,696","6,170","31,903","4,357","12,306","2,362","1,272","3,533","4,240","19,221","6,886","4,072","1,860",37,2
606,Walworth County, Wisconsin,"54,660",527,"4,349","11,726","1,122","6,416","2,136",582,"2,088","3,155","11,553","6,644","2,613","1,749",37,2
601,Ozaukee County, Wisconsin,"48,228",247,"2,422","9,451","1,729","4,171",805,"1,005","4,995","4,892","10,811","3,854","2,235","1,611",37,2
595,Jefferson County, Wisconsin,"44,973","1,197","3,480","9,052",971,"5,425","2,277",293,"2,278","2,593","11,455","2,582","2,036","1,334",37,2
291,Jasper County, Missouri,"53,460",853,"2,439","10,684","1,509","5,554","2,885",875,"2,081","3,814","10,725","5,946","4,922","1,173",37,2
445,Armstrong County, Pennsylvania,"30,640","1,003","2,810","4,848",659,"3,836","2,316",516,"1,035","2,301","6,914","1,840","1,689",873,37,2
561,Prince William County, Virginia,"243,225",580,"25,052","7,810","2,707","26,076","11,408","4,068","13,798","43,171","44,604","23,537","13,486","26,928",36,2
96,Brevard County, Florida,"259,299","1,423","19,391","31,050","4,572","31,663","11,999","3,072","13,092","36,651","52,515","26,059","12,443","15,369",36,2
349,Orange County, New York,"181,758","1,663","12,016","11,152","6,028","21,247","12,760","3,424","8,597","18,932","53,626","12,261","8,834","11,218",36,2
203,Johnson County, Kansas,"332,024",814,"18,502","24,757","8,762","34,484","14,359","10,208","31,023","56,712","77,748","30,162","13,521","10,972",36,2
343,Monroe County, New York,"371,882","1,144","14,092","41,962","7,639","39,133","15,408","8,162","17,453","48,062","119,450","32,742","15,712","10,923",36,2
118,Polk County, Florida,"312,921","3,444","25,512","15,285","7,924","44,008","22,952","3,449","21,624","32,284","58,981","51,626","15,014","10,818",36,2
107,Lee County, Florida,"321,744","1,781","39,195","12,000","6,040","45,862","16,116","4,536","20,770","41,759","68,779","37,044","17,908","9,954",36,2
116,Pasco County, Florida,"238,869","1,186","23,539","10,255","4,994","36,019","12,143","3,561","20,109","29,313","52,882","24,508","11,571","8,789",36,2
322,Morris County, New Jersey,"261,264",795,"14,037","31,624","9,389","27,950","10,241","7,747","25,039","42,075","56,973","17,808","9,720","7,866",36,2
128,Clayton County, Georgia,"132,137",195,"7,789","10,674","3,591","15,290","17,493","1,619","5,919","16,965","26,381","12,930","6,828","6,463",36,2
237,Barnstable County, Massachusetts,"108,192",424,"10,572","3,954","2,350","14,500","4,176","2,220","7,128","14,373","25,542","11,299","5,838","5,816",36,2
109,Manatee County, Florida,"169,946",793,"12,951","10,385","3,818","24,320","8,549","2,786","11,182","22,382","38,838","18,823","9,557","5,562",36,2
541,Smith County, Texas,"107,677","3,744","8,189","8,064","4,374","15,961","5,513","1,904","4,980","9,098","25,727","10,992","4,373","4,758",36,2
434,Jackson County, Oregon,"95,442","3,381","6,209","7,449","2,668","13,979","3,971","2,072","4,255","8,358","24,135","10,520","4,408","4,037",36,2
307,Merrimack County, New Hampshire,"81,008",750,"6,858","8,882","2,770","8,627","2,895","2,639","4,540","8,856","20,514","6,512","3,134","4,031",36,2
458,Franklin County, Pennsylvania,"75,911","3,107","4,893","11,414","2,481","9,745","6,360",607,"2,512","4,871","16,677","5,923","3,436","3,885",36,2
457,Erie County, Pennsylvania,"125,802","1,402","6,936","18,353","2,163","12,645","5,746",743,"8,394","9,778","37,940","11,488","7,041","3,173",36,2
600,Outagamie County, Wisconsin,"100,130","1,383","8,356","21,093","3,033","12,350","3,728","1,341","7,794","7,960","19,807","5,807","4,701","2,777",36,2
90,Windham County, Connecticut,"57,932",777,"3,812","6,785","1,505","7,384","2,836",836,"3,703","4,409","15,774","5,404","2,237","2,470",36,2
269,Olmsted County, Minnesota,"86,582","1,248","3,620","6,989","1,240","7,247","2,895","1,765","2,451","6,785","38,245","7,068","4,640","2,389",36,2
494,Minnehaha County, South Dakota,"108,018",922,"6,685","12,794","4,646","9,129","4,559","2,214","12,212","9,776","26,982","9,874","5,991","2,234",36,2
476,Washington County, Rhode Island,"64,398",571,"3,746","6,707","1,914","6,379","2,162",954,"4,052","8,374","17,813","7,173","2,568","1,985",36,2
470,Somerset County, Pennsylvania,"31,749","1,428","2,368","4,428",597,"3,619","2,523",146,"1,348","1,900","7,278","2,259","1,901","1,954",36,2
594,Fond du Lac County, Wisconsin,"56,314","1,422","4,335","12,587","1,298","6,837","3,722",873,"3,177","2,196","12,146","3,124","2,686","1,911",36,2
271,Scott County, Minnesota,"85,697","1,579","5,712","11,843","3,628","7,404","4,597","1,693","7,172","10,352","18,822","7,400","3,588","1,907",36,2
427,Creek County, Oklahoma,"31,212","1,023","2,886","4,451",706,"3,565","1,851",365,"1,609","3,030","6,407","2,194","1,691","1,434",36,2
563,Rockingham County, Virginia,"41,535","1,829","3,592","6,303",816,"4,565","2,479",299,"1,275","2,466","10,664","3,855","2,263","1,129",36,2
597,Manitowoc County, Wisconsin,"40,748","2,150","2,368","12,091",716,"4,504","1,918",322,"2,079","1,946","7,638","2,490","1,601",925,36,2
253,Ingham County, Michigan,"151,966",913,"6,293","12,363","2,752","15,484","6,342","2,147","12,263","13,297","44,689","15,099","8,500","11,824",35,2
466,Montgomery County, Pennsylvania,"441,752","1,041","25,888","52,790","12,598","40,185","12,899","9,621","44,820","70,020","111,419","29,949","19,444","11,078",35,2
300,Lancaster County, Nebraska,"174,872","2,269","13,643","16,347","2,985","18,816","7,949","3,909","13,973","16,396","47,134","12,207","8,980","10,264",35,2
449,Bucks County, Pennsylvania,"334,392","1,400","25,520","35,148","10,775","36,372","14,790","5,862","23,840","43,480","84,528","28,775","14,122","9,780",35,2
106,Lake County, Florida,"154,127","3,129","15,811","6,211","2,264","18,611","6,248","1,614","9,471","16,774","32,755","26,709","7,297","7,233",35,2
94,Alachua County, Florida,"128,361","1,538","5,174","4,259","1,414","12,433","4,472","2,112","6,532","11,947","50,819","16,041","6,264","5,356",35,2
346,Niagara County, New York,"100,792","1,770","6,822","13,876","2,088","13,758","5,429","1,033","5,993","8,076","24,378","9,372","3,448","4,749",35,2
590,Brown County, Wisconsin,"141,072","1,365","7,991","27,489","4,372","17,212","7,689","1,223","9,208","12,145","29,338","11,615","6,717","4,708",35,2
340,Jefferson County, New York,"38,093",565,"2,890","2,477",743,"6,157","1,258",634,930,"2,842","10,558","3,479","1,063","4,497",35,2
251,Clinton County, Michigan,"39,975","1,081","2,509","4,207","1,583","4,025","1,392",247,"2,777","3,030","10,366","2,758","2,137","3,863",35,2
524,Gregg County, Texas,"55,593","2,524","2,988","5,459","1,633","5,289","2,808",211,"2,840","5,328","14,973","5,254","2,953","3,333",35,2
13,Tuscaloosa County, Alabama,"96,130","1,988","7,439","12,451","2,860","11,292","3,895","1,921","5,394","5,923","27,581","9,336","2,794","3,256",35,2
326,Warren County, New Jersey,"54,272",350,"3,940","5,639","2,054","3,849","3,253",902,"3,334","7,207","13,293","4,090","3,378","2,983",35,2
464,Lycoming County, Pennsylvania,"50,871","1,038","4,421","7,044","1,741","6,134","2,210",284,"2,383","3,491","12,643","3,692","3,159","2,631",35,2
195,Johnson County, Iowa,"84,995","2,542","2,921","8,441","1,610","8,206","2,609","1,122","3,373","5,892","35,901","7,959","2,096","2,323",35,2
49,Napa County, California,"69,450","3,720","3,685","8,294","2,189","7,144","3,574","1,258","2,732","7,338","14,333","10,141","2,833","2,209",35,2
261,Ottawa County, Michigan,"154,414","2,015","8,997","37,567","4,605","15,578","6,070","1,342","6,011","12,388","37,187","13,666","6,971","2,017",35,2
362,Wayne County, New York,"46,313","1,596","3,973","7,038",508,"5,869","1,535",965,"1,940","3,669","11,119","3,906","2,232","1,963",35,2
4,Houston County, Alabama,"43,516",623,"2,264","3,702","2,235","6,459","3,566",464,"1,888","3,219","10,124","4,966","2,045","1,961",35,2
371,Davidson County, North Carolina,"74,673",355,"6,544","14,302","1,971","7,004","5,737","1,523","3,230","6,529","15,142","5,339","5,275","1,722",35,2
358,Steuben County, New York,"43,536","1,421","3,203","8,170",278,"4,747","1,293",564,"1,278","3,108","12,273","3,778","1,976","1,447",35,2
175,Delaware County, Indiana,"51,668",806,"2,807","5,363",756,"6,761","2,115","1,798","2,908","3,994","14,431","5,147","3,408","1,374",35,2
491,Richland County, South Carolina,"192,235",268,"8,799","13,182","3,122","19,021","9,647","2,497","14,297","18,908","51,159","24,237","10,212","16,886",34,2
244,Norfolk County, Massachusetts,"387,426",856,"22,433","23,063","8,946","33,743","14,226","10,641","40,486","59,897","106,864","35,810","16,474","13,987",34,2
463,Luzerne County, Pennsylvania,"153,698",882,"7,787","22,388","4,256","20,261","11,869","2,438","8,004","11,761","35,035","14,373","7,361","7,283",34,2
114,Osceola County, Florida,"180,755",886,"15,234","6,413","4,060","23,664","15,068","3,390","11,375","19,364","29,141","39,774","6,024","6,362",34,2
338,Dutchess County, New York,"149,344","2,039","9,369","7,941","3,111","16,294","8,484","2,232","10,157","17,262","44,652","13,965","7,700","6,138",34,2
120,St. Lucie County, Florida,"149,585",842,"15,816","7,071","3,721","23,883","9,274","1,582","8,449","16,430","32,745","14,793","9,435","5,544",34,2
99,Collier County, Florida,"161,368","2,063","20,648","6,211","2,916","19,395","4,969","3,786","11,733","22,106","28,933","26,796","6,656","5,156",34,2
273,Washington County, Minnesota,"140,433",622,"7,942","18,869","4,392","14,714","6,224","3,187","11,264","16,616","35,216","10,245","6,120","5,022",34,2
381,New Hanover County, North Carolina,"118,704",650,"6,703","7,406","1,978","15,023","4,573","3,327","8,529","15,784","29,355","17,118","4,589","3,669",34,2
180,Hendricks County, Indiana,"91,090",402,"4,588","11,454","4,159","10,471","6,849","1,075","5,474","10,492","21,199","8,236","3,239","3,452",34,2
222,Aroostook County, Maine,"28,304","1,827","1,865","2,545",125,"3,170","2,119",321,"1,360","1,558","9,149","1,303","1,118","1,844",34,2
350,Oswego County, New York,"55,881",464,"4,157","7,127","1,784","9,443","4,337",366,"1,881","4,165","13,424","5,099","1,843","1,791",34,2
304,Cheshire County, New Hampshire,"38,911",685,"2,706","4,901","1,829","4,882","1,346",786,"1,864","2,756","10,828","3,001","1,909","1,418",34,2
593,Eau Claire County, Wisconsin,"56,214","1,231","2,132","6,393","1,282","8,193","3,667",992,"4,379","3,840","15,038","5,901","1,789","1,377",34,2
274,Wright County, Minnesota,"76,090",723,"8,473","12,593","2,189","8,883","2,540","1,837","4,360","7,217","17,920","5,129","2,927","1,299",34,2
598,Marathon County, Wisconsin,"72,196","2,669","3,607","13,950","3,206","8,318","3,919",831,"6,358","3,649","17,744","4,540","2,294","1,111",34,2
481,Charleston County, South Carolina,"210,904","1,216","16,955","14,744","5,667","19,747","8,141","3,884","12,841","31,934","46,902","28,423","10,089","10,361",33,2
356,Saratoga County, New York,"121,942","1,300","7,814","12,125","2,706","11,619","3,971","2,462","7,504","13,550","32,159","12,568","4,044","10,120",33,2
487,Lexington County, South Carolina,"146,104","1,145","12,416","12,860","4,813","16,967","8,908","2,169","12,045","15,480","30,653","12,573","7,971","8,104",33,2
515,Brazoria County, Texas,"178,977","3,468","22,531","23,791","4,454","15,542","13,031","1,441","9,668","16,651","42,420","10,320","8,103","7,557",33,2
45,Marin County, California,"130,860",730,"9,255","7,294","3,598","14,077","3,233","4,052","13,694","28,113","25,292","12,069","6,203","3,250",33,2
393,Cass County, North Dakota,"109,073","2,075","9,618","8,773","5,355","10,839","4,407",731,"7,518","10,379","31,974","10,171","4,385","2,848",33,2
191,Tippecanoe County, Indiana,"99,284",872,"3,448","17,913","1,099","8,472","3,322","1,041","3,691","7,213","34,734","11,162","4,004","2,313",33,2
369,Catawba County, North Carolina,"78,360",415,"3,119","22,056","2,189","8,280","3,544","1,094","3,049","6,951","13,304","8,377","3,865","2,117",33,2
453,Clearfield County, Pennsylvania,"34,640",795,"3,079","4,013",714,"4,166","2,615",412,"1,136","1,435","10,144","2,192","1,878","2,061",33,2
286,Buchanan County, Missouri,"39,670",210,"3,009","6,982","1,122","3,977","3,391",330,"1,878","3,682","9,493","2,529","1,341","1,726",33,2
305,Grafton County, New Hampshire,"46,689",539,"2,947","4,978",816,"5,168","1,315",306,931,"4,593","15,538","6,461","1,753","1,344",33,2
442,Washington County, Oregon,"317,845","2,779","17,648","55,976","9,023","36,488","13,331","5,507","20,529","39,905","67,358","28,316","12,755","8,230",32,2
474,Kent County, Rhode Island,"90,954",431,"6,186","9,619","1,986","9,891","5,179","2,464","6,520","9,059","21,573","8,547","5,321","4,178",32,2
272,Stearns County, Minnesota,"86,824","3,032","6,658","12,921","1,406","10,630","5,697",772,"4,278","4,984","22,819","7,343","3,753","2,531",32,2
568,Clark County, Washington,"236,397","1,757","22,228","24,764","8,086","25,052","17,475","3,771","12,309","29,286","50,373","19,780","11,674","9,842",31,2
480,Berkeley County, South Carolina,"106,919",444,"10,416","13,772","1,787","11,529","7,204","1,261","4,198","12,981","21,587","8,347","6,933","6,460",31,2
392,Burleigh County, North Dakota,"49,384","1,207","3,476","2,135","1,221","5,862","3,436",670,"2,587","4,248","13,454","3,841","3,063","4,184",31,2
225,Penobscot County, Maine,"75,163","1,571","6,466","3,747","1,542","10,793","2,826","1,286","2,529","3,977","25,711","7,927","3,408","3,380",31,2
221,Androscoggin County, Maine,"56,964",771,"4,433","5,822","1,710","7,234","2,173","1,051","4,135","5,169","15,502","4,029","2,726","2,209",31,2
194,Black Hawk County, Iowa,"68,573",969,"3,578","11,269","1,336","8,256","3,153",979,"4,049","5,837","18,354","5,880","3,168","1,745",31,2
544,Victoria County, Texas,"42,076","2,193","2,932","4,955","1,064","5,887","2,179",952,"1,255","3,032","10,961","3,582","1,448","1,636",31,2
461,Lawrence County, Pennsylvania,"40,252",585,"3,672","5,721",973,"4,079","2,722",496,"1,589","2,662","10,284","3,631","2,649","1,189",31,2
580,Thurston County, Washington,"135,360","2,609","11,050","8,666","3,464","17,197","5,992","1,515","5,805","12,268","25,857","14,111","4,814","22,012",30,1
578,Snohomish County, Washington,"422,584","3,657","38,006","56,262","9,936","46,752","17,687","8,660","26,064","60,021","81,675","31,378","24,027","18,459",30,1
270,Ramsey County, Minnesota,"285,045",792,"11,399","33,269","7,788","26,383","13,031","4,895","24,617","32,601","78,087","26,572","12,782","12,829",30,1
432,Clackamas County, Oregon,"204,267","3,358","13,914","21,313","7,696","26,255","13,994","3,061","15,336","23,165","42,841","15,239","9,458","8,637",30,1
495,Pennington County, South Dakota,"56,318","1,047","4,173","4,075","1,590","6,572","3,228",558,"4,690","3,264","14,979","7,777","1,909","2,456",30,1
483,Florence County, South Carolina,"60,749",812,"4,316","10,279",816,"6,885","4,155",421,"2,690","3,474","16,125","6,329","2,302","2,145",30,1
301,Sarpy County, Nebraska,"96,738",564,"6,798","5,862","2,336","10,922","4,528","1,928","11,839","10,590","23,563","7,614","3,558","6,636",29,1
198,Pottawattamie County, Iowa,"46,586",646,"4,033","4,154","1,447","5,157","3,151","1,291","3,995","4,050","11,258","4,052","1,845","1,507",29,1
267,Dakota County, Minnesota,"235,921","1,041","11,971","25,186","7,276","28,835","15,734","3,906","22,048","28,477","51,201","19,736","10,074","10,436",28,1
224,Kennebec County, Maine,"62,956","1,729","5,390","5,086","1,215","8,526","2,189","1,045","2,342","4,430","18,994","4,673","2,038","5,299",28,1
438,Linn County, Oregon,"60,491","2,598","4,631","7,973",985,"5,672","4,463",617,"2,561","4,401","15,602","4,298","3,510","3,180",28,1
201,Woodbury County, Iowa,"53,362","1,293","2,739","10,756","1,864","5,924","2,144",823,"2,529","3,130","12,527","5,327","2,551","1,755",28,1
38,Humboldt County, California,"63,682","3,685","5,638","2,776","1,018","8,354","1,784",567,"2,344","5,565","16,341","8,467","2,721","4,422",27,1
504,Montgomery County, Tennessee,"85,826",566,"6,810","10,071","1,538","8,728","3,877","1,575","2,959","7,462","21,054","10,889","2,975","7,322",26,1
581,Whatcom County, Washington,"109,586","2,391","9,061","12,103","1,907","13,973","4,511","1,638","5,156","10,307","25,078","10,800","6,601","6,060",26,1
249,Bay County, Michigan,"48,131",497,"2,696","8,164","1,235","5,555","3,067",941,"2,019","3,289","12,373","4,130","2,706","1,459",26,1
155,Canyon County, Idaho,"107,792","3,770","11,696","13,283","2,630","14,084","5,817","1,283","4,925","8,276","23,203","9,676","4,535","4,614",25,1
296,Gallatin County, Montana,"66,453","2,111","6,700","3,997","1,724","9,251","1,990",702,"3,520","8,435","14,159","9,231","2,832","1,801",25,1
577,Skagit County, Washington,"56,872","3,388","5,240","8,118","1,170","7,892","2,731",384,"1,798","4,125","11,181","5,252","2,286","3,307",24,1
156,Kootenai County, Idaho,"81,399","1,137","7,199","6,763","2,887","12,053","3,496","1,004","6,780","5,624","17,449","9,163","4,763","3,081",23,1
298,Yellowstone County, Montana,"83,435","2,673","6,720","3,636","2,850","11,403","3,910","1,621","3,991","8,899","22,538","8,506","3,689","2,999",23,1
294,Cascade County, Montana,"36,538",995,"2,288","1,480","1,537","5,953","1,697",446,"1,424","2,148","9,232","4,522","2,111","2,705",21,1
81,Pueblo County, Colorado,"69,791","1,042","6,309","4,322","1,113","8,909","3,411","1,209","1,540","6,707","19,324","7,798","2,685","5,422",20,1
433,Deschutes County, Oregon,"96,972","2,669","6,483","8,578","2,130","12,974","3,083","1,373","4,889","10,780","22,199","11,360","6,101","4,353",20,1
