County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.40%,86.60%,65.60%,8.00%,5.90%,4.30%,7.80%,34.80%,7.10%,6.90%,3.00%,0.30%,18.30%,14.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,18.50%,1.90%,5.60%,64.90%,19.90%,24.10%,69.70%,5.30%,3.80%,7.90%,1.90%,3.70%,4.20%,7.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Lincoln County, Georgia","3,222",17,401,479,109,285,138,28,87,275,799,207,183,214,,15.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,27.90%,11.80%,8.50%,18.80%,10.10%,3.50%,5.10%,71.40%,10.30%,38.20%,60.70%,16.40%,14.80%,30.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,20.10%,0.00%,9.20%,0.00%,0.00%,9.80%,0.00%,0.00%,0.00%,45.80%,26.70%,61.40%,15.30%,42.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,17.80%,47.10%,2.00%,6.50%,79.80%,62.80%,13.80%,0.00%,78.20%,10.50%,7.50%,22.20%,12.00%,7.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,14.50%,41.20%,74.10%,1.50%,10.10%,0.00%,33.30%,28.60%,11.50%,5.50%,0.50%,0.00%,31.70%,1.90%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,19.70%,0.00%,6.20%,73.30%,0.00%,23.90%,47.80%,0.00%,0.00%,0.00%,4.60%,0.00%,26.20%,18.20%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Long County, Georgia","6,780",98,825,351,181,971,460,33,242,813,"1,207",685,368,546,,14.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,26.40%,17.30%,6.40%,7.10%,32.00%,6.50%,3.50%,39.40%,23.60%,38.50%,77.60%,2.90%,4.30%,36.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,20.80%,0.00%,0.00%,0.00%,0.00%,2.20%,0.00%,0.00%,12.40%,56.30%,15.60%,68.00%,24.50%,28.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,16.80%,54.10%,0.00%,0.00%,8.30%,60.40%,0.40%,21.20%,43.80%,5.20%,4.70%,16.90%,23.60%,12.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,18.50%,28.60%,90.40%,1.10%,0.00%,8.40%,12.40%,39.40%,20.20%,0.00%,0.00%,0.00%,47.60%,18.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,17.60%,0.00%,3.20%,91.70%,59.70%,22.60%,83.70%,0.00%,0.00%,0.00%,2.10%,12.10%,0.00%,4.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Lowndes County, Georgia","48,334",573,"2,826","3,929","1,239","7,846","2,273",885,"1,915","4,827","11,977","5,466","1,903","2,675",,16.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,30.70%,17.10%,16.80%,20.50%,12.30%,7.00%,9.90%,48.80%,32.10%,28.80%,66.30%,9.70%,27.20%,41.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.70%,0.00%,0.00%,2.90%,0.60%,2.60%,0.00%,0.00%,4.60%,21.10%,17.70%,61.40%,38.90%,33.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,27.60%,0.30%,5.40%,8.10%,45.70%,66.40%,15.10%,25.00%,53.00%,35.70%,14.20%,26.50%,13.40%,14.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.50%,67.50%,71.30%,5.90%,2.90%,3.80%,8.30%,17.90%,1.90%,5.40%,0.20%,0.30%,15.40%,5.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,15.50%,15.00%,6.50%,62.60%,38.50%,20.20%,66.70%,8.40%,8.40%,9.00%,1.50%,2.20%,5.10%,5.20%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Lumpkin County, Georgia","15,677",264,"1,358","1,808",281,"2,025",560,83,607,999,"3,932","2,167",865,728,,13.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,28.70%,16.30%,12.20%,23.70%,10.70%,9.10%,0.00%,32.50%,36.40%,42.90%,56.50%,9.50%,30.30%,38.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,20.50%,26.90%,0.00%,0.00%,0.00%,1.70%,15.00%,0.00%,0.00%,32.20%,27.60%,52.20%,24.70%,37.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,23.10%,15.50%,4.30%,11.10%,86.50%,59.90%,13.40%,44.60%,63.60%,16.60%,10.60%,24.70%,8.70%,23.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.60%,6.80%,68.60%,4.90%,0.00%,0.00%,9.30%,22.90%,0.00%,2.10%,0.30%,10.10%,16.30%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,18.10%,34.50%,14.90%,60.30%,2.80%,29.30%,62.30%,0.00%,0.00%,6.10%,4.90%,3.40%,20.00%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"McDuffie County, Georgia","8,752",274,976,"1,419",260,"1,090",466,175,214,580,"1,923",770,223,382,,11.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,28.00%,10.60%,12.50%,19.10%,0.00%,2.00%,12.20%,21.10%,26.60%,37.20%,65.10%,15.20%,40.40%,47.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.70%,24.80%,1.10%,0.00%,0.00%,3.60%,0.00%,0.00%,0.00%,24.10%,18.70%,61.80%,27.40%,33.80%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.40%,0.00%,2.50%,5.40%,25.80%,73.20%,29.20%,34.30%,62.60%,19.10%,12.70%,20.60%,8.50%,10.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.80%,44.90%,71.50%,6.60%,0.00%,5.40%,0.00%,44.60%,10.70%,8.40%,2.40%,0.00%,15.70%,1.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,22.20%,19.70%,12.40%,68.90%,74.20%,15.80%,58.60%,0.00%,0.00%,11.00%,1.20%,2.30%,8.10%,6.80%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"McIntosh County, Georgia","6,292",150,243,785,318,847,556,96,237,919,"1,052",412,414,263,,13.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,24.50%,0.00%,16.90%,11.80%,1.60%,9.70%,11.20%,91.70%,41.80%,21.40%,61.70%,14.30%,15.20%,39.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.10%,14.70%,0.00%,7.50%,0.00%,1.10%,2.30%,0.00%,0.00%,47.40%,17.30%,68.00%,41.10%,10.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,27.70%,0.00%,6.20%,20.50%,35.50%,77.10%,21.90%,8.30%,58.20%,23.00%,16.70%,14.30%,8.90%,18.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,15.10%,78.00%,77.00%,17.70%,59.70%,0.00%,7.90%,0.00%,0.00%,5.00%,0.00%,0.00%,34.80%,31.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,13.70%,7.30%,0.00%,42.40%,3.10%,12.20%,56.70%,0.00%,0.00%,3.20%,4.30%,3.40%,0.00%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Macon County, Georgia","4,424",452,74,"1,025",68,400,300,20,189,96,891,325,139,445,,10.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,21.90%,17.90%,21.60%,8.70%,39.70%,3.50%,12.70%,20.00%,69.80%,32.30%,37.90%,0.00%,23.00%,37.80%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,20.90%,0.00%,0.00%,3.00%,0.00%,3.80%,0.00%,0.00%,0.00%,51.00%,49.20%,75.10%,31.70%,23.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.90%,23.00%,20.30%,12.50%,8.80%,77.00%,0.00%,80.00%,30.20%,1.00%,8.00%,13.80%,0.00%,29.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.60%,54.90%,58.10%,9.80%,11.80%,0.00%,7.70%,0.00%,0.00%,0.00%,0.00%,0.00%,25.20%,2.90%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,26.60%,4.20%,0.00%,66.00%,39.70%,15.80%,79.70%,0.00%,0.00%,15.60%,4.90%,11.10%,20.10%,6.50%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Madison County, Georgia","13,587",470,"1,189","1,565",475,"1,491",868,59,482,"1,335","3,288",941,744,680,,11.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,28.60%,19.10%,12.20%,25.90%,10.50%,5.00%,10.50%,0.00%,37.80%,33.80%,56.20%,19.30%,20.20%,31.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.00%,2.60%,0.00%,0.80%,0.00%,13.60%,2.00%,0.00%,2.30%,28.80%,21.50%,58.40%,20.70%,37.40%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.90%,0.00%,13.80%,13.20%,37.50%,45.60%,15.40%,66.10%,58.30%,29.70%,12.30%,18.70%,14.00%,30.40%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.80%,65.70%,71.20%,2.90%,2.90%,2.00%,3.50%,33.90%,1.70%,3.60%,8.50%,0.00%,31.30%,1.20%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,18.80%,12.60%,2.90%,57.10%,49.10%,33.70%,68.70%,0.00%,0.00%,4.10%,1.50%,3.50%,13.80%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Marion County, Georgia","3,291",186,361,464,44,344,244,67,178,298,596,219,133,157,,15.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,23.60%,16.10%,12.70%,15.50%,25.00%,0.00%,0.00%,0.00%,13.50%,39.30%,65.40%,18.70%,3.80%,25.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,13.60%,0.00%,0.00%,1.10%,0.00%,5.50%,0.00%,0.00%,0.00%,12.40%,21.10%,60.30%,82.70%,12.70%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.00%,0.00%,0.00%,7.10%,25.00%,78.50%,34.80%,26.90%,73.60%,22.10%,4.90%,21.00%,0.00%,21.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,19.10%,29.60%,87.30%,18.50%,0.00%,9.00%,0.00%,59.70%,1.70%,20.50%,1.30%,0.00%,13.50%,7.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,21.70%,54.30%,0.00%,57.80%,50.00%,7.00%,65.20%,13.40%,11.20%,5.70%,7.20%,0.00%,0.00%,32.50%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Meriwether County, Georgia","8,273",162,893,"2,086",225,632,675,84,301,203,"1,828",474,361,349,,9.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,26.10%,29.60%,27.70%,12.00%,16.00%,10.60%,13.00%,65.50%,37.50%,38.90%,52.50%,6.10%,10.20%,43.80%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.40%,3.10%,0.90%,3.00%,0.00%,4.70%,0.00%,0.00%,0.00%,33.00%,28.10%,73.40%,46.80%,45.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,16.10%,0.60%,12.70%,6.10%,49.80%,46.80%,31.40%,0.00%,58.10%,3.00%,7.40%,17.30%,8.30%,11.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,14.10%,23.50%,54.30%,20.60%,26.20%,3.30%,1.30%,0.00%,4.30%,11.30%,0.80%,0.00%,20.20%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,27.30%,43.20%,4.50%,58.20%,8.00%,34.50%,54.20%,34.50%,0.00%,13.80%,11.30%,3.20%,14.40%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Miller County, Georgia","2,322",134,106,308,76,270,87,23,117,125,684,121,140,131,,15.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,36.50%,72.40%,38.70%,12.30%,0.00%,13.70%,8.00%,0.00%,34.20%,59.20%,60.80%,6.60%,17.10%,50.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.80%,0.00%,0.00%,1.30%,0.00%,10.40%,0.00%,0.00%,0.00%,28.00%,21.60%,71.10%,45.00%,38.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,20.50%,0.00%,5.70%,10.10%,15.80%,71.90%,14.90%,8.70%,59.80%,12.80%,13.30%,22.30%,0.00%,9.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.80%,8.20%,52.80%,11.40%,0.00%,2.60%,5.70%,91.30%,6.00%,0.00%,0.00%,0.00%,26.40%,1.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,17.40%,19.40%,2.80%,64.90%,84.20%,1.50%,71.30%,0.00%,0.00%,0.00%,4.20%,0.00%,11.40%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Mitchell County, Georgia","8,180",472,575,"1,288",373,655,484,28,513,703,"1,335",296,833,625,,16.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,25.40%,40.00%,5.40%,13.00%,1.90%,3.50%,20.50%,0.00%,28.30%,25.00%,67.40%,4.40%,10.40%,38.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.10%,19.90%,2.60%,1.70%,0.00%,0.00%,0.00%,0.00%,0.00%,42.50%,19.60%,91.60%,39.50%,42.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.80%,3.20%,3.50%,5.70%,82.60%,58.00%,36.40%,92.90%,71.70%,11.00%,9.60%,1.00%,27.70%,9.00%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.20%,30.30%,78.10%,16.50%,0.00%,3.20%,12.60%,7.10%,0.00%,8.10%,1.60%,0.00%,13.20%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,19.60%,6.60%,10.40%,63.00%,15.50%,35.30%,30.60%,0.00%,0.00%,13.40%,1.90%,3.00%,9.10%,10.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Monroe County, Georgia","12,054",241,738,907,396,"1,172",828,199,744,"1,004","2,998","1,319",554,954,,18.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,36.80%,14.90%,21.80%,15.50%,12.60%,13.70%,20.80%,45.20%,46.40%,63.70%,70.70%,7.10%,20.80%,33.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.80%,2.10%,1.80%,0.00%,0.00%,9.00%,2.90%,0.00%,2.60%,19.20%,11.90%,64.40%,27.60%,45.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.40%,14.90%,7.70%,8.50%,60.40%,52.50%,14.30%,9.50%,48.10%,10.50%,12.80%,26.40%,19.10%,12.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.90%,44.40%,53.00%,14.00%,7.80%,7.90%,5.00%,45.20%,3.00%,0.90%,1.40%,0.00%,6.70%,9.20%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,15.00%,23.70%,15.70%,62.00%,19.20%,17.00%,57.10%,0.00%,0.00%,5.70%,3.10%,2.10%,25.80%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Montgomery County, Georgia","3,400",124,385,294,59,396,248,43,114,130,"1,001",203,233,170,,15.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.50%,35.50%,17.40%,18.00%,5.10%,8.80%,11.70%,0.00%,30.70%,11.50%,67.00%,30.00%,20.60%,26.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.50%,0.00%,0.00%,3.70%,0.00%,4.00%,0.00%,0.00%,0.00%,33.10%,19.50%,57.10%,39.50%,71.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,14.40%,1.60%,3.60%,1.00%,40.70%,40.40%,12.50%,48.80%,64.90%,19.20%,7.50%,12.80%,12.40%,2.40%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,16.20%,38.70%,75.10%,7.50%,20.30%,22.20%,12.50%,46.50%,4.40%,0.80%,1.70%,0.00%,7.30%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,19.50%,24.20%,3.90%,69.70%,33.90%,24.50%,63.30%,4.70%,0.00%,35.40%,4.30%,0.00%,20.20%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Morgan County, Georgia","9,020",253,967,"1,197",202,690,602,272,339,788,"1,847",990,365,508,,14.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.60%,67.20%,14.70%,8.20%,5.90%,11.60%,2.20%,36.00%,56.90%,51.10%,69.70%,15.20%,36.70%,31.30%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.20%,0.00%,0.30%,0.20%,0.00%,5.70%,0.20%,0.00%,0.00%,26.80%,13.60%,64.70%,27.40%,40.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,17.90%,0.00%,3.70%,8.40%,62.40%,57.40%,21.90%,11.00%,43.10%,15.50%,10.60%,15.40%,26.80%,16.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,15.00%,18.60%,74.50%,15.00%,6.90%,6.10%,19.10%,52.90%,0.00%,1.40%,0.40%,3.30%,4.70%,5.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,18.30%,14.20%,6.80%,68.30%,24.80%,19.30%,56.60%,0.00%,0.00%,5.20%,5.70%,1.40%,4.40%,6.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Murray County, Georgia","17,817",323,930,"6,654",443,"2,071","1,056",151,417,"1,270","2,327","1,000",666,509,,8.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,19.30%,20.10%,9.10%,14.70%,7.90%,4.40%,6.80%,56.30%,18.70%,17.20%,55.60%,5.30%,26.40%,40.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,15.20%,0.00%,0.00%,4.30%,0.00%,2.40%,0.00%,0.00%,3.80%,50.30%,25.10%,82.90%,21.20%,31.40%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,23.50%,2.80%,7.70%,13.60%,44.50%,79.20%,13.90%,7.90%,57.80%,19.80%,16.40%,7.20%,27.80%,14.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.80%,62.80%,81.20%,8.90%,3.80%,0.60%,1.70%,35.80%,12.90%,3.60%,0.00%,0.00%,15.80%,12.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,31.20%,14.20%,1.90%,58.50%,43.80%,13.40%,77.60%,0.00%,6.70%,9.00%,3.00%,4.60%,8.90%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Muscogee County, Georgia","78,784",320,"3,611","7,718","1,066","9,143","3,464","1,358","8,752","7,235","18,791","8,877","3,543","4,906",,13.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,34.20%,14.70%,14.20%,19.20%,11.70%,7.60%,5.60%,53.60%,39.40%,42.00%,65.40%,17.30%,32.20%,35.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.10%,27.20%,0.20%,0.70%,2.80%,4.60%,2.90%,6.60%,4.10%,28.00%,19.00%,66.00%,27.30%,31.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.80%,4.40%,6.50%,10.10%,48.00%,66.20%,19.30%,23.20%,53.20%,18.90%,12.10%,9.80%,14.00%,26.00%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.10%,24.40%,76.20%,8.40%,5.20%,3.30%,3.40%,14.40%,1.90%,4.00%,0.90%,0.70%,15.50%,4.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,14.80%,29.40%,2.90%,61.60%,32.30%,18.30%,68.80%,2.20%,1.50%,7.10%,2.70%,6.20%,11.00%,3.20%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Newton County, Georgia","49,853",293,"3,831","7,720","1,268","5,391","3,863",882,"2,458","4,278","10,447","3,861","2,715","2,846",,16.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,31.50%,32.10%,19.50%,20.30%,24.80%,8.90%,6.00%,67.90%,49.80%,33.50%,67.00%,10.90%,17.70%,39.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.40%,9.60%,1.10%,2.60%,5.80%,5.80%,0.30%,3.90%,0.40%,25.10%,18.20%,45.40%,37.60%,25.40%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.70%,3.40%,3.70%,11.10%,41.60%,57.90%,23.60%,10.90%,42.10%,21.60%,11.80%,33.20%,12.30%,29.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.70%,35.50%,74.10%,7.00%,2.90%,2.50%,15.00%,15.50%,6.10%,5.00%,1.10%,2.30%,12.80%,1.30%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,20.70%,19.50%,1.60%,59.00%,24.80%,24.90%,55.30%,1.80%,1.70%,14.90%,1.90%,8.30%,19.50%,4.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Oconee County, Georgia","19,259",244,"1,066","1,384",376,"1,948",639,283,"1,663","2,402","5,958","1,312","1,127",857,,9.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,52.40%,23.80%,34.90%,49.60%,12.00%,25.50%,16.60%,48.10%,33.30%,62.40%,83.70%,26.10%,24.40%,63.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,11.00%,3.30%,0.30%,1.40%,0.00%,0.90%,0.00%,4.90%,0.00%,21.50%,3.40%,59.70%,28.00%,28.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.60%,0.00%,4.50%,12.60%,80.60%,56.70%,22.50%,16.60%,65.20%,10.60%,11.00%,8.90%,13.70%,8.20%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,6.40%,73.00%,58.00%,2.70%,0.50%,4.20%,7.50%,24.70%,0.80%,1.70%,0.30%,0.50%,10.60%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,8.50%,0.00%,2.30%,33.70%,6.90%,12.70%,53.40%,5.70%,0.60%,3.70%,1.50%,4.80%,23.20%,0.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Oglethorpe County, Georgia","7,181",166,558,923,297,899,508,57,227,548,"2,123",436,153,286,,12.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,33.40%,80.70%,24.90%,17.10%,38.00%,4.30%,14.40%,15.80%,20.70%,26.10%,62.70%,12.20%,24.80%,42.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,15.50%,3.00%,2.70%,2.50%,9.80%,3.20%,0.00%,1.80%,0.00%,43.10%,22.50%,46.10%,23.50%,20.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.40%,1.80%,4.30%,10.70%,33.70%,57.40%,21.30%,52.60%,54.60%,12.40%,10.80%,33.00%,4.60%,30.80%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.10%,9.60%,57.20%,10.60%,8.80%,15.50%,14.20%,29.80%,24.70%,2.70%,2.00%,8.70%,15.70%,3.10%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,17.50%,4.80%,10.90%,59.00%,9.80%,19.60%,50.20%,0.00%,0.00%,15.70%,2.00%,0.00%,31.40%,2.80%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Paulding County, Georgia","80,574",576,"8,235","8,127","2,274","10,299","6,267","1,596","5,319","8,266","15,443","6,611","3,838","3,723",,14.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,35.80%,15.30%,30.30%,28.60%,14.40%,15.10%,25.80%,37.70%,44.80%,45.50%,68.30%,19.20%,20.80%,28.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.20%,20.70%,0.60%,0.10%,0.00%,4.20%,2.30%,0.60%,3.70%,18.20%,14.30%,58.60%,34.60%,43.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.60%,1.90%,7.30%,15.50%,50.60%,56.70%,15.10%,32.30%,45.20%,26.80%,15.50%,14.80%,16.50%,24.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
