County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
"DuPage County, Illinois","491,068",852,"24,823","59,905","20,333","50,767","33,452","8,208","40,847","73,334","104,145","43,984","20,223","10,195",,13.00%
"Kane County, Illinois","274,821","1,234","18,551","41,041","10,213","30,389","16,520","4,199","21,074","35,787","48,289","27,720","12,680","7,124",,16.00%
"Kankakee County, Illinois","53,029",558,"3,209","9,296","1,971","5,356","4,219",900,"2,151","3,094","13,636","4,487","2,006","2,146",,10.70%
"Kendall County, Illinois",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,19.10%
"Lake County, Illinois","351,331","1,341","19,768","58,684","14,407","43,803","15,652","4,292","25,722","46,810","69,634","29,107","13,478","8,633",,15.00%
"LaSalle County, Illinois","51,878","1,560","3,655","8,933",995,"7,989","4,650",682,"1,745","3,162","10,654","4,365","1,453","2,035",,8.60%
"McHenry County, Illinois","167,019","1,262","14,593","26,566","6,516","19,958","9,375","2,768","11,381","16,941","31,651","13,028","8,767","4,213",,11.70%
"McLean County, Illinois","83,090",940,"2,804","3,868","1,307","8,844","3,569",438,"14,959","7,534","23,236","9,550","3,154","2,887",,12.10%
"Macon County, Illinois","44,586",818,"2,102","8,087","1,408","4,875","2,194",819,"2,079","3,603","10,277","4,153","2,497","1,674",,10.60%
"Madison County, Illinois","130,143","1,070","8,067","15,059","4,088","10,951","10,291","1,936","8,281","15,369","31,415","12,189","5,838","5,589",,8.60%
"Peoria County, Illinois","81,174",738,"3,416","11,824","1,544","7,828","3,779","1,396","4,383","7,798","25,757","7,080","3,580","2,051",,10.10%
"Rock Island County, Illinois","66,636",597,"4,838","10,872","1,226","8,256","5,662",672,"2,832","4,964","13,306","6,900","3,257","3,254",,7.70%
"St. Clair County, Illinois","123,406","1,501","6,338","10,987","3,404","13,847","10,537","1,444","9,339","14,494","26,166","12,494","5,445","7,410",,20.70%
"Sangamon County, Illinois","90,112","1,412","4,878","4,254","2,075","7,702","2,781",785,"7,467","9,128","24,669","7,644","4,519","12,798",,21.50%
"Tazewell County, Illinois","61,315",870,"3,896","8,488","2,318","6,728","3,324",578,"4,967","5,490","13,779","5,765","2,763","2,349",,11.40%
"Vermilion County, Illinois","30,492",478,"1,972","4,503","1,363","4,094","2,089",172,"1,250","1,860","7,886","2,180","1,000","1,645",,8.30%
"Will County, Illinois","353,050","1,633","24,482","35,654","12,553","39,957","34,726","5,212","22,533","37,380","79,307","30,295","16,094","13,224",,12.60%
"Williamson County, Illinois",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.70%
"Winnebago County, Illinois","133,731",800,"7,257","30,949","3,493","13,426","8,761","1,575","3,763","11,074","33,207","10,327","5,876","3,223",,10.70%
"Allen County, Indiana","190,492",628,"11,189","38,287","5,011","22,418","9,461","2,977","12,081","13,776","44,993","17,652","7,084","4,935",,10.20%
"Bartholomew County, Indiana","41,882",172,"1,626","13,370",692,"3,641","1,674",413,"2,144","3,928","6,583","4,414","1,449","1,776",,15.60%
"Boone County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.10%
"Clark County, Indiana","59,052",23,"3,989","8,886","1,087","7,658","3,991",933,"3,991","6,017","12,204","5,329","3,025","1,919",,9.30%
"Delaware County, Indiana","51,668",806,"2,807","5,363",756,"6,761","2,115","1,798","2,908","3,994","14,431","5,147","3,408","1,374",,11.10%
"Elkhart County, Indiana","99,878","1,696","6,170","31,903","4,357","12,306","2,362","1,272","3,533","4,240","19,221","6,886","4,072","1,860",,26.80%
"Floyd County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.40%
"Grant County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.90%
"Hamilton County, Indiana","180,528",909,"7,207","19,271","8,232","16,780","6,123","2,103","19,741","26,831","45,701","13,884","8,143","5,603",,7.70%
"Hancock County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.30%
"Hendricks County, Indiana","91,090",402,"4,588","11,454","4,159","10,471","6,849","1,075","5,474","10,492","21,199","8,236","3,239","3,452",,18.50%
"Howard County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,14.20%
"Johnson County, Indiana","83,474",703,"5,528","10,109","2,923","10,073","4,606",650,"6,597","6,975","20,269","7,463","3,557","4,021",,14.70%
"Kosciusko County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.80%
"Lake County, Indiana","225,008",555,"17,157","29,799","5,415","26,006","17,857","3,384","10,304","20,041","52,080","23,196","11,260","7,954",,14.90%
"LaPorte County, Indiana","50,522",421,"4,127","10,472","1,005","5,589","2,674",593,"1,765","4,421","10,767","4,687","1,470","2,531",,13.10%
"Madison County, Indiana","58,522",636,"3,076","9,390","1,172","5,854","3,372","1,254","2,534","5,075","12,893","6,869","3,173","3,224",,10.60%
"Marion County, Indiana","474,339",626,"27,398","51,550","12,532","56,517","41,528","7,476","27,586","61,204","101,798","46,017","22,171","17,936",,13.00%
"Monroe County, Indiana","74,681",546,"2,913","8,808",825,"8,132","2,026","1,499","2,344","4,217","26,607","9,576","2,977","4,211",,11.80%
"Morgan County, Indiana","34,834",320,"3,929","4,848","1,112","3,869","3,900",329,"2,017","3,560","5,315","2,794","1,495","1,346",,11.30%
"Porter County, Indiana","80,286",253,"7,170","14,102","1,530","8,170","4,692","1,014","3,815","6,920","19,025","7,616","3,795","2,184",,8.30%
"St. Joseph County, Indiana","128,512",684,"5,615","22,437","2,828","13,571","4,697","1,792","7,524","8,805","39,745","10,574","6,433","3,807",,13.30%
"Tippecanoe County, Indiana","99,284",872,"3,448","17,913","1,099","8,472","3,322","1,041","3,691","7,213","34,734","11,162","4,004","2,313",,9.00%
"Vanderburgh County, Indiana","89,863",246,"5,721","12,911","2,174","9,943","4,937","2,311","3,601","7,609","21,223","13,036","4,408","1,743",,7.40%
"Vigo County, Indiana","47,903",802,"2,399","8,985",765,"5,993","1,925",201,"2,301","2,063","14,163","4,403","1,197","2,706",,17.60%
"Wayne County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.10%
"Black Hawk County, Iowa","68,573",969,"3,578","11,269","1,336","8,256","3,153",979,"4,049","5,837","18,354","5,880","3,168","1,745",,11.20%
"Dallas County, Iowa","52,757",794,"3,365","3,724","1,470","4,600","1,355","1,365","11,065","6,159","12,554","2,914","2,700",692,,10.20%
"Dubuque County, Iowa","52,342",656,"3,420","9,012","1,605","5,476","2,070",924,"2,809","3,891","13,746","4,765","2,633","1,335",,7.30%
"Johnson County, Iowa","84,995","2,542","2,921","8,441","1,610","8,206","2,609","1,122","3,373","5,892","35,901","7,959","2,096","2,323",,9.90%
"Linn County, Iowa","120,018","1,419","7,973","20,415","2,550","13,858","8,890","2,218","9,120","10,787","27,574","9,241","3,265","2,708",,9.50%
"Polk County, Iowa","259,751","2,734","16,103","25,201","6,421","29,322","11,812","4,578","38,836","27,478","53,147","21,264","11,881","10,974",,10.30%
"Pottawattamie County, Iowa","46,586",646,"4,033","4,154","1,447","5,157","3,151","1,291","3,995","4,050","11,258","4,052","1,845","1,507",,11.40%
"Scott County, Iowa","85,653",667,"6,611","13,880","2,644","9,316","4,469",975,"5,318","8,959","18,778","8,221","2,710","3,105",,9.40%
"Story County, Iowa","50,917","1,287","2,212","4,594","1,564","3,967","2,143","1,566","3,356","4,111","18,195","4,291","1,243","2,388",,10.40%
"Woodbury County, Iowa","53,362","1,293","2,739","10,756","1,864","5,924","2,144",823,"2,529","3,130","12,527","5,327","2,551","1,755",,11.90%
"Butler County, Kansas","29,272",741,"2,145","4,985",447,"3,314","1,705",302,"1,406","2,297","7,446","1,945","1,122","1,417",,10.30%
"Douglas County, Kansas","70,700",362,"3,162","8,504","1,365","9,412","2,544","1,293","3,424","6,942","19,422","8,140","3,168","2,962",,6.60%
"Johnson County, Kansas","332,024",814,"18,502","24,757","8,762","34,484","14,359","10,208","31,023","56,712","77,748","30,162","13,521","10,972",,7.20%
"Leavenworth County, Kansas","36,567",951,"2,235","3,092","1,195","3,482","3,277",909,"1,933","2,523","9,368","1,960","1,872","3,770",,11.00%
"Riley County, Kansas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.30%
"Sedgwick County, Kansas","253,334","2,353","19,118","46,228","6,715","25,658","10,237","2,981","12,077","23,762","61,031","24,552","11,846","6,776",,10.80%
"Shawnee County, Kansas","89,706",759,"6,691","10,077","2,038","9,671","4,856","1,206","7,311","6,414","22,094","6,996","3,801","7,792",,14.10%
"Wyandotte County, Kansas","76,582",407,"8,092","10,214","2,864","7,181","5,509",738,"4,502","10,581","13,416","7,204","2,768","3,106",,10.70%
"Boone County, Kentucky","72,238",268,"3,585","11,316","2,867","9,819","5,665",763,"5,020","7,165","14,971","5,970","2,060","2,769",,9.80%
"Bullitt County, Kentucky","42,579",241,"3,236","6,106","1,742","5,375","5,174",795,"3,053","4,100","6,571","2,558","1,473","2,155",,6.50%
"Campbell County, Kentucky","48,359",0,"3,158","4,974","2,180","5,151","1,475",784,"4,454","7,025","11,559","3,823","1,112","2,664",,7.50%
"Christian County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.90%
"Daviess County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.40%
"Fayette County, Kentucky","166,533","2,852","8,106","14,761","4,031","21,505","5,485","1,468","9,415","16,494","50,641","18,124","7,583","6,068",,8.50%
"Hardin County, Kentucky","47,275",395,"2,105","7,209","1,410","5,640","2,154","1,059","2,184","4,250","10,798","4,650","2,040","3,381",,11.90%
"Jefferson County, Kentucky","382,639","1,478","20,133","45,010","9,194","42,304","32,802","5,509","26,899","40,110","93,336","37,266","18,356","10,242",,11.30%
"Kenton County, Kentucky","88,918",433,"5,551","10,347","3,421","10,512","5,169",939,"7,772","10,066","19,085","8,991","3,406","3,226",,10.20%
"McCracken County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.80%
"Madison County, Kentucky","42,771",143,"2,023","4,423","1,509","5,531","2,004",664,"1,140","3,523","11,774","5,796","2,088","2,153",,10.20%
"Oldham County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,14.30%
"Warren County, Kentucky","68,799",802,"3,495","9,447","2,418","8,927","3,620",237,"2,887","6,095","18,076","8,839","2,516","1,440",,8.70%
"Ascension Parish, Louisiana","62,410",463,"6,259","11,874","1,500","5,168","2,814","1,900","3,326","4,942","13,436","4,076","2,899","3,753",,18.20%
"Bossier Parish, Louisiana","54,547","3,075","3,563","3,813","1,900","5,336","3,519",653,"2,624","4,135","11,422","7,304","3,544","3,659",,15.80%
"Caddo Parish, Louisiana","96,323","2,409","4,940","6,244","2,447","9,365","6,033","1,613","5,623","8,521","26,409","12,398","5,885","4,436",,20.50%
"Calcasieu Parish, Louisiana","83,670","1,595","9,865","7,731","1,748","8,338","6,088","1,221","3,388","7,437","18,672","11,099","3,456","3,032",,15.10%
"East Baton Rouge Parish, Louisiana","214,326","3,051","16,423","16,074","5,966","26,394","9,292","3,581","10,136","22,798","57,639","23,701","7,719","11,552",,14.40%
"Iberia Parish, Louisiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,12.20%
"Jefferson Parish, Louisiana","215,638","2,696","21,696","11,846","7,097","21,622","13,823","2,508","11,358","24,496","49,703","28,805","11,113","8,875",,15.10%
"Lafayette Parish, Louisiana","120,189","7,745","7,032","3,242","2,522","19,699","4,963","1,437","5,493","13,422","32,286","10,314","6,380","5,654",,9.90%
"Lafourche Parish, Louisiana","41,812","3,051","4,596","2,750",783,"4,099","3,059",89,"2,123","3,717","10,122","3,119","2,542","1,762",,12.70%
"Livingston Parish, Louisiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,14.50%
"Orleans Parish, Louisiana","188,427","1,606","9,576","6,479","3,562","16,059","10,917","2,563","9,186","24,705","55,813","29,372","9,299","9,290",,16.10%
"Ouachita Parish, Louisiana","64,464",891,"3,485","3,724","1,829","8,785","2,821","2,445","4,178","4,844","20,391","5,362","3,685","2,024",,12.40%
"Rapides Parish, Louisiana","56,301","1,301","4,790","2,406","1,536","5,647","3,302",428,"3,224","3,978","14,655","6,608","2,711","5,715",,8.40%
"St. Landry Parish, Louisiana","31,413","1,991","2,948","2,714",967,"4,333","2,336",323,"1,606","2,320","6,758","2,050","1,946","1,121",,31.20%
"St. Tammany Parish, Louisiana","116,689","2,370","11,748","5,780","4,760","15,769","5,982","1,866","6,991","14,433","23,728","11,468","5,318","6,476",,7.90%
"Tangipahoa Parish, Louisiana","58,617","1,189","3,542","3,711",961,"7,388","3,954","1,119","2,256","3,968","15,311","7,962","4,794","2,462",,7.90%
"Terrebonne Parish, Louisiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,18.00%
"Androscoggin County, Maine","56,964",771,"4,433","5,822","1,710","7,234","2,173","1,051","4,135","5,169","15,502","4,029","2,726","2,209",,5.90%
"Aroostook County, Maine","28,304","1,827","1,865","2,545",125,"3,170","2,119",321,"1,360","1,558","9,149","1,303","1,118","1,844",,8.40%
"Cumberland County, Maine","165,142","2,248","10,230","12,665","3,527","19,171","5,886","3,453","15,556","22,291","47,043","13,551","4,958","4,563",,9.20%
"Kennebec County, Maine","62,956","1,729","5,390","5,086","1,215","8,526","2,189","1,045","2,342","4,430","18,994","4,673","2,038","5,299",,5.10%
"Penobscot County, Maine","75,163","1,571","6,466","3,747","1,542","10,793","2,826","1,286","2,529","3,977","25,711","7,927","3,408","3,380",,6.90%
"York County, Maine","109,268","1,760","7,864","11,684","2,360","13,976","4,567","1,031","6,764","9,943","27,301","10,844","5,962","5,212",,10.90%
"Allegany County, Maryland",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.50%
"Anne Arundel County, Maryland","294,904","2,182","22,334","14,832","5,798","25,887","12,443","3,793","15,043","54,568","60,653","20,550","16,747","40,074",,14.30%
"Baltimore County, Maryland","427,632","1,663","22,536","21,105","9,873","40,685","22,682","5,956","31,868","55,990","118,990","39,055","23,039","34,190",,14.90%
"Calvert County, Maryland","47,455",562,"5,480","1,419",698,"3,377","2,985",609,"1,684","7,255","9,867","4,419","2,281","6,819",,12.90%
"Carroll County, Maryland","88,039",775,"8,768","4,775","2,509","8,388","3,390","1,141","6,239","11,242","23,488","5,985","4,160","7,179",,9.40%
"Cecil County, Maryland","51,468",792,"5,209","3,542","1,710","3,915","2,852",572,"4,069","6,214","10,440","5,023","2,517","4,613",,18.60%
"Charles County, Maryland","84,381",219,"7,260","3,623","1,147","8,067","6,924","1,245","3,195","11,356","16,078","5,855","3,100","16,312",,14.70%
"Frederick County, Maryland","141,025","1,811","13,955","5,969","2,836","14,167","4,032","2,404","9,613","24,796","31,255","10,850","7,580","11,757",,10.90%
"Harford County, Maryland","133,372",114,"9,085","9,098","2,439","14,621","6,189","1,604","9,035","18,419","29,101","11,129","6,726","15,812",,14.40%
"Howard County, Maryland","169,128",618,"5,436","6,621","2,846","12,752","5,636","3,267","10,993","35,496","43,875","13,750","6,605","21,233",,11.30%
"Montgomery County, Maryland","564,801","1,520","38,519","17,567","4,969","44,756","15,035","10,664","29,852","124,495","123,147","47,325","43,137","63,815",,12.90%
"Prince George's County, Maryland","481,645","1,039","47,410","9,079","5,134","41,080","32,578","8,211","21,232","73,167","102,584","46,854","30,898","62,379",,14.10%
"St. Mary's County, Maryland","56,054",382,"5,948","2,343",569,"4,697","2,377",916,"1,192","9,167","9,981","5,578","2,757","10,147",,11.20%
"Washington County, Maryland","69,495",822,"6,055","4,910","2,457","9,075","6,594","1,021","3,718","8,228","14,623","4,470","2,947","4,575",,10.70%
"Wicomico County, Maryland","48,969",923,"3,708","4,867",787,"4,978","2,083",514,"2,098","2,959","14,210","7,075","2,304","2,463",,7.50%
"Baltimore city, Maryland","280,352",393,"12,778","12,170","4,709","25,238","18,090","4,108","20,393","35,490","92,293","21,246","13,957","19,487",,15.20%
"Barnstable County, Massachusetts","108,192",424,"10,572","3,954","2,350","14,500","4,176","2,220","7,128","14,373","25,542","11,299","5,838","5,816",,12.10%
"Berkshire County, Massachusetts","64,358",449,"3,597","4,992","1,358","8,416","2,125","1,647","2,688","7,156","21,208","5,788","2,941","1,993",,16.00%
"Bristol County, Massachusetts","287,269","1,773","25,102","28,505","7,871","38,652","14,314","4,300","16,523","27,813","77,209","22,864","11,484","10,859",,13.80%
"Essex County, Massachusetts","418,763","1,591","23,716","44,302","7,920","45,340","20,674","10,983","29,286","61,697","103,012","38,839","15,157","16,246",,13.70%
"Franklin County, Massachusetts","36,241","1,266","2,178","4,036",805,"4,327","1,322","1,661","1,166","2,459","11,977","2,589","1,219","1,236",,10.90%
"Hampden County, Massachusetts","226,043","1,629","10,622","25,241","6,543","24,564","13,853","2,529","14,677","14,937","70,303","20,089","11,128","9,928",,13.70%
"Hampshire County, Massachusetts","83,845",877,"3,934","6,753",859,"8,016","1,909","1,879","4,032","6,188","34,699","7,049","3,577","4,073",,15.20%
"Middlesex County, Massachusetts","905,724","2,353","46,388","87,490","15,226","73,908","33,449","25,808","62,830","183,712","247,563","63,829","35,688","27,480",,15.40%
"Norfolk County, Massachusetts","387,426",856,"22,433","23,063","8,946","33,743","14,226","10,641","40,486","59,897","106,864","35,810","16,474","13,987",,14.30%
"Plymouth County, Massachusetts","271,697","2,140","20,527","17,318","7,535","36,188","14,557","4,457","22,442","30,622","67,136","23,108","12,905","12,762",,15.80%
"Suffolk County, Massachusetts","465,571",788,"17,072","21,466","6,427","38,744","20,631","10,026","35,788","83,723","139,201","52,934","20,601","18,170",,19.80%
"Worcester County, Massachusetts","431,073","1,688","29,808","52,007","11,229","49,541","20,455","7,317","22,659","47,622","122,111","34,378","18,583","13,675",,11.30%
"Allegan County, Michigan","56,551","1,944","4,021","13,650","2,220","5,885","2,231",146,"2,093","3,804","10,534","6,048","3,011",964,,8.30%
"Bay County, Michigan","48,131",497,"2,696","8,164","1,235","5,555","3,067",941,"2,019","3,289","12,373","4,130","2,706","1,459",,13.60%
"Berrien County, Michigan","69,777","1,112","4,790","13,281","1,568","6,866","3,801","1,111","2,559","5,549","16,034","7,215","4,152","1,739",,17.10%
"Calhoun County, Michigan","62,429",999,"3,717","12,731","1,015","6,601","1,984",905,"2,340","4,064","14,587","9,418","2,290","1,778",,12.20%
"Clinton County, Michigan","39,975","1,081","2,509","4,207","1,583","4,025","1,392",247,"2,777","3,030","10,366","2,758","2,137","3,863",,9.70%
"Eaton County, Michigan","54,930",493,"3,028","7,835","1,028","4,727","2,885",764,"5,124","4,257","12,923","3,435","2,730","5,701",,9.60%
"Genesee County, Michigan","173,534",936,"12,141","31,349","4,321","22,644","6,266","1,404","7,443","14,957","42,863","17,588","7,587","4,035",,10.10%
"Grand Traverse County, Michigan","48,556","1,067","3,384","5,278","1,638","6,392","1,270",769,"3,185","3,561","10,925","6,756","2,699","1,632",,14.10%
"Ingham County, Michigan","151,966",913,"6,293","12,363","2,752","15,484","6,342","2,147","12,263","13,297","44,689","15,099","8,500","11,824",,11.20%
"Isabella County, Michigan","34,069",728,"2,032","2,800","1,254","3,895",777,586,"1,276","1,993","10,268","5,792","1,803",865,,9.40%
"Jackson County, Michigan","68,972",159,"5,152","14,759","1,097","7,197","3,756",941,"2,891","5,158","14,796","6,911","2,946","3,209",,7.50%
"Kalamazoo County, Michigan","135,583","1,622","6,962","23,613","3,615","14,084","3,275","1,657","8,031","11,890","34,398","15,575","7,196","3,665",,14.10%
"Kent County, Michigan","345,415","3,762","20,222","68,229","13,982","34,510","14,334","3,169","20,005","34,456","78,336","32,244","16,511","5,655",,8.90%
"Lapeer County, Michigan","41,069",943,"4,051","10,146","1,099","4,038","1,290",346,"1,773","3,822","7,901","2,691","2,199",770,,9.40%
"Lenawee County, Michigan","43,989","1,230","2,699","9,914",614,"4,985","1,255",519,"1,735","3,114","9,390","4,437","2,396","1,701",,10.30%
"Livingston County, Michigan","97,776",767,"7,898","16,549","3,251","12,021","3,516","1,290","5,731","10,132","19,455","10,589","4,518","2,059",,9.80%
"Macomb County, Michigan","437,770","1,557","27,602","90,898","11,574","49,386","19,105","4,993","23,786","40,303","91,183","41,661","20,506","15,216",,9.60%
"Marquette County, Michigan","31,453",978,"2,079","2,758",440,"4,270","1,222",567,"1,457","2,465","8,837","3,852","1,342","1,186",,7.20%
"Midland County, Michigan","38,153",264,"3,156","7,512",774,"3,277","1,265",447,"2,057","3,061","9,982","3,828","1,625",905,,6.70%
"Monroe County, Michigan","70,166","1,082","5,034","14,995",832,"6,905","5,866",662,"2,706","4,342","15,914","6,200","3,336","2,292",,12.30%
"Muskegon County, Michigan","76,075",809,"3,421","22,067","1,649","7,710","3,260",462,"2,807","4,941","14,822","8,394","3,359","2,374",,10.90%
"Oakland County, Michigan","656,765","2,216","28,576","124,835","14,037","60,569","20,628","9,820","52,022","96,413","142,630","58,350","28,837","17,832",,11.80%
"Ottawa County, Michigan","154,414","2,015","8,997","37,567","4,605","15,578","6,070","1,342","6,011","12,388","37,187","13,666","6,971","2,017",,10.00%
"Saginaw County, Michigan","84,299",755,"4,086","13,994","1,326","8,545","2,932","2,038","4,069","8,321","23,780","9,495","3,125","1,833",,11.80%
"St. Clair County, Michigan","72,830",642,"5,562","15,178","1,322","7,210","3,679",908,"2,691","6,291","16,553","5,924","3,739","3,131",,11.80%
"Shiawassee County, Michigan","30,871",342,"2,166","5,264","1,001","2,967","1,229",754,"1,441","2,705","7,461","2,743","1,390","1,408",,8.90%
"Van Buren County, Michigan","35,292","1,021","2,917","5,653","1,167","4,950","1,102",343,"1,502","2,439","7,876","2,815","1,965","1,542",,12.20%
"Washtenaw County, Michigan","193,750",670,"6,847","23,267","2,254","15,900","5,494","3,462","7,962","22,517","73,988","19,349","8,319","3,721",,11.10%
"Wayne County, Michigan","777,705","1,944","32,353","142,748","18,906","79,940","49,451","8,049","44,329","80,093","176,022","84,340","36,651","22,879",,13.70%
"Anoka County, Minnesota","196,729",957,"13,475","33,418","4,849","21,088","11,723","2,231","14,996","17,889","47,219","12,537","7,839","8,508",,9.20%
"Blue Earth County, Minnesota","38,235","1,542","2,954","4,977",643,"5,290","1,477","1,326","1,320","2,408","10,188","3,063","2,118",929,,13.30%
"Carver County, Minnesota","57,582",760,"3,890","8,890","2,047","6,015","1,679","1,090","4,610","7,911","12,706","4,197","2,342","1,445",,8.80%
"Crow Wing County, Minnesota","31,569",395,"2,774","2,741",528,"4,183","1,601",468,"2,165","2,521","8,017","3,779","1,319","1,078",,12.60%
"Dakota County, Minnesota","235,921","1,041","11,971","25,186","7,276","28,835","15,734","3,906","22,048","28,477","51,201","19,736","10,074","10,436",,9.20%
"Hennepin County, Minnesota","709,821","3,503","27,901","84,580","21,826","80,199","26,879","12,739","69,683","108,156","167,151","59,475","29,965","17,764",,11.50%
"Olmsted County, Minnesota","86,582","1,248","3,620","6,989","1,240","7,247","2,895","1,765","2,451","6,785","38,245","7,068","4,640","2,389",,14.10%
"Ramsey County, Minnesota","285,045",792,"11,399","33,269","7,788","26,383","13,031","4,895","24,617","32,601","78,087","26,572","12,782","12,829",,12.60%
"Rice County, Minnesota","34,693","1,158","3,253","4,838",895,"2,788","1,507",276,"1,221","2,703","11,511","2,035","1,444","1,064",,11.60%
"St. Louis County, Minnesota","100,168","3,431","7,332","8,506","2,248","10,219","5,390","1,114","5,718","6,311","28,702","12,131","4,466","4,600",,12.50%
"Scott County, Minnesota","85,697","1,579","5,712","11,843","3,628","7,404","4,597","1,693","7,172","10,352","18,822","7,400","3,588","1,907",,9.10%
"Sherburne County, Minnesota","52,930",486,"6,256","9,121","1,062","6,034","3,223",229,"3,790","4,193","10,595","3,846","2,205","1,890",,10.00%
"Stearns County, Minnesota","86,824","3,032","6,658","12,921","1,406","10,630","5,697",772,"4,278","4,984","22,819","7,343","3,753","2,531",,9.10%
"Washington County, Minnesota","140,433",622,"7,942","18,869","4,392","14,714","6,224","3,187","11,264","16,616","35,216","10,245","6,120","5,022",,10.30%
"Wright County, Minnesota","76,090",723,"8,473","12,593","2,189","8,883","2,540","1,837","4,360","7,217","17,920","5,129","2,927","1,299",,6.80%
"DeSoto County, Mississippi","92,703","1,366","4,196","10,412","4,723","8,631","14,073",507,"5,596","8,089","20,121","7,010","3,820","4,159",,13.90%
"Forrest County, Mississippi",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,10.30%
"Harrison County, Mississippi","85,741",711,"5,727","6,395","1,521","10,144","4,193","1,234","3,339","7,799","20,211","14,378","4,798","5,291",,11.10%
"Hinds County, Mississippi","102,825",456,"4,190","7,558","2,061","12,991","6,133","1,775","5,193","8,219","30,463","10,582","5,114","8,090",,11.10%
"Jackson County, Mississippi",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.90%
"Jones County, Mississippi",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.90%
"Lauderdale County, Mississippi",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,13.30%
"Lee County, Mississippi",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.80%
"Madison County, Mississippi",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.10%
"Rankin County, Mississippi","74,220",325,"5,924","4,895","3,126","7,704","4,628","1,443","7,239","5,728","18,864","5,873","4,712","3,759",,8.40%
"Boone County, Missouri","97,478","1,139","5,076","5,747","1,391","10,902","4,579","1,608","7,156","6,903","31,677","13,731","2,551","5,018",,5.60%
"Buchanan County, Missouri","39,670",210,"3,009","6,982","1,122","3,977","3,391",330,"1,878","3,682","9,493","2,529","1,341","1,726",,11.90%
"Cape Girardeau County, Missouri","40,728",417,"2,223","3,729","1,358","5,931","2,090",615,"1,041","3,220","12,691","4,385","1,626","1,402",,13.10%
"Cass County, Missouri","52,876",363,"5,237","4,987","1,539","6,874","3,875",504,"4,240","5,611","11,321","4,009","1,583","2,733",,10.00%
"Christian County, Missouri","43,309",249,"3,108","2,571","1,466","6,193","2,584",252,"2,941","3,038","12,063","5,209","1,785","1,850",,9.10%
"Clay County, Missouri","131,638",755,"7,741","13,499","4,816","15,657","11,219","1,403","11,511","13,469","27,843","10,925","6,131","6,669",,10.00%
"Cole County, Missouri",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.80%
"Franklin County, Missouri","49,148",596,"4,399","9,902","1,181","5,423","2,291","1,024","2,174","4,730","8,850","4,605","2,171","1,802",,9.90%
"Greene County, Missouri","137,585",814,"7,579","12,741","3,860","15,857","7,335","2,385","9,189","13,062","36,680","13,484","9,511","5,088",,9.20%
"Jackson County, Missouri","360,710","1,565","25,639","30,684","11,480","39,037","19,817","7,160","30,133","47,008","77,513","36,715","18,665","15,294",,11.60%
"Jasper County, Missouri","53,460",853,"2,439","10,684","1,509","5,554","2,885",875,"2,081","3,814","10,725","5,946","4,922","1,173",,8.20%
"Jefferson County, Missouri","114,144",713,"10,936","14,887","3,305","14,440","6,628","1,512","7,787","10,940","24,656","8,738","4,821","4,781",,7.60%
"Platte County, Missouri","55,488",232,"2,547","4,040","1,658","4,620","6,223","1,311","5,534","9,170","11,372","5,230","1,380","2,171",,9.90%
"St. Charles County, Missouri","213,586",948,"15,457","26,784","7,135","24,364","11,027","3,785","20,511","23,522","44,445","20,247","9,150","6,211",,9.80%
"St. Francois County, Missouri",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.90%
