County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
"Kendall County, Illinois","55,817",419,"3,357","7,706","2,560","6,049","3,273","1,164","3,915","5,818","12,221","4,858","1,684","2,793",,5.20%
"Lake County, Illinois","332,107","1,022","13,474","51,916","14,669","41,576","13,469","6,706","23,379","41,844","63,067","35,424","15,218","10,343",,7.40%
"LaSalle County, Illinois","53,495","1,913","3,718","7,511",654,"7,509","3,401",827,"2,676","4,170","11,456","5,002","2,342","2,316",,6.00%
"McHenry County, Illinois","152,679","1,406","11,390","25,548","6,160","16,501","6,985","3,082","11,258","16,902","31,146","12,573","5,690","4,038",,5.90%
"McLean County, Illinois","87,438",850,"3,162","5,878","1,073","10,074","3,493","1,860","18,415","5,726","21,685","8,792","4,308","2,122",,7.50%
"Macon County, Illinois","46,390","1,001","2,274","6,318","1,425","6,150","3,709",970,"2,332","3,265","10,296","4,327","2,699","1,624",,5.90%
"Madison County, Illinois","123,020",949,"8,060","14,221","3,555","13,646","9,000","1,306","9,030","11,109","28,343","12,569","6,367","4,865",,4.70%
"Peoria County, Illinois","84,627",434,"3,402","14,684","2,292","9,368","3,523","1,587","4,428","9,673","21,481","6,124","3,788","3,843",,5.80%
"Rock Island County, Illinois","68,332",982,"2,864","12,372","2,312","7,932","3,337","1,431","2,862","5,554","16,824","5,461","3,957","2,444",,5.30%
"St. Clair County, Illinois","121,253","1,264","5,536","10,485","3,021","14,275","6,332","1,462","8,823","12,688","32,623","10,676","6,406","7,662",,4.90%
"Sangamon County, Illinois","97,607",936,"4,580","3,950","2,328","10,534","4,788","1,838","7,075","8,069","25,198","7,414","5,775","15,122",,10.80%
"Tazewell County, Illinois","60,235","1,150","3,587","10,712","1,650","6,507","3,661","1,057","3,746","4,613","13,485","4,535","3,254","2,278",,5.60%
"Vermilion County, Illinois","32,082",751,"1,730","5,713","1,262","4,405","1,507",585,"1,065","1,439","8,423","2,339","1,462","1,401",,6.40%
"Will County, Illinois","311,382","1,172","17,860","36,319","10,641","39,959","25,657","6,617","22,509","34,111","66,771","23,944","13,966","11,856",,5.80%
"Williamson County, Illinois",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.80%
"Winnebago County, Illinois","127,255",462,"6,664","26,392","2,848","14,144","6,328","2,109","5,940","10,144","31,198","10,458","6,913","3,655",,9.00%
"Allen County, Indiana","157,948",934,"7,237","29,620","5,106","20,407","6,347","2,564","10,216","13,414","38,873","13,367","6,863","3,000",,4.00%
"Bartholomew County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,2.30%
"Clark County, Indiana","53,298",165,"2,914","7,376","1,004","5,315","3,870",436,"4,149","4,769","11,333","6,336","2,655","2,976",,5.00%
"Delaware County, Indiana","50,428",502,"2,513","4,893","1,070","7,174","1,460",627,"2,101","3,397","17,248","5,458","2,412","1,573",,6.40%
"Elkhart County, Indiana","86,514",615,"4,792","29,940","2,429","9,342","3,287",910,"3,955","4,742","14,391","6,029","4,430","1,652",,7.80%
"Floyd County, Indiana","35,788",117,"2,216","6,596","1,087","3,888","1,505",356,"2,312","3,622","8,315","2,981","1,235","1,558",,5.40%
"Grant County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,7.70%
"Hamilton County, Indiana","140,815","1,338","5,639","17,746","5,169","13,898","4,946","2,745","15,620","19,248","32,769","10,333","6,460","4,904",,10.40%
"Hancock County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.10%
"Hendricks County, Indiana","70,333",121,"5,421","9,565","2,303","8,076","5,675",902,"4,801","6,063","15,495","5,299","3,697","2,915",,4.00%
"Howard County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.80%
"Johnson County, Indiana","66,979",989,"4,104","10,288","1,988","8,588","5,128","1,277","3,686","4,992","12,931","5,646","4,739","2,623",,4.00%
"Kosciusko County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.80%
"Lake County, Indiana","206,980",825,"12,753","32,198","4,450","23,483","14,589","3,957","9,939","14,060","49,918","19,997","11,593","9,218",,6.70%
"LaPorte County, Indiana","46,537",610,"3,310","8,953","1,306","5,133","2,997",303,"1,779","3,630","9,700","5,093","2,679","1,044",,5.20%
"Madison County, Indiana","55,285",893,"3,661","6,739","1,400","6,659","2,398","1,141","3,265","4,719","12,870","4,644","3,455","3,441",,6.10%
"Marion County, Indiana","413,741",935,"17,823","50,828","12,573","53,163","24,818","7,224","28,445","44,070","89,374","47,405","18,766","18,317",,4.40%
"Monroe County, Indiana","62,689",365,"3,619","5,812",852,"4,866","1,121","1,495","2,490","3,366","24,757","9,204","2,364","2,378",,4.30%
"Morgan County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.90%
"Porter County, Indiana","73,994",449,"5,418","13,102","1,660","9,194","2,958","1,336","3,884","5,698","17,394","6,670","3,890","2,341",,6.00%
"St. Joseph County, Indiana","117,318",394,"5,206","18,400","3,505","14,897","5,110","1,299","5,545","8,544","33,593","12,332","5,257","3,236",,7.80%
"Tippecanoe County, Indiana","81,865","1,160","3,737","9,772","1,515","10,201","1,784","1,028","4,002","5,056","28,163","9,417","3,702","2,328",,4.90%
"Vanderburgh County, Indiana","86,691","1,008","5,562","15,224","1,872","11,868","4,961","2,152","5,059","5,813","19,153","7,537","4,769","1,713",,4.40%
"Vigo County, Indiana","46,921",304,"3,275","6,577",783,"6,525","1,605",447,"2,121","4,050","12,955","3,767","2,241","2,271",,7.20%
"Wayne County, Indiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.80%
"Black Hawk County, Iowa","65,338",395,"2,947","12,551","2,088","8,361","2,953","1,069","4,321","4,609","15,624","5,358","3,294","1,768",,5.90%
"Dallas County, Iowa","36,172","1,139","2,676","3,594","1,334","4,562","1,429",735,"6,208","2,797","6,706","2,174","1,931",887,,4.10%
"Dubuque County, Iowa","48,745",646,"2,784","6,474","1,506","7,151","1,984","1,621","2,702","3,154","12,358","4,639","2,217","1,509",,3.10%
"Johnson County, Iowa","72,153","1,010","2,215","4,505","1,775","7,308","2,483","1,020","4,669","5,829","29,261","8,083","2,878","1,117",,2.50%
"Linn County, Iowa","112,119",645,"6,608","19,584","3,656","13,605","4,872","3,953","9,683","10,846","23,370","8,270","4,666","2,361",,3.40%
"Polk County, Iowa","229,522","3,327","13,158","17,356","6,695","24,135","9,194","5,450","41,267","21,388","47,110","20,628","9,692","10,122",,6.00%
"Pottawattamie County, Iowa","47,854",777,"3,961","4,435","1,440","5,487","4,307","1,346","3,865","3,428","10,829","4,523","1,981","1,475",,4.90%
"Scott County, Iowa","79,831",929,"4,314","12,850","3,066","9,498","3,880","1,358","5,461","6,177","17,984","6,876","3,821","3,617",,6.30%
"Story County, Iowa","47,928","1,695","2,207","4,041",722,"4,749","1,876",463,"2,617","3,496","17,330","4,433","1,538","2,761",,4.30%
"Woodbury County, Iowa","50,225","1,431","3,615","9,063","1,345","6,684","1,990","1,264","3,205","3,223","11,091","3,870","2,057","1,387",,5.70%
"Butler County, Kansas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.00%
"Douglas County, Kansas","59,164",585,"2,946","4,159","1,020","7,352","1,827","1,209","3,035","5,650","20,921","5,963","2,692","1,805",,3.20%
"Johnson County, Kansas","290,308","1,749","13,489","23,445","11,660","33,595","10,715","12,121","29,022","44,028","65,263","23,949","13,455","7,817",,3.80%
"Leavenworth County, Kansas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.60%
"Riley County, Kansas",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.00%
"Sedgwick County, Kansas","233,995","2,077","15,153","44,527","7,432","25,753","9,645","4,078","11,894","18,691","53,526","21,813","9,909","9,497",,4.10%
"Shawnee County, Kansas","83,890",616,"3,967","5,455","1,871","12,886","3,917","1,550","5,682","7,919","19,613","7,324","4,498","8,592",,3.00%
"Wyandotte County, Kansas","66,582",274,"6,874","9,295","1,746","6,869","4,179",905,"3,638","6,569","13,345","6,951","2,038","3,899",,5.70%
"Boone County, Kentucky","59,373",396,"2,977","7,868","2,100","7,242","5,871","1,436","3,999","5,286","12,362","5,223","2,067","2,546",,3.70%
"Bullitt County, Kentucky","35,090",177,"2,913","5,650","1,493","4,326","3,898",423,"2,155","2,784","6,367","2,097","1,265","1,542",,6.90%
"Campbell County, Kentucky","43,946",435,"2,756","4,792",680,"5,271","2,718",882,"3,498","4,060","11,417","3,500","1,737","2,200",,6.40%
"Christian County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,11.30%
"Daviess County, Kentucky","41,730",923,"3,597","7,780",472,"5,794","1,967",428,"2,248","3,084","9,388","2,873","2,105","1,071",,5.50%
"Fayette County, Kentucky","150,665","4,387","6,827","12,688","3,408","16,689","4,290","3,513","6,932","15,125","45,586","17,282","8,627","5,311",,3.10%
"Hardin County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.20%
"Jefferson County, Kentucky","341,851",21,"14,235","35,256","10,614","35,956","25,353","11,131","27,397","34,655","84,923","34,351","18,040","9,919",,5.10%
"Kenton County, Kentucky","76,320",140,"4,457","9,677","2,943","8,213","5,282","1,943","7,588","7,488","14,248","7,080","3,382","3,879",,3.60%
"McCracken County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.10%
"Madison County, Kentucky","39,601",180,"2,453","4,490","1,543","5,266",887,"1,075","2,042","2,049","11,042","6,028","1,402","1,144",,5.30%
"Pike County, Kentucky",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,8.50%
"Warren County, Kentucky","52,042",413,"2,937","6,517","1,272","8,303","2,289",987,"1,907","3,703","14,817","5,108","2,216","1,573",,8.60%
"Ascension Parish, Louisiana","48,974",298,"5,396","7,450","1,591","6,605","2,500","1,091","3,247","3,657","9,798","2,432","2,348","2,561",,5.40%
"Bossier Parish, Louisiana","55,284","2,229","3,878","4,059","1,132","7,400","3,222","1,194","3,954","4,062","11,662","4,896","3,619","3,977",,5.90%
"Caddo Parish, Louisiana","111,374","3,057","6,465","7,582","3,666","12,573","5,512","2,136","5,853","8,194","30,878","14,777","5,641","5,040",,8.20%
"Calcasieu Parish, Louisiana","83,060","1,307","6,440","9,095","2,628","9,518","4,238",852,"3,839","6,383","19,528","10,704","3,938","4,590",,9.30%
"East Baton Rouge Parish, Louisiana","214,482","2,341","14,631","17,567","5,879","26,997","6,580","3,230","12,812","20,659","54,622","22,509","13,260","13,395",,10.90%
"Iberia Parish, Louisiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.30%
"Jefferson Parish, Louisiana","206,028","5,246","19,884","13,384","6,026","21,869","12,603","2,884","12,578","20,470","40,423","26,069","14,187","10,405",,6.30%
"Lafayette Parish, Louisiana","107,987","8,312","5,968","6,840","3,651","13,504","4,649","1,578","5,363","10,673","26,677","12,122","5,006","3,644",,7.40%
"Lafourche Parish, Louisiana","44,027","3,818","5,199","4,148","1,718","4,608","3,481",482,"1,686","2,537","9,250","2,503","2,929","1,668",,5.30%
"Livingston Parish, Louisiana","56,303",777,"9,638","6,212",861,"6,980","2,214",714,"4,034","4,529","9,756","3,410","4,043","3,135",,7.20%
"Orleans Parish, Louisiana","151,493","2,653","8,312","7,120","3,145","12,768","7,540","2,415","8,097","16,497","41,422","25,138","6,988","9,398",,6.90%
"Ouachita Parish, Louisiana","68,924",908,"4,714","6,297","1,464","8,694","3,991","1,766","4,836","4,365","17,915","7,144","3,976","2,854",,8.80%
"Rapides Parish, Louisiana","51,365","1,767","3,079","3,777","1,039","5,965","1,994",542,"2,382","4,259","17,537","2,432","2,811","3,781",,8.90%
"St. Landry Parish, Louisiana",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,9.30%
"St. Tammany Parish, Louisiana","107,538","2,255","10,317","7,671","3,965","14,092","6,051","1,134","7,722","10,019","24,095","8,953","3,614","7,650",,7.00%
"Tangipahoa Parish, Louisiana","49,329","1,384","4,413","4,429","2,032","6,321","1,605",360,"1,557","3,154","13,808","5,277","2,214","2,775",,6.40%
"Terrebonne Parish, Louisiana","47,441","7,104","3,027","3,757","1,350","6,530","2,491",335,"2,651","2,678","9,263","3,508","3,383","1,364",,9.30%
"Androscoggin County, Maine","49,715",352,"4,181","4,911","2,486","7,814","2,057",866,"3,291","4,604","14,407","1,930","1,155","1,661",,4.00%
"Aroostook County, Maine","31,599","1,467",991,"3,608",901,"4,520","1,202",606,"1,098","1,910","9,950","2,255","1,218","1,873",,5.00%
"Cumberland County, Maine","150,577","1,669","7,873","10,215","4,481","17,314","5,094","3,613","13,500","17,526","44,564","13,798","6,344","4,586",,3.90%
"Kennebec County, Maine","58,096",618,"3,701","5,383","1,165","7,807","2,706","1,816","2,423","5,116","15,365","3,660","3,097","5,239",,4.30%
"Penobscot County, Maine","74,367","1,754","4,237","4,616","2,071","9,536","3,244","1,321","3,702","5,753","24,796","7,433","2,842","3,062",,5.40%
"York County, Maine","98,653","1,069","6,792","12,472","2,488","12,553","4,336","1,471","7,288","8,890","24,926","8,030","4,405","3,933",,3.40%
"Allegany County, Maryland",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,4.70%
"Anne Arundel County, Maryland","271,502",725,"18,854","17,226","7,482","30,011","11,091","6,267","17,671","38,785","52,913","19,627","14,008","36,842",,5.60%
"Baltimore County, Maryland","402,467","1,134","21,815","22,328","9,439","42,428","19,564","9,435","37,367","45,231","112,151","28,635","18,309","34,631",,5.60%
"Calvert County, Maryland","45,769",52,"4,464","1,978","1,121","4,654","2,296",549,"1,920","4,432","10,511","3,875","2,508","7,409",,4.80%
"Carroll County, Maryland","88,602",555,"8,805","6,660","2,524","11,631","2,576","2,498","5,619","9,839","21,387","5,190","5,063","6,255",,4.50%
"Cecil County, Maryland","48,061",496,"3,989","5,509","1,005","5,847","2,837",634,"2,274","3,716","11,599","3,943","2,160","4,052",,3.30%
"Charles County, Maryland","72,817",97,"5,693","2,066",813,"6,835","3,979","1,309","3,408","11,771","12,085","4,878","4,355","15,528",,5.80%
"Frederick County, Maryland","122,171",766,"10,370","7,113","3,405","10,202","4,240","3,225","10,329","21,366","25,428","7,598","5,460","12,669",,4.80%
"Harford County, Maryland","122,596",644,"9,367","10,255","3,628","14,900","4,757","2,843","7,954","15,289","29,082","5,830","4,790","13,257",,6.70%
"Howard County, Maryland","153,643",581,"7,973","6,895","4,075","12,861","4,484","3,985","10,314","32,194","33,287","10,716","5,860","20,418",,4.30%
"Montgomery County, Maryland","523,864",999,"30,963","15,790","6,021","41,531","10,476","16,346","32,943","111,816","114,768","45,371","36,984","59,856",,5.20%
"Prince George's County, Maryland","447,846","1,042","33,692","12,940","4,560","37,601","24,149","9,807","22,175","68,340","98,554","38,259","28,016","68,711",,8.60%
"St. Mary's County, Maryland","51,675",433,"4,265","2,707",808,"4,598","2,072",737,"1,284","8,303","8,957","4,817","1,706","10,988",,4.60%
"Washington County, Maryland","68,703",641,"5,515","7,426","2,090","8,608","3,417","1,447","6,019","7,760","15,061","4,125","2,203","4,391",,3.20%
"Wicomico County, Maryland","46,996",670,"3,235","4,896",675,"6,369","2,365",864,"2,607","2,957","12,581","4,561","2,196","3,020",,4.30%
"Baltimore city, Maryland","263,839",270,"14,152","16,569","4,652","21,288","14,767","5,919","15,678","29,178","79,297","23,843","12,515","25,711",,7.50%
"Barnstable County, Massachusetts","96,547",850,"8,302","4,397","1,499","12,100","3,833","1,657","6,388","12,994","23,220","10,434","5,918","4,955",,7.90%
"Berkshire County, Massachusetts","61,667",400,"4,039","5,883","1,273","7,547","1,832","1,351","2,722","5,408","18,727","7,537","2,604","2,344",,2.30%
"Bristol County, Massachusetts","255,481",944,"18,037","26,588","10,988","35,247","10,316","4,415","15,246","22,926","67,287","21,234","12,292","9,961",,5.20%
"Essex County, Massachusetts","364,731","1,856","16,764","40,285","9,575","42,144","14,922","10,194","26,697","45,013","95,513","32,267","15,716","13,785",,6.40%
"Franklin County, Massachusetts","37,972",928,"3,094","4,140",918,"4,174","1,541","1,657","1,154","2,703","10,543","3,697","2,023","1,400",,4.00%
"Hampden County, Massachusetts","199,800","1,214","10,321","25,245","5,141","22,886","10,122","4,545","13,515","14,123","57,321","15,840","9,837","9,690",,6.00%
"Hampshire County, Massachusetts","79,275",324,"3,576","7,263",617,"9,411","2,504","1,244","3,723","5,814","32,894","5,582","2,581","3,742",,7.10%
"Middlesex County, Massachusetts","789,816","2,295","37,534","69,860","16,696","73,318","22,669","26,612","56,665","143,440","220,500","55,775","35,091","29,361",,7.00%
"Norfolk County, Massachusetts","340,104",262,"16,370","24,118","7,921","38,855","11,599","9,177","37,195","49,794","95,399","22,591","14,304","12,519",,6.80%
"Plymouth County, Massachusetts","238,446","1,135","16,692","17,572","7,790","30,781","9,623","4,894","21,972","24,107","61,657","19,147","10,219","12,857",,5.90%
"Suffolk County, Massachusetts","364,771",566,"15,045","18,708","8,183","31,148","12,792","10,944","33,988","52,496","102,567","44,532","16,983","16,819",,9.90%
"Worcester County, Massachusetts","381,625","2,179","19,506","56,328","10,060","41,093","15,674","7,357","23,046","39,442","105,852","27,658","16,615","16,815",,6.20%
"Allegan County, Michigan","48,467","1,462","3,837","10,586","2,402","6,656","2,085",174,"1,757","3,143","8,752","4,049","2,271","1,293",,9.80%
"Bay County, Michigan","47,467",368,"2,711","5,628","1,775","7,430","2,275",740,"2,072","3,721","12,717","3,462","2,448","2,120",,5.30%
"Berrien County, Michigan","66,786","1,598","2,817","12,621","1,217","8,155","4,350",866,"2,673","4,608","16,464","6,235","3,532","1,650",,5.30%
"Calhoun County, Michigan","56,454",645,"3,173","11,603","1,200","6,366","2,930",409,"2,211","4,332","12,910","4,726","3,736","2,213",,5.30%
"Clinton County, Michigan","35,183","1,199","1,369","3,372","1,033","2,756","2,186",230,"2,907","1,871","9,566","2,562","2,728","3,404",,4.30%
"Eaton County, Michigan","50,052",555,"3,194","6,829","1,213","4,524","2,281",265,"4,073","3,586","11,770","3,598","2,420","5,744",,5.50%
"Genesee County, Michigan","151,813",639,"6,470","20,881","4,109","21,814","7,601","1,318","7,935","12,208","39,334","15,324","8,328","5,852",,8.00%
"Grand Traverse County, Michigan","40,899",572,"3,317","3,541",856,"5,854","2,080",415,"2,967","2,852","8,882","5,689","2,125","1,749",,3.80%
"Ingham County, Michigan","127,740","1,500","4,354","12,674","1,788","13,882","4,290","3,447","8,149","10,860","38,559","12,654","6,133","9,450",,4.90%
"Isabella County, Michigan","31,625","1,159","1,297","2,592",346,"4,888",661,502,"1,217","1,593","8,595","6,446","1,160","1,169",,4.70%
"Jackson County, Michigan","62,770",313,"3,283","11,902","1,643","8,184","2,804","1,446","2,549","4,362","14,457","6,716","2,567","2,544",,4.70%
"Kalamazoo County, Michigan","114,209","1,497","3,825","20,035","3,336","14,024","3,581","1,019","6,904","9,616","30,520","12,717","4,782","2,353",,4.80%
"Kent County, Michigan","277,457","2,494","13,628","48,529","12,263","32,505","9,398","5,422","18,012","28,967","62,440","23,825","13,908","6,066",,5.10%
"Lapeer County, Michigan","35,856",962,"2,717","9,546",598,"3,932","1,263",209,"1,459","2,862","6,569","2,661","1,943","1,135",,8.70%
"Lenawee County, Michigan","42,432","1,157","1,692","7,156",517,"5,074","1,885",838,"1,661","2,599","11,396","3,626","3,133","1,698",,7.00%
"Livingston County, Michigan","84,780","1,409","6,107","14,745","2,582","9,358","3,172","1,219","5,195","7,210","20,409","7,378","3,002","2,994",,4.50%
"Macomb County, Michigan","368,730",433,"17,082","69,927","9,684","47,909","12,468","6,125","22,810","35,524","78,861","34,144","18,223","15,540",,5.90%
"Marquette County, Michigan","30,213","1,738","1,757","1,596",554,"4,012","1,529",609,"1,332","1,441","9,241","3,634",981,"1,789",,4.10%
"Midland County, Michigan","36,391",364,"2,546","8,321","1,095","3,542","1,133",375,"1,673","2,066","9,639","3,054","1,727",856,,6.30%
"Monroe County, Michigan","66,791",537,"3,346","13,004","2,386","7,473","4,303",529,"2,181","5,626","15,347","6,554","3,117","2,388",,3.70%
"Muskegon County, Michigan","67,493","2,477","2,862","14,111","1,384","8,172","2,237",713,"1,819","4,179","15,629","6,518","4,345","3,047",,5.10%
"Oakland County, Michigan","557,752","1,084","22,054","90,859","15,869","58,528","15,989","11,829","44,975","74,339","134,944","46,696","24,601","15,985",,5.10%
"Ottawa County, Michigan","124,574","2,036","6,783","26,705","3,844","14,719","4,926","1,622","5,984","9,360","28,991","10,755","5,608","3,241",,5.70%
"Saginaw County, Michigan","79,870",797,"2,677","13,343","2,212","12,055","2,658","1,145","4,109","5,691","19,657","8,160","4,400","2,966",,8.90%
"St. Clair County, Michigan","65,647",601,"3,662","12,977",742,"8,561","2,767",902,"2,784","4,158","15,474","6,853","3,368","2,798",,4.00%
"Shiawassee County, Michigan","31,051",332,"1,746","5,452",774,"4,563","1,456",143,"1,108","1,804","7,750","2,413","2,236","1,274",,6.80%
"Van Buren County, Michigan","32,749","1,781","1,548","6,546","1,159","3,927","1,408",621,"1,543","1,991","7,102","2,452","1,409","1,262",,6.80%
"Washtenaw County, Michigan","167,616",545,"4,175","16,874","2,213","16,036","4,364","4,173","9,252","18,269","66,037","13,968","6,867","4,843",,4.70%
"Wayne County, Michigan","661,178","2,755","23,920","101,461","16,069","74,354","38,888","11,845","37,312","65,592","160,267","69,892","31,112","27,711",,8.90%
"Anoka County, Minnesota","171,764",820,"12,175","27,706","5,384","22,603","9,337","2,483","11,737","15,376","39,744","11,708","7,380","5,311",,4.60%
"Carver County, Minnesota","47,361",981,"1,865","7,104","1,743","5,926","1,344","1,126","4,603","6,303","10,296","2,884","2,170","1,016",,3.90%
"Dakota County, Minnesota","208,891","1,460","9,189","24,685","7,376","25,646","12,564","5,657","21,667","23,582","44,479","14,901","9,820","7,865",,5.10%
"Hennepin County, Minnesota","598,728","2,916","22,073","72,536","18,964","72,999","20,918","13,225","56,623","80,546","142,415","53,372","25,501","16,640",,4.20%
"Olmsted County, Minnesota","77,173",896,"3,278","7,023","1,398","7,387","2,087","1,529","2,483","5,230","33,838","6,132","3,366","2,526",,5.90%
"Ramsey County, Minnesota","251,582","1,556","8,281","30,752","7,308","27,690","8,942","6,262","19,148","29,852","69,093","20,579","11,662","10,457",,7.60%
"St. Louis County, Minnesota","92,230","2,667","5,416","6,420","1,511","9,596","5,288","1,292","4,803","6,309","30,341","10,301","3,731","4,555",,4.30%
"Scott County, Minnesota","69,958",631,"3,330","9,393","2,518","9,234","3,342","1,100","6,283","9,840","12,170","7,497","2,971","1,649",,4.70%
"Sherburne County, Minnesota","43,194",473,"3,384","7,860","1,189","5,838","2,671",422,"1,619","3,292","9,724","2,600","2,383","1,739",,6.60%
"Stearns County, Minnesota","78,767","2,653","5,237","11,109","2,539","8,909","3,633",873,"4,013","5,461","20,351","7,709","3,356","2,924",,5.50%
"Washington County, Minnesota","125,512",755,"5,843","17,379","2,936","14,608","5,446","3,530","14,726","11,540","27,563","10,059","4,781","6,346",,3.70%
"Wright County, Minnesota","65,917","1,058","5,508","10,857","2,634","7,700","3,108",697,"4,292","4,903","15,279","4,722","3,073","2,086",,5.10%
"DeSoto County, Mississippi","75,804",485,"5,795","6,926","3,288","7,926","8,747",926,"3,129","5,232","15,225","10,559","3,868","3,698",,6.60%
"Forrest County, Mississippi",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.70%
"Harrison County, Mississippi","82,465",787,"5,699","5,115","1,305","9,428","3,678","1,905","4,807","5,979","17,022","15,745","4,477","6,518",,5.50%
"Hinds County, Mississippi","103,265",943,"6,520","6,705","2,237","10,935","6,029","3,068","5,022","7,023","28,541","10,329","5,985","9,928",,8.70%
"Jackson County, Mississippi","57,827","1,540","3,488","10,976",451,"7,387","2,601",699,"2,267","4,416","11,304","8,848","1,255","2,595",,5.90%
"Jones County, Mississippi",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.30%
"Lauderdale County, Mississippi",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,6.50%
"Lee County, Mississippi",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,5.00%
"Madison County, Mississippi","46,327",595,"2,799","2,879","1,644","4,929","1,734","1,114","3,431","4,249","14,319","3,836","1,615","3,183",,8.50%
"Rankin County, Mississippi","66,880",422,"4,716","4,606","2,489","8,307","4,876","2,101","4,624","6,046","17,179","3,455","3,639","4,420",,5.40%
"Boone County, Missouri","82,780",784,"3,100","3,194","1,937","11,671","2,518","2,324","5,344","6,460","30,950","7,114","3,077","4,307",,5.60%
"Buchanan County, Missouri","38,993",489,"2,133","6,864","1,015","3,936","2,352",693,"2,494","1,590","9,065","4,002","2,353","2,007",,6.20%
"Cape Girardeau County, Missouri","36,869",289,"2,928","3,875","1,239","4,748","1,167",530,"1,708","2,606","11,195","3,924","1,137","1,523",,6.90%
"Cass County, Missouri","47,591",480,"3,898","5,167","2,231","5,867","2,540","1,321","2,991","4,859","9,369","3,202","3,205","2,461",,5.90%
"Christian County, Missouri","36,480",172,"2,044","2,586","1,132","5,430","1,376",553,"2,755","2,990","9,884","3,045","3,061","1,452",,5.30%
"Clay County, Missouri","112,365",277,"5,461","12,243","4,598","13,002","7,778","3,497","10,540","11,968","23,117","10,447","4,297","5,140",,3.00%
"Cole County, Missouri","37,382",531,"2,786","1,471",708,"3,617","1,893","1,522","2,868","2,784","7,371","3,628","1,654","6,549",,12.80%
"Franklin County, Missouri","45,291",530,"3,979","9,308",773,"4,612","2,504",471,"2,285","3,489","9,368","4,357","1,952","1,663",,5.60%
"Greene County, Missouri","127,848",562,"6,159","8,969","4,087","17,642","5,810","3,134","7,468","11,014","36,633","14,322","7,676","4,372",,4.90%
"Jackson County, Missouri","317,318",949,"18,028","27,921","10,226","33,326","16,084","9,531","26,880","39,422","69,977","31,718","16,466","16,790",,5.50%
"Jasper County, Missouri","53,753","1,005","3,204","8,580","1,379","7,800","2,891","1,222","2,129","2,919","12,861","5,966","2,672","1,125",,5.70%
"Jefferson County, Missouri","104,972",295,"9,998","11,687","2,034","12,273","6,343","1,847","9,229","11,226","20,505","8,447","7,351","3,737",,5.40%
"Platte County, Missouri","47,965",486,"2,174","5,319","1,413","5,941","3,843","1,515","4,169","5,296","9,573","3,187","1,896","3,153",,4.60%
"St. Charles County, Missouri","183,021","1,476","11,997","23,784","6,027","23,316","7,955","3,880","18,062","19,141","37,559","16,770","6,959","6,095",,4.70%
"St. Francois County, Missouri",N,N,N,N,N,N,N,N,N,N,N,N,N,N,,3.80%
"St. Louis County, Missouri","480,733","2,255","19,257","49,696","16,095","54,447","19,315","13,292","44,451","57,289","124,380","43,831","21,809","14,616",,4.90%
"St. Louis city, Missouri","143,572",190,"5,094","11,090","2,965","13,080","6,670","4,825","8,841","15,818","39,784","20,117","6,386","8,712",,5.80%
"Cascade County, Montana","36,653",944,"3,937","1,131",813,"4,802","1,597",717,"2,963","2,258","8,150","4,017","1,518","3,806",,4.00%
"Flathead County, Montana","40,831","1,165","3,497","3,225",857,"6,544","2,017",533,"2,357","3,622","7,977","6,173","1,855","1,009",,4.10%
"Gallatin County, Montana","46,520","1,245","4,432","2,514","1,183","5,507","1,551",384,"2,241","5,448","10,935","7,157","2,497","1,426",,4.30%
"Missoula County, Montana","56,935","1,036","3,750","1,890","1,189","8,252","2,309","2,617","3,108","5,359","15,895","7,233","2,056","2,241",,5.10%
