County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
"Rush County, Indiana","7,439",257,610,"1,880",82,702,601,61,360,486,"1,451",459,288,202,,11.00%
"St. Joseph County, Indiana","129,334",560,"6,281","21,987","4,140","13,747","6,092","1,934","6,262","9,877","37,587","10,859","6,364","3,644",,12.70%
"Scott County, Indiana","9,971",214,687,"2,782",190,"1,257",616,0,239,444,"2,144",536,434,428,,10.50%
"Shelby County, Indiana","21,973",467,"1,965","4,823",562,"1,883",911,241,716,"1,552","4,517","1,956","1,451",929,,14.80%
"Spencer County, Indiana","9,975",459,632,"2,537",231,757,"1,027",99,359,430,"1,977",598,457,412,,6.30%
"Starke County, Indiana","9,268",143,779,"2,410",96,990,594,86,255,403,"2,063",584,543,322,,11.20%
"Steuben County, Indiana","17,052",281,"1,091","5,317",278,"2,026",852,61,631,924,"2,845","1,356",886,504,,8.20%
"Sullivan County, Indiana","8,656",612,655,"1,552",200,"1,040",507,42,223,351,"1,887",574,391,622,,9.60%
"Switzerland County, Indiana","4,585",137,390,"1,237",57,332,337,19,151,252,650,711,176,136,,9.30%
"Tippecanoe County, Indiana","95,059",897,"4,447","16,223","1,232","9,461","3,017",890,"3,189","8,434","31,552","10,060","3,690","1,967",,9.40%
"Tipton County, Indiana","7,703",250,420,"2,039",33,548,173,45,177,593,"1,721",606,477,621,,11.30%
"Union County, Indiana","3,575",168,137,573,61,367,299,32,165,331,956,297,82,107,,4.70%
"Vanderburgh County, Indiana","88,141",477,"4,743","15,133","2,536","10,520","4,664","1,676","4,220","7,536","20,703","9,947","4,077","1,909",,8.90%
"Vermillion County, Indiana","6,754",248,415,"1,366",167,721,499,56,150,392,"1,325",432,492,491,,8.70%
"Vigo County, Indiana","48,945",446,"1,846","7,263","1,111","5,828","1,853",758,"1,738","2,803","14,524","5,422","2,431","2,922",,15.40%
"Wabash County, Indiana","14,463",610,664,"3,974",361,"1,426",568,135,397,589,"3,505","1,118",818,298,,8.00%
"Warren County, Indiana","4,062",259,403,900,209,420,228,47,170,159,916,129,157,65,,8.20%
"Warrick County, Indiana","31,459",770,"2,003","5,519","1,111","3,411","1,593",489,"1,662","2,615","8,073","1,873","1,511",829,,7.60%
"Washington County, Indiana","12,627",520,"1,246","3,140",208,"1,547",882,179,404,743,"2,177",624,641,316,,14.90%
"Wayne County, Indiana","30,613",297,"2,012","6,086",642,"3,296","1,492",271,"1,278","1,482","8,707","2,664","1,599",787,,7.30%
"Wells County, Indiana","14,196",393,876,"3,252",520,"2,060",651,217,622,852,"3,179",595,705,274,,10.20%
"White County, Indiana","11,024",576,716,"2,663",200,"1,044",947,172,342,689,"2,237",661,503,274,,7.40%
"Whitley County, Indiana","17,068",339,"1,169","4,674",489,"1,768",855,266,644,"1,234","3,508",693,886,543,,8.70%
"Adair County, Iowa","3,416",377,351,497,113,315,214,37,230,206,623,230,106,117,,8.40%
"Adams County, Iowa","1,701",231,67,291,66,163,87,16,90,60,466,30,103,31,,9.10%
"Allamakee County, Iowa","6,804",696,725,681,180,"1,030",362,33,308,264,"1,702",326,247,250,,9.40%
"Appanoose County, Iowa","4,908",199,351,760,187,749,331,113,232,275,"1,018",358,179,156,,10.20%
"Audubon County, Iowa","2,858",526,267,245,107,239,106,64,126,88,763,73,151,103,,8.70%
"Benton County, Iowa","13,472",636,"1,300","2,364",440,"1,326",858,187,956,881,"3,050",524,604,346,,7.30%
"Black Hawk County, Iowa","68,084",844,"3,758","11,910","1,832","9,604","2,673",727,"3,945","5,559","16,557","6,693","2,522","1,460",,10.20%
"Boone County, Iowa","14,169",616,"1,214","1,456",417,"2,173",851,208,721,"1,000","3,804",602,592,515,,9.20%
"Bremer County, Iowa","13,056",527,682,"2,380",293,"1,194",659,172,979,751,"3,844",633,556,386,,8.50%
"Buchanan County, Iowa","10,682",821,834,"2,105",172,"1,288",416,50,460,645,"2,674",457,392,368,,8.10%
"Buena Vista County, Iowa","10,159",670,417,"3,114",188,"1,070",395,45,393,396,"2,278",674,363,156,,9.30%
"Butler County, Iowa","6,989",501,514,"1,146",277,840,310,85,367,355,"1,685",331,349,229,,7.80%
"Calhoun County, Iowa","4,318",495,240,483,115,540,254,56,151,160,"1,255",143,249,177,,11.40%
"Carroll County, Iowa","10,672",842,773,"1,362",595,"1,227",705,87,744,390,"2,606",563,443,335,,10.40%
"Cass County, Iowa","6,389",517,471,716,95,886,368,186,353,319,"1,532",429,324,193,,11.70%
"Cedar County, Iowa","9,762",599,857,"1,596",264,"1,121",501,64,368,650,"2,468",466,488,320,,8.60%
"Cerro Gordo County, Iowa","22,045",660,"1,369","3,394",692,"2,882","1,364",279,"1,167","1,508","5,113","2,164",782,671,,10.70%
"Cherokee County, Iowa","5,884",595,491,850,138,986,247,130,188,192,"1,362",230,178,297,,8.50%
"Chickasaw County, Iowa","6,395",547,349,"1,849",159,558,286,17,183,299,"1,468",225,235,220,,10.60%
"Clarke County, Iowa","4,467",190,404,967,125,511,229,22,288,132,986,396,146,71,,14.20%
"Clay County, Iowa","8,037",454,549,839,355,"1,153",536,180,519,574,"1,938",470,300,170,,9.40%
"Clayton County, Iowa","9,118",942,831,"1,635",288,997,419,171,314,452,"1,893",631,364,181,,11.70%
"Clinton County, Iowa","21,615",617,"2,008","4,091",369,"2,964","1,298",266,956,"1,502","4,772","1,372",806,594,,7.30%
"Crawford County, Iowa","7,971",618,543,"2,172",188,698,419,110,254,466,"1,557",279,505,162,,8.60%
"Dallas County, Iowa","48,784",898,"2,313","3,855","1,470","4,358","1,822",817,"10,107","5,440","10,777","2,958","1,988","1,981",,12.00%
"Davis County, Iowa","4,147",570,285,657,163,531,269,62,150,159,848,135,161,157,,6.80%
"Decatur County, Iowa","3,625",271,292,431,38,392,160,60,140,160,"1,180",223,216,62,,9.70%
"Delaware County, Iowa","9,387",931,784,"1,604",315,"1,020",704,60,474,361,"2,056",418,368,292,,8.60%
"Des Moines County, Iowa","18,810",271,"1,048","4,322",398,"2,743",964,260,824,971,"4,052","1,755",662,540,,10.10%
"Dickinson County, Iowa","9,228",376,819,"1,443",205,"1,085",525,113,473,804,"1,954",632,456,343,,7.60%
"Dubuque County, Iowa","50,479",972,"2,878","7,997","1,603","6,606","1,965",928,"3,583","3,651","12,273","4,293","2,473","1,257",,10.50%
"Emmet County, Iowa","4,747",317,524,793,161,416,389,28,212,224,"1,212",224,176,71,,10.50%
"Fayette County, Iowa","9,422",749,705,"1,384",352,956,574,90,455,433,"2,419",548,473,284,,8.70%
"Floyd County, Iowa","7,750",630,534,"1,679",199,715,368,49,394,402,"1,891",327,395,167,,9.00%
"Franklin County, Iowa","4,593",389,363,847,151,473,412,22,195,191,964,218,205,163,,13.80%
"Fremont County, Iowa","3,335",363,124,454,139,253,217,30,210,114,827,138,250,216,,9.30%
"Greene County, Iowa","4,479",431,271,566,227,572,136,129,296,342,"1,014",120,279,96,,13.60%
"Grundy County, Iowa","6,234",495,623,801,191,613,302,80,289,386,"1,637",245,412,160,,8.50%
"Guthrie County, Iowa","5,365",361,491,613,199,577,281,111,563,384,"1,045",300,251,189,,12.30%
"Hamilton County, Iowa","7,295",628,566,"1,138",223,841,320,168,274,422,"1,640",336,367,372,,13.00%
"Hancock County, Iowa","5,709",547,204,"1,278",278,616,524,43,188,341,"1,046",286,280,78,,12.90%
"Hardin County, Iowa","8,352",940,738,"1,085",339,914,373,117,443,318,"1,850",480,385,370,,12.90%
"Harrison County, Iowa","7,356",408,712,758,309,765,599,108,554,339,"1,994",382,252,176,,9.00%
"Henry County, Iowa","9,235",482,513,"1,993",149,"1,214",565,73,467,513,"2,098",457,380,331,,7.60%
"Howard County, Iowa","4,690",470,341,959,120,424,213,23,268,241,"1,187",164,164,116,,7.10%
"Humboldt County, Iowa","4,639",386,341,843,226,569,291,135,225,265,915,186,178,79,,5.70%
"Ida County, Iowa","3,462",442,278,808,90,258,135,32,195,87,808,170,116,43,,7.30%
"Iowa County, Iowa","8,468",460,698,"1,553",204,949,323,80,333,562,"2,229",451,379,247,,10.30%
"Jackson County, Iowa","9,581",585,835,"1,615",359,"1,320",376,159,530,535,"2,050",537,451,229,,9.90%
"Jasper County, Iowa","18,038",896,"1,128","3,492",765,"1,873",794,357,"1,305","1,071","3,877","1,050",867,563,,8.80%
"Jefferson County, Iowa","8,368",277,542,"1,073",184,929,246,144,834,922,"2,097",519,360,241,,10.30%
"Johnson County, Iowa","83,477","1,034","3,489","7,189","1,418","8,939","2,694","1,219","3,955","5,998","34,546","8,338","2,842","1,816",,10.10%
"Jones County, Iowa","9,843",656,813,"1,590",386,956,470,228,658,655,"2,023",648,516,244,,8.10%
"Keokuk County, Iowa","4,820",519,424,690,214,426,261,26,176,234,"1,094",285,267,204,,9.90%
"Kossuth County, Iowa","7,169",632,608,"1,291",252,887,363,83,424,374,"1,267",475,333,180,,9.40%
"Lee County, Iowa","15,559",549,974,"3,407",337,"1,485",889,141,418,927,"3,528","1,107",981,816,,8.70%
"Linn County, Iowa","119,793","1,229","7,569","19,719","2,916","13,910","6,973","2,542","9,934","12,137","27,046","9,118","3,870","2,830",,9.20%
"Louisa County, Iowa","5,468",411,432,"1,652",131,493,228,66,244,176,"1,087",265,122,161,,11.90%
"Lucas County, Iowa","4,033",231,183,372,263,"1,003",282,35,225,185,798,202,142,112,,6.90%
"Lyon County, Iowa","6,029",886,446,821,149,565,311,70,310,244,"1,410",232,349,236,,7.50%
"Madison County, Iowa","9,005",548,"1,292",664,176,"1,175",467,49,"1,274",689,"1,520",447,443,261,,9.70%
"Mahaska County, Iowa","11,123",690,728,"2,974",215,998,512,178,371,474,"2,357",902,545,179,,9.60%
"Marion County, Iowa","16,702",450,"1,094","4,093",264,"1,589",803,154,876,652,"4,484",818,888,537,,7.20%
"Marshall County, Iowa","18,825",753,"1,254","4,592",447,"2,453",682,189,741,"1,218","4,052","1,102",802,540,,12.00%
"Mills County, Iowa","7,429",185,614,597,271,821,616,117,442,571,"1,822",340,591,442,,11.20%
"Mitchell County, Iowa","5,463",545,520,"1,062",142,541,170,129,232,191,"1,178",393,256,104,,8.00%
"Monona County, Iowa","4,216",396,286,442,136,497,279,46,240,181,"1,033",358,218,104,,10.30%
"Monroe County, Iowa","3,759",235,231,640,56,387,286,86,252,119,985,168,190,124,,8.20%
"Montgomery County, Iowa","4,873",353,341,758,170,627,290,116,221,185,"1,287",168,215,142,,7.20%
"Muscatine County, Iowa","21,276",706,"1,147","6,550",493,"1,734","1,358",197,663,"1,301","4,613","1,037",980,497,,10.10%
"O'Brien County, Iowa","7,149",637,419,"1,245",297,721,339,59,334,219,"2,101",335,309,134,,6.80%
"Osceola County, Iowa","3,085",497,221,552,210,257,146,35,87,103,683,89,118,87,,5.90%
"Page County, Iowa","7,066",447,295,"1,478",133,"1,117",317,76,206,249,"1,717",330,338,363,,10.60%
"Palo Alto County, Iowa","4,726",472,312,644,254,532,216,60,170,196,"1,176",333,205,156,,10.80%
"Plymouth County, Iowa","13,457","1,234",748,"2,645",369,"1,528",801,164,615,438,"2,908",811,756,440,,8.90%
"Pocahontas County, Iowa","3,329",411,161,555,201,331,258,36,117,104,662,210,151,132,,6.60%
"Polk County, Iowa","257,853","2,809","15,750","21,879","8,420","29,437","12,254","5,299","39,376","27,234","53,942","20,309","12,404","8,740",,10.80%
"Pottawattamie County, Iowa","46,531",864,"3,445","4,224","1,398","6,293","3,773",853,"3,517","3,429","10,852","4,089","2,139","1,655",,11.00%
"Poweshiek County, Iowa","9,376",491,599,"1,511",241,"1,003",373,110,554,543,"2,662",692,389,208,,8.60%
"Ringgold County, Iowa","2,172",348,194,252,69,182,89,19,75,87,594,87,83,93,,11.80%
"Sac County, Iowa","4,903",570,376,802,177,448,378,32,298,200,"1,058",194,170,200,,8.90%
"Scott County, Iowa","84,844",928,"5,569","13,986","2,128","9,823","4,259","1,345","5,079","7,218","19,405","7,546","3,952","3,606",,11.00%
"Shelby County, Iowa","5,919",565,435,690,134,735,455,95,357,468,"1,436",252,171,126,,10.40%
"Sioux County, Iowa","18,830","1,701","1,420","3,054",437,"1,627",674,178,755,"1,186","5,586","1,163",707,342,,7.80%
"Story County, Iowa","51,405","1,536","2,047","4,852","1,091","4,622","1,651","1,129","3,056","4,390","18,135","4,924","1,747","2,225",,11.10%
"Tama County, Iowa","8,249",549,642,"1,414",376,"1,037",430,58,270,376,"1,741",677,341,338,,8.50%
"Taylor County, Iowa","3,076",325,207,635,48,206,144,88,63,166,812,134,126,122,,9.00%
"Union County, Iowa","5,846",291,195,"1,358",159,618,362,50,205,233,"1,320",452,403,200,,13.50%
"Van Buren County, Iowa","3,115",283,256,602,73,383,178,32,159,147,682,88,162,70,,9.50%
"Wapello County, Iowa","16,349",377,"1,052","3,998",250,"2,114",786,194,896,769,"4,035",976,640,262,,11.90%
"Warren County, Iowa","26,965",535,"2,134","1,876",695,"3,659","1,276",475,"3,847","2,194","6,207","1,575","1,412","1,080",,9.10%
"Washington County, Iowa","11,530",687,"1,365","1,125",185,"1,513",529,127,602,639,"3,103",584,786,285,,10.40%
"Wayne County, Iowa","2,819",339,241,430,65,368,194,5,68,99,613,103,145,149,,8.40%
"Webster County, Iowa","17,032",961,"1,077","2,414",487,"2,090","1,147",299,730,796,"4,319","1,265",828,619,,14.30%
"Winnebago County, Iowa","5,482",295,243,"1,386",209,720,220,74,180,227,"1,221",407,246,54,,11.40%
"Winneshiek County, Iowa","11,463",799,886,"1,629",413,"1,093",428,194,453,463,"3,546",831,511,217,,8.40%
"Woodbury County, Iowa","51,839","1,372","3,746","9,217","1,616","6,531","2,295",577,"2,553","3,355","11,560","4,779","2,536","1,702",,10.40%
"Worth County, Iowa","4,017",225,381,761,103,435,132,101,202,179,800,374,191,133,,8.90%
"Wright County, Iowa","5,686",622,273,"1,066",238,525,269,98,220,411,"1,347",245,233,139,,11.30%
"Allen County, Kansas","5,822",218,455,"1,277",141,680,375,72,372,153,"1,481",238,225,135,,8.80%
"Anderson County, Kansas","3,377",370,277,228,120,304,205,63,164,106,"1,099",148,184,109,,10.70%
"Atchison County, Kansas","7,815",388,592,924,250,860,499,121,401,457,"1,943",610,361,409,,12.60%
"Barber County, Kansas","2,140",472,128,126,45,181,84,28,91,55,572,98,138,122,,6.40%
"Barton County, Kansas","12,831","1,096",899,"1,247",262,"1,212",870,137,747,823,"2,957","1,178",698,705,,13.70%
"Bourbon County, Kansas","6,473",413,402,"1,312",201,557,469,81,402,284,"1,484",404,234,230,,9.70%
"Brown County, Kansas","4,433",430,326,610,93,523,246,91,161,170,962,359,204,258,,12.00%
"Butler County, Kansas","30,659",705,"2,207","4,779","1,080","2,524","1,767",277,"1,523","2,315","8,452","2,426","1,219","1,385",,11.20%
"Chase County, Kansas","1,162",136,77,264,50,116,40,2,15,18,286,74,30,54,,13.30%
"Chautauqua County, Kansas","1,331",190,133,130,38,96,82,15,36,31,433,43,36,68,,19.60%
"Cherokee County, Kansas","8,760",274,679,"1,830",168,880,438,41,273,460,"2,343",672,422,280,,13.40%
"Cheyenne County, Kansas","1,251",287,58,62,65,78,68,9,67,37,286,78,100,56,,12.20%
"Clark County, Kansas",973,170,65,68,46,155,42,3,38,45,221,19,41,60,,8.50%
"Clay County, Kansas","3,746",386,372,295,111,377,150,43,195,176,951,170,274,246,,11.20%
"Cloud County, Kansas","4,311",344,282,401,125,368,243,62,188,372,"1,286",241,203,196,,11.90%
"Coffey County, Kansas","4,000",262,329,306,103,449,635,58,174,151,"1,028",244,108,153,,6.90%
"Comanche County, Kansas",923,226,70,42,16,98,33,15,82,13,246,26,27,29,,6.90%
"Cowley County, Kansas","15,562",570,807,"3,141",291,"1,480",846,225,619,557,"4,414","1,172",813,627,,15.80%
"Crawford County, Kansas","18,894",536,"1,143","2,347",280,"1,834",842,193,640,977,"5,963","2,233","1,236",670,,8.50%
"Decatur County, Kansas","1,342",279,77,108,62,138,124,9,57,17,315,78,44,34,,7.20%
"Dickinson County, Kansas","9,147",551,557,"1,221",299,960,561,141,375,530,"2,508",544,445,455,,11.80%
"Doniphan County, Kansas","3,869",270,226,665,119,300,214,22,162,174,"1,115",202,204,196,,13.30%
"Douglas County, Kansas","68,255",543,"3,170","5,427","1,206","8,140","2,733","1,271","3,807","7,307","20,464","8,121","3,351","2,715",,8.30%
"Edwards County, Kansas","1,414",256,90,163,69,76,136,36,51,46,296,19,98,78,,8.20%
"Elk County, Kansas",948,92,41,74,21,58,46,2,42,74,316,60,68,54,,15.60%
"Ellis County, Kansas","16,120",904,"1,058",812,430,"1,785",558,467,957,902,"4,897","2,020",527,803,,11.50%
"Ellsworth County, Kansas","2,695",337,199,291,71,167,160,41,171,82,708,116,134,218,,10.90%
"Finney County, Kansas","18,467","1,166","1,189","3,882",499,"2,527","1,121",245,487,825,"3,683","1,504",656,683,,12.20%
"Ford County, Kansas","16,658",912,"1,400","4,864",420,"1,158","1,083",205,491,829,"2,762","1,505",677,352,,13.40%
"Franklin County, Kansas","12,809",277,"1,072","1,138",953,"1,939","1,285",164,437,924,"2,775",755,457,633,,7.70%
"Geary County, Kansas","12,772",131,575,987,265,"1,500",718,152,571,"1,091","3,177","1,055",815,"1,735",,13.40%
"Gove County, Kansas","1,278",284,96,96,28,119,61,5,72,34,322,69,66,26,,4.60%
"Graham County, Kansas","1,179",182,93,71,47,142,43,30,57,24,312,46,34,98,,7.00%
"Grant County, Kansas","3,167","1,009",172,240,196,145,243,75,72,106,514,90,62,243,,11.50%
"Gray County, Kansas","3,287",676,225,238,136,345,329,32,156,100,632,146,156,116,,5.60%
"Greeley County, Kansas",579,112,46,14,19,59,35,41,11,21,143,19,33,26,,7.40%
"Greenwood County, Kansas","2,883",423,208,372,128,214,197,46,107,82,779,79,115,133,,10.30%
"Hamilton County, Kansas","1,187",349,83,116,15,89,55,0,77,58,238,59,28,20,,10.40%
"Harper County, Kansas","2,303",236,209,340,79,217,183,14,69,87,618,91,74,86,,12.10%
"Harvey County, Kansas","17,316",405,975,"3,167",409,"1,443",621,265,702,"1,122","4,978","1,272","1,208",749,,10.20%
"Haskell County, Kansas","1,904",526,141,157,83,159,145,36,18,90,306,73,115,55,,7.80%
"Hodgeman County, Kansas",979,293,43,47,25,72,39,30,30,29,269,22,38,42,,6.50%
"Jackson County, Kansas","6,247",260,608,766,150,508,370,56,348,360,"1,310",644,388,479,,10.70%
"Jefferson County, Kansas","9,628",303,"1,132",979,196,855,691,164,567,763,"2,198",447,517,816,,9.00%
"Jewell County, Kansas","1,230",197,74,61,27,151,94,22,51,71,290,39,120,33,,13.60%
"Johnson County, Kansas","327,842","1,494","16,197","26,631","10,246","35,194","14,811","10,074","34,857","55,817","73,884","26,056","12,634","9,947",,9.20%
"Kearny County, Kansas","1,739",510,78,82,62,152,219,0,42,66,327,86,71,44,,1.50%
"Kingman County, Kansas","3,566",499,243,549,106,298,252,16,86,150,722,248,232,165,,6.80%
"Kiowa County, Kansas","1,174",198,82,24,38,131,60,31,36,51,295,78,79,71,,10.90%
"Labette County, Kansas","9,533",320,437,"1,909",160,797,530,138,315,435,"3,251",571,454,216,,9.50%
"Lane County, Kansas",795,197,50,6,25,53,79,1,32,51,197,66,18,20,,5.90%
"Leavenworth County, Kansas","34,763",390,"2,419","2,640",652,"4,064","1,651",425,"2,174","2,537","9,002","2,850","1,634","4,325",,13.50%
"Lincoln County, Kansas","1,463",251,125,115,35,101,169,11,85,42,317,72,59,81,,9.40%
"Linn County, Kansas","4,273",311,686,478,122,471,445,60,252,235,836,77,154,146,,7.30%
"Logan County, Kansas","1,406",283,88,32,72,134,80,34,28,64,313,158,49,71,,7.30%
"Lyon County, Kansas","17,585",419,829,"3,517",327,"2,111","1,028",235,526,852,"4,779","1,668",575,719,,6.50%
"McPherson County, Kansas","14,849",591,948,"3,478",224,"1,238",540,162,"1,000",739,"3,612","1,027",814,476,,11.20%
"Marion County, Kansas","5,643",476,504,"1,042",124,526,287,67,146,114,"1,652",254,285,166,,9.20%
"Marshall County, Kansas","4,955",381,296,946,194,456,319,54,279,168,"1,219",211,191,241,,10.60%
"Meade County, Kansas","2,032",392,223,146,46,133,103,60,57,42,552,107,73,98,,5.80%
"Miami County, Kansas","16,563",444,"1,846","1,577",359,"1,877","1,253",295,"1,249","1,340","4,083",788,896,556,,7.10%
"Mitchell County, Kansas","2,803",258,251,209,100,301,97,54,147,195,748,241,71,131,,9.00%
"Montgomery County, Kansas","14,077",457,769,"3,117",274,"1,535",772,102,451,803,"3,577","1,035",675,510,,15.70%
"Morris County, Kansas","2,791",192,209,279,61,262,194,123,98,160,762,114,183,154,,15.50%
"Morton County, Kansas","1,172",298,113,3,47,23,42,82,30,38,344,62,43,47,,3.90%
"Nemaha County, Kansas","5,093",468,237,956,47,595,302,14,242,205,"1,312",299,303,113,,8.60%
"Neosho County, Kansas","7,115",430,300,"1,121",132,983,423,93,286,289,"2,179",234,310,335,,7.50%
"Ness County, Kansas","1,426",377,68,71,80,77,51,2,49,60,376,46,128,41,,9.70%
"Norton County, Kansas","2,267",180,201,269,36,115,175,123,162,121,592,80,72,141,,14.20%
"Osage County, Kansas","7,538",226,675,639,138,693,831,88,438,583,"1,822",496,405,504,,9.00%
"Osborne County, Kansas","1,748",254,79,167,97,154,60,21,72,88,564,79,61,52,,5.40%
"Ottawa County, Kansas","2,913",258,248,349,134,245,140,42,183,146,719,103,163,183,,6.50%
"Pawnee County, Kansas","2,859",309,207,166,48,139,130,21,66,112,975,256,229,201,,14.80%
"Phillips County, Kansas","2,665",419,153,194,80,150,194,28,144,127,713,143,205,115,,9.30%
"Pottawatomie County, Kansas","11,197",447,"1,063","1,137",168,758,600,125,555,972,"3,484",677,445,766,,12.20%
"Pratt County, Kansas","4,457",478,239,221,86,680,271,65,190,248,"1,298",429,115,137,,11.30%
"Rawlins County, Kansas","1,346",282,70,100,64,120,62,2,62,82,338,48,74,42,,11.00%
"Reno County, Kansas","28,927","1,082","1,797","4,211",745,"4,032","1,364",440,"1,281","1,975","6,993","2,242","1,420","1,345",,8.90%
"Republic County, Kansas","2,227",354,140,305,106,197,128,36,88,88,573,98,52,62,,5.80%
"Rice County, Kansas","4,715",385,271,585,164,311,264,51,253,233,"1,382",363,254,199,,8.00%
"Riley County, Kansas","36,863",584,"1,974","1,654",623,"4,201",827,679,"1,724","3,514","14,184","4,124","1,209","1,566",,13.30%
"Rooks County, Kansas","2,338",337,157,146,85,169,109,6,66,150,695,107,151,160,,9.40%
"Rush County, Kansas","1,503",117,129,170,47,123,148,35,35,68,409,68,78,76,,6.10%
"Russell County, Kansas","3,186",243,108,406,79,428,265,60,89,204,852,204,96,152,,12.00%
"Saline County, Kansas","27,488",513,"1,333","4,272",747,"3,077","1,174",290,"1,179","2,029","7,329","2,931","1,512","1,102",,11.90%
"Scott County, Kansas","2,489",615,117,102,142,309,185,0,71,92,452,126,179,99,,10.50%
"Sedgwick County, Kansas","249,898","2,499","16,930","44,510","6,551","27,123","10,280","3,347","12,272","24,403","58,992","23,165","11,305","8,521",,12.30%
"Seward County, Kansas","10,536","1,163",733,"2,559",309,"1,024",551,130,447,334,"2,088",636,227,335,,9.30%
"Shawnee County, Kansas","84,733",585,"5,158","9,136","1,828","8,512","4,728","1,359","6,959","6,764","21,765","6,496","3,638","7,805",,13.70%
"Sheridan County, Kansas","1,404",465,83,16,29,198,16,20,44,70,335,49,35,44,,6.60%
"Sherman County, Kansas","3,060",337,219,147,129,267,240,77,153,319,615,245,129,183,,11.50%
"Smith County, Kansas","1,701",290,105,167,91,186,67,32,98,40,398,82,67,78,,11.40%
"Stafford County, Kansas","1,998",367,110,111,87,172,64,18,137,72,500,121,117,122,,15.20%
"Stanton County, Kansas",898,293,42,32,73,37,95,10,25,57,134,0,43,57,,7.00%
"Stevens County, Kansas","2,360",454,135,208,40,243,225,52,46,87,445,88,227,110,,5.80%
"Sumner County, Kansas","10,293",502,557,"1,992",163,"1,049",713,195,507,491,"2,573",501,495,555,,7.90%
"Thomas County, Kansas","4,264",430,153,85,173,651,249,116,278,159,"1,264",212,310,184,,11.60%
"Trego County, Kansas","1,530",230,145,175,48,131,98,41,67,38,338,102,61,56,,8.60%
"Wabaunsee County, Kansas","3,443",268,351,381,129,239,235,17,153,157,975,131,178,229,,7.10%
"Wallace County, Kansas",719,194,53,8,42,37,21,12,27,39,194,34,20,38,,6.80%
"Washington County, Kansas","2,589",537,160,269,87,219,194,54,71,87,609,85,133,84,,10.50%
"Wichita County, Kansas","1,093",239,43,176,16,75,21,3,41,27,257,16,89,90,,3.10%
"Wilson County, Kansas","3,977",234,231,786,62,383,218,76,100,217,"1,111",185,235,139,,9.50%
"Woodson County, Kansas","1,305",190,106,174,52,88,129,27,30,50,269,72,55,63,,6.40%
"Wyandotte County, Kansas","76,763",334,"8,136","10,172","3,287","7,740","5,471","1,234","3,839","7,843","14,191","7,216","3,547","3,753",,12.80%
"Adair County, Kentucky","7,796",223,490,"1,240",111,"1,088",644,63,266,380,"2,018",547,405,321,,13.90%
"Allen County, Kentucky","8,864",386,697,"1,601",87,"1,152",821,78,419,405,"1,806",826,323,263,,11.30%
"Anderson County, Kentucky","10,368",148,646,"1,516",169,"1,377",642,174,427,604,"2,263",574,632,"1,196",,6.40%
"Ballard County, Kentucky","3,195",90,387,379,84,370,248,7,126,273,765,199,153,114,,4.60%
"Barren County, Kentucky","18,412",736,"1,126","4,175",626,"2,231",756,311,497,"1,285","3,687","1,516",876,590,,15.10%
"Bath County, Kentucky","4,793",174,342,"1,169",67,502,248,112,163,394,"1,024",405,81,112,,9.80%
"Bell County, Kentucky","7,455",460,259,"1,107",108,"1,055",418,82,148,326,"1,965",654,330,543,,18.20%
"Boone County, Kentucky","67,197",419,"3,995","9,763","2,634","8,355","6,009","1,060","5,281","6,539","12,645","5,164","2,981","2,352",,9.60%
"Bourbon County, Kentucky","9,250",708,742,"1,288",303,"1,082",455,86,407,578,"1,828",751,564,458,,10.00%
"Boyd County, Kentucky","18,223",307,970,"1,741",331,"2,332",952,416,781,"1,354","5,532","1,842",867,798,,9.60%
"Boyle County, Kentucky","12,623",261,528,"2,328",267,"1,641",648,290,400,690,"3,771",939,398,462,,7.80%
"Bracken County, Kentucky","3,611",62,476,714,99,386,302,93,204,151,698,140,140,146,,9.10%
"Breathitt County, Kentucky","3,890",140,331,262,55,383,190,45,44,322,"1,395",300,186,237,,20.10%
"Breckinridge County, Kentucky","7,630",287,675,"2,019",128,991,400,58,285,253,"1,681",288,289,276,,7.00%
"Bullitt County, Kentucky","40,657",239,"3,270","6,029","1,504","5,088","4,893",729,"2,558","3,316","8,041","2,413","1,285","1,292",,11.40%
"Butler County, Kentucky","5,077",192,657,"1,081",197,312,486,45,116,252,"1,193",222,180,144,,6.50%
"Caldwell County, Kentucky","5,284",311,156,"1,258",150,547,366,77,204,332,"1,013",553,130,187,,9.70%
"Calloway County, Kentucky","18,079",518,894,"2,002",246,"1,875",992,141,879,972,"6,136","2,072",855,497,,11.10%
"Campbell County, Kentucky","47,301",163,"2,921","4,630","1,401","4,655","3,214",956,"4,003","6,517","11,272","3,776","1,719","2,074",,8.90%
"Carlisle County, Kentucky","1,751",75,211,303,77,174,78,37,59,114,425,87,37,74,,8.00%
"Carroll County, Kentucky","4,514",46,289,"1,147",350,379,230,26,149,198,734,626,186,154,,5.10%
"Carter County, Kentucky","8,983",217,887,638,81,"1,043",852,199,343,580,"2,624",702,358,459,,11.30%
